"","year","month","day","breed","gender","spayneuter","zipcode","age"
"473",2018,8,13,"shiba inu","M",FALSE,"11219",0.33
"474",2018,8,21,"german shepherd","M",TRUE,"11204",5
"475",2018,8,22,"sheperd","U",FALSE,"11249",NA
"476",2018,8,17,NA,"U",FALSE,NA,NA
"477",2018,8,18,NA,"U",FALSE,"11234",NA
"478",2018,8,18,NA,"U",FALSE,"11229",NA
"479",2018,8,23,"pit bull","M",FALSE,"11220",1
"480",2018,8,23,NA,"U",FALSE,"11234",NA
"481",2018,8,23,"golden retriever","U",FALSE,"11234",NA
"482",2018,8,20,"mixed","F",TRUE,"11226",2
"483",2018,8,18,"bull dog","U",FALSE,"11220",NA
"484",2018,8,23,"pit bull","U",FALSE,"11212",NA
"485",2018,8,28,"mixed","M",FALSE,"11230",NA
"486",2018,8,25,"mixed","U",FALSE,"11201",NA
"487",2018,7,15,NA,"U",FALSE,NA,NA
"488",2018,8,15,"pit bull","F",FALSE,"11236",7
"489",2018,7,29,NA,"U",FALSE,"11220",NA
"490",2018,8,31,"pit bull","M",FALSE,"11222",2
"491",2018,8,27,"pit bull","U",FALSE,NA,NA
"492",2018,8,30,"german shepherd","F",TRUE,"11208",5
"493",2018,8,29,"pit bull","M",TRUE,NA,3
"494",2018,8,25,"bichon frise/cavalier king charles","M",TRUE,"11209",4
"495",2018,9,2,"pit bull","U",FALSE,"11212",NA
"496",2018,8,21,"pit bull","U",FALSE,"11213",NA
"497",2018,8,31,"pit bull","F",FALSE,"11222",1
"498",2018,8,18,"pit bull","U",FALSE,"11224",NA
"499",2018,8,27,"pit bull","U",FALSE,"11232",NA
"500",2018,8,29,"german shepherd","M",FALSE,"11235",8
"501",2018,9,1,NA,"M",FALSE,"11230",2
"502",2018,9,5,"collie, rough coat","M",FALSE,"11207",3
"503",2018,8,25,"shih tzu","M",TRUE,"11215",5
"504",2018,9,6,NA,"M",FALSE,"11208",3
"505",2018,9,6,NA,"U",FALSE,"11222",NA
"506",2018,8,29,"labrador / shepherd","M",TRUE,"11237",10
"507",2018,8,6,"american bully","U",FALSE,"11224",NA
"508",2018,8,30,"maltese","U",FALSE,"11201",NA
"509",2018,9,7,"pit bull","U",FALSE,NA,NA
"510",2018,9,3,"basenji","M",FALSE,"11239",10
"511",2018,8,31,"mixed","F",TRUE,"11201",4
"512",2018,9,11,"pit bull","M",FALSE,"11223",NA
"513",2018,8,31,"yorkie/schnauzer","M",FALSE,"11230",7
"514",2018,9,9,NA,"M",FALSE,"11234",0.58
"515",2018,9,11,"pit bull","U",FALSE,"11228",NA
"516",2018,9,10,NA,"M",FALSE,"11225",3
"517",2018,9,7,NA,"U",FALSE,"11205",NA
"518",2018,8,31,NA,"U",FALSE,NA,NA
"519",2018,9,7,"corgi-dachshund","M",TRUE,"11231",4
"520",2018,9,14,"pointer","M",TRUE,"11223",5
"521",2018,9,9,"german shepherd","F",FALSE,"11220",12
"522",2018,8,24,"shiba inu","M",FALSE,"11228",6
"523",2018,9,11,"mixed","U",FALSE,NA,NA
"524",2018,9,15,"mixed","F",FALSE,"11208",2
"525",2018,9,17,NA,"F",FALSE,"11208",6
"526",2018,9,6,"tibetan terrier","M",TRUE,"11231",14
"527",2018,9,11,"german shepherd","M",TRUE,"11235",11
"528",2018,9,14,"german shepherd","U",FALSE,NA,NA
"529",2018,9,14,NA,"U",FALSE,NA,NA
"530",2018,9,2,NA,"U",FALSE,"11218",NA
"531",2018,8,31,"bull dog","U",FALSE,"11225",NA
"532",2018,9,3,"jack russ","U",FALSE,"11214",NA
"533",2018,9,11,NA,"U",FALSE,NA,NA
"534",2018,9,14,"german shepherd","M",TRUE,"11229",NA
"535",2018,7,23,"pit bull","U",FALSE,"11207",NA
"536",2018,7,23,"pit bull","U",FALSE,"11207",NA
"537",2018,9,18,"sheperd","U",FALSE,"11233",NA
"538",2018,9,16,NA,"U",FALSE,NA,NA
"539",2018,9,16,NA,"U",FALSE,NA,NA
"540",2018,8,16,"siberian husky","M",FALSE,"11232",0.42
"541",2018,9,11,NA,"U",FALSE,"11211",NA
"542",2018,9,17,"wheaton terrier","M",FALSE,"11235",0.92
"543",2018,9,18,"chihuahua","M",TRUE,"11208",1
"544",2018,9,23,NA,"U",FALSE,"11212",NA
"545",2018,9,22,"german shepherd","M",FALSE,"11218",3
"546",2018,9,25,NA,"U",FALSE,NA,NA
"547",2018,9,25,"pit bull","U",FALSE,"11207",NA
"548",2018,9,26,"cane corso","U",FALSE,"11223",NA
"549",2018,9,27,"pit bull","M",FALSE,"11225",6
"550",2018,9,27,NA,"U",FALSE,NA,NA
"551",2018,9,30,"german shepherd","M",TRUE,NA,4
"552",2018,9,17,"doberman pinscher","M",TRUE,"11234",8
"553",2018,10,1,"pit bull","U",FALSE,"11223",NA
"554",2018,9,17,"maltese","F",FALSE,"11230",8
"555",2018,9,29,NA,"F",FALSE,"11234",2
"556",2018,9,14,"bull dog","U",FALSE,"11209",NA
"557",2018,9,20,NA,"U",FALSE,"11226",NA
"558",2018,9,24,NA,"U",FALSE,"11215",NA
"559",2018,9,26,"pit bull","F",FALSE,"11207",7
"560",2018,9,23,"boston terrier","M",TRUE,"11217",2
"561",2018,9,30,"pit bull","U",FALSE,NA,NA
"562",2018,9,20,NA,"U",FALSE,"11204",NA
"563",2018,9,26,NA,"U",FALSE,"11238",NA
"564",2018,10,4,NA,"M",FALSE,"11217",7
"565",2018,10,6,"mixed","U",FALSE,"11231",NA
"566",2018,10,3,"siberian husky","F",FALSE,"11214",2
"567",2018,10,7,"pit bull","U",FALSE,"11225",NA
"568",2018,10,6,"siberian husky","U",FALSE,"11226",NA
"569",2018,9,24,NA,"U",FALSE,"11235",NA
"570",2018,9,29,"mixed","F",TRUE,"11229",11
"571",2018,9,26,"jack russell","M",TRUE,"11203",9
"572",2018,9,29,"chihuahua","U",FALSE,"11207",NA
"573",2018,9,29,"australian shepherd","U",FALSE,"11201",NA
"574",2018,10,3,"pomerian/maltese","U",FALSE,"11236",NA
"575",2018,10,5,NA,"U",FALSE,NA,NA
"576",2018,10,12,"pit bull","M",FALSE,"11208",8
"577",2018,10,13,NA,"M",FALSE,"11206",NA
"578",2018,10,3,"pit bull","U",FALSE,"11222",NA
"579",2018,10,14,"terrier","M",TRUE,NA,5
"580",2018,10,14,NA,"U",FALSE,"11208",NA
"581",2018,10,16,"pit bull","U",FALSE,"11203",NA
"582",2018,10,16,NA,"M",FALSE,"11208",6
"583",2018,10,10,NA,"M",FALSE,"11224",6
"584",2018,10,8,"pit bull","U",FALSE,"11221",NA
"585",2018,10,16,"labrador retriever","M",TRUE,"11228",6
"586",2018,10,7,NA,"U",FALSE,NA,NA
"587",2018,10,22,"bull dog","M",FALSE,"11235",5
"588",2018,10,23,"pit bull","U",FALSE,"11206",NA
"589",2018,10,21,NA,"M",FALSE,"11208",2
"590",2018,10,26,NA,"M",FALSE,"11208",4
"591",2018,10,28,"pit bull","U",FALSE,NA,NA
"592",2018,10,28,"beagle","U",FALSE,"11218",NA
"593",2018,10,29,"labrador retriever","U",FALSE,"11221",NA
"594",2018,10,24,NA,"U",FALSE,"11226",NA
"595",2018,10,29,NA,"U",FALSE,"11237",NA
"596",2018,10,16,"pit bull","U",FALSE,"11231",NA
"597",2018,10,6,"terrier","U",FALSE,"11216",3
"598",2018,10,30,"labrador retriever","U",FALSE,"11209",NA
"599",2018,10,30,NA,"U",FALSE,"11235",NA
"600",2018,10,8,"boxer","U",FALSE,"11207",NA
"601",2018,10,10,"mixed","U",FALSE,"11214",NA
"602",2018,10,30,NA,"U",FALSE,NA,NA
"603",2018,10,10,"boxer","U",FALSE,NA,NA
"604",2018,10,9,NA,"U",FALSE,NA,NA
"605",2018,10,24,"maltese","U",FALSE,NA,NA
"606",2018,8,17,NA,"U",FALSE,"11208",NA
"607",2018,8,16,"mutt","U",FALSE,"11207",NA
"608",2018,10,13,"pit bull","M",FALSE,"11223",3
"609",2018,10,10,"pit bull","U",FALSE,"11234",NA
"610",2018,10,10,NA,"U",FALSE,"11234",NA
"611",2018,11,4,"pit bull","U",FALSE,"11208",NA
"612",2018,10,17,NA,"U",FALSE,"11221",NA
"613",2018,10,21,NA,"U",FALSE,NA,NA
"614",2018,10,13,"beagle","U",FALSE,"11226",NA
"615",2018,10,17,"samoyed","U",FALSE,NA,NA
"616",2018,10,13,NA,"U",FALSE,NA,NA
"617",2018,11,1,"australian shepherd","F",TRUE,"11222",3
"618",2018,11,7,NA,"M",FALSE,"11213",3
"619",2018,10,22,"pit bull","M",TRUE,"11237",3
"620",2018,11,1,"pit bull","U",FALSE,NA,NA
"621",2018,10,20,"chihuahua","U",FALSE,NA,NA
"622",2018,10,31,"pit bull","U",FALSE,"11235",NA
"623",2018,10,20,"american staff terrier","M",TRUE,"11235",9
"624",2018,11,9,"shiba inu","F",TRUE,"11223",3
"625",2018,10,29,"cotton de tulear","M",TRUE,"11223",10
"626",2018,10,31,NA,"U",FALSE,"11234",NA
"627",2018,10,28,"pit bull","M",TRUE,"11211",4
"628",2018,11,12,"bull dog","F",TRUE,"11249",3
"629",2018,11,13,NA,"M",FALSE,"11225",NA
"630",2018,11,10,"maltese","U",FALSE,"11225",NA
"631",2018,11,10,"maltese","U",FALSE,"11225",NA
"632",2018,11,11,"pit bull","U",FALSE,"11207",NA
"633",2018,10,25,"terrier","M",TRUE,"11206",8
"634",2018,11,9,"pit bull","U",FALSE,NA,NA
"635",2018,11,15,"cock-a-poo","M",TRUE,"11225",11
"636",2018,11,18,NA,"U",FALSE,NA,NA
"637",2018,11,7,NA,"U",FALSE,"11201",NA
"638",2018,11,17,NA,"M",FALSE,"11204",5
"639",2018,11,20,NA,"M",FALSE,"11235",3
"640",2018,11,11,"pit bull","U",FALSE,"11221",NA
"641",2018,11,12,NA,"U",FALSE,"11220",NA
"642",2018,11,12,"pit bull","U",FALSE,NA,NA
"643",2018,11,13,"pit bull","U",FALSE,"11237",NA
"644",2018,11,10,"shih tzu","U",FALSE,"11209",NA
"645",2018,11,21,"pit bull","U",FALSE,"11226",NA
"646",2018,11,15,"german shepherd","U",FALSE,"11212",NA
"647",2018,11,20,"retriever","U",TRUE,"11205",NA
"648",2018,10,21,"maltipoo","M",FALSE,"11233",5
"649",2018,11,22,NA,"U",FALSE,"11204",NA
"650",2018,11,26,"mixed","F",FALSE,"11223",5
"651",2018,11,24,"shih tzu","M",FALSE,"11208",6
"652",2018,11,3,"pit bull","U",FALSE,"11221",NA
"653",2018,11,4,"terrier","U",FALSE,"11223",NA
"654",2018,11,25,"mixed","M",FALSE,"11231",1
"655",2018,11,1,"maltese","U",FALSE,"11212",NA
"656",2018,10,31,"pit bull","F",FALSE,"11225",NA
"657",2018,11,30,NA,"F",FALSE,"11216",NA
"658",2018,12,2,"mixed","U",FALSE,"11238",NA
"659",2018,11,28,"american staff terrier","M",TRUE,"11217",4
"660",2018,11,15,"rottweiler","U",FALSE,"11214",NA
"661",2018,10,28,"pit bull","F",TRUE,"11207",3
"662",2018,11,11,"german shepherd","U",FALSE,NA,NA
"663",2018,12,2,"shih tzu","U",FALSE,"11220",NA
"664",2018,11,13,"chihuahua","U",FALSE,NA,NA
"665",2018,11,5,"cairn terrier","U",FALSE,"11215",NA
"666",2018,12,5,"shih tzu","F",TRUE,"11239",5
"667",2018,11,5,"staffordshire bull terrier","M",TRUE,"11231",3
"668",2018,12,9,"pit bull","M",FALSE,"11236",2
"669",2018,12,6,"poodle, miniature","U",FALSE,"11228",NA
"670",2018,11,15,"havanese","U",FALSE,"11229",NA
"671",2018,11,19,"pit bull","F",TRUE,"11234",1
"672",2018,12,11,"pit bull","F",FALSE,"11204",1
"673",2018,12,13,NA,"U",FALSE,"11235",NA
"674",2018,11,19,"maltese","U",FALSE,"11234",NA
"675",2018,12,17,"shih tzu","F",TRUE,"11220",2
"676",2018,12,7,NA,"U",FALSE,"11219",NA
"677",2018,12,8,"husky","U",FALSE,"11207",NA
"678",2018,11,22,"labrador retriever","M",TRUE,"11209",3
"679",2018,11,2,"labrador retriever","U",FALSE,NA,NA
"680",2018,12,22,"pit bull","U",FALSE,"11236",NA
"681",2018,12,17,"greyhound","U",FALSE,"11235",NA
"682",2018,12,24,"pit bull","U",FALSE,"11213",NA
"683",2018,12,17,"dachshund, wirehaired","F",FALSE,"11218",11
"684",2018,12,2,"beagle","M",TRUE,"11219",2
"685",2018,12,14,"bull dog","M",FALSE,"11208",1
"686",2018,12,3,"cattle dog","F",FALSE,"11201",2
"687",2019,1,3,"bichon frise","F",FALSE,"11218",2
"688",2018,12,11,"lhasa apso","U",FALSE,"11217",NA
"689",2018,12,8,NA,"U",FALSE,NA,NA
"690",2018,12,21,NA,"U",FALSE,NA,NA
"691",2018,12,13,"german shepherd","F",TRUE,"11231",14
"692",2018,12,15,"pit bull","M",TRUE,"11217",3
"693",2018,12,18,"pomeranian","F",FALSE,"11234",2
"694",2018,11,29,"american staffordshire terrier","M",FALSE,NA,3
"695",2018,12,31,"shih tzu","U",FALSE,NA,NA
"696",2018,12,7,NA,"U",FALSE,"11220",NA
"697",2018,12,15,"pit bull","M",TRUE,"11221",1
"698",2019,1,8,"chow chow","M",FALSE,"11226",8
"699",2019,1,4,NA,"U",FALSE,"11218",NA
"700",2018,12,18,"pit bull","U",FALSE,"11212",NA
"701",2018,8,26,"border collie","F",TRUE,"11201",6
"702",2018,12,15,"bull dog","M",FALSE,"11238",6
"703",2018,12,31,"shiba inu","U",FALSE,"11233",NA
"704",2019,1,6,"mixed","U",FALSE,"11215",NA
"705",2019,1,5,"golden retriever","M",TRUE,"11201",3
"706",2018,12,18,"american staffordshire terrier","U",FALSE,"11212",NA
"707",2019,1,13,NA,"U",FALSE,"11207",10
"708",2019,1,10,"shiba inu","U",FALSE,"11238",NA
"709",2019,1,3,"mixed","M",FALSE,"11208",0.83
"710",2019,1,10,NA,"U",FALSE,"11207",NA
"711",2018,12,9,"staffordshire bull terrier","M",TRUE,"11215",1
"712",2018,12,21,NA,"U",FALSE,"11211",NA
"713",2019,1,16,"havanese","M",FALSE,"11230",12
"714",2018,12,24,"pit bull","U",FALSE,NA,NA
"715",2018,12,25,"bull dog","M",TRUE,NA,3
"716",2018,12,31,"poodle, toy","M",TRUE,"11231",3
"717",2018,12,23,"pit bull","F",TRUE,"11207",1
"718",2018,12,31,"american staffordshire terrier","U",FALSE,"11237",NA
"719",2019,1,20,"chihuahua","U",FALSE,"11217",NA
"720",2019,1,4,"pit bull","F",FALSE,"11208",5
"721",2018,12,26,"pomeranian","M",FALSE,"11249",8
"722",2019,1,2,"poodle, standard","U",FALSE,NA,NA
"723",2019,1,6,"pit bull","U",FALSE,NA,NA
"724",2019,1,7,NA,"M",FALSE,NA,4
"725",2019,1,20,NA,"M",FALSE,NA,2
"726",2019,1,16,"pit bull","U",FALSE,"11208",NA
"727",2019,1,26,"husky","U",FALSE,"11234",NA
"728",2019,1,14,"shih tzu","M",TRUE,"11209",2
"729",2019,1,24,"german shepherd","M",TRUE,"11210",2
"730",2018,12,30,NA,"U",FALSE,NA,NA
"731",2018,12,31,NA,"U",FALSE,NA,NA
"732",2019,1,27,NA,"M",FALSE,"11208",5
"733",2018,12,27,"pit bull","M",FALSE,"11205",5
"734",2019,1,9,"german shepherd","M",FALSE,"11220",NA
"735",2019,1,27,"siberian husky","U",FALSE,"11221",NA
"736",2019,1,22,"pit bull","M",TRUE,"11249",4
"737",2019,1,11,"newfoundland","M",TRUE,"11215",2
"738",2019,1,13,"pit bull","U",FALSE,"11220",NA
"739",2019,2,1,NA,"M",FALSE,"11239",4
"740",2019,2,1,"bull dog","M",TRUE,"11230",3
"741",2019,2,6,"pit bull","U",FALSE,NA,NA
"742",2019,2,3,"shih tzu","M",TRUE,"11214",2
"743",2019,1,12,"rottweiler","U",FALSE,"11216",NA
"744",2019,2,8,"poodle, miniature","M",TRUE,"11224",10
"745",2019,2,9,"miniature pinscher","U",FALSE,"11220",NA
"746",2019,1,10,"chihuahua","M",FALSE,"11220",2
"747",2019,1,15,"rat terrier","M",FALSE,"11201",13
"748",2019,1,15,"pit bull","F",TRUE,"11221",13
"749",2019,1,13,"jack russ","F",TRUE,"11209",3
"750",2019,1,13,"chihuahua","M",FALSE,"11215",11
"751",2019,1,10,"shiba inu","U",FALSE,"11249",NA
"752",2019,2,12,"labrador / shepherd","M",FALSE,"11226",1
"753",2019,2,12,NA,"M",FALSE,"11226",1
"754",2019,2,12,"shih tzu","M",TRUE,"11206",7
"755",2019,1,30,"bernedoodle","M",TRUE,"11209",3
"756",2019,1,28,"pit bull","U",FALSE,"11201",NA
"757",2019,1,28,"pit bull","U",FALSE,"11205",NA
"758",2019,1,30,"whippet","M",TRUE,"11249",3
"759",2019,2,12,NA,"U",FALSE,"11230",NA
"760",2019,1,27,NA,"U",FALSE,NA,NA
"761",2019,1,26,"pit bull","U",FALSE,NA,NA
"762",2019,1,17,"pit bull","U",FALSE,NA,NA
"763",2019,1,14,"havanese","U",FALSE,"11220",NA
"764",2019,2,2,NA,"U",FALSE,"11222",NA
"765",2019,2,6,NA,"M",FALSE,"11214",1
"766",2019,2,4,"mixed","M",FALSE,"11214",1
"767",2019,2,16,"pit bull","U",FALSE,"11201",NA
"768",2019,2,18,"mixed","M",FALSE,"11208",1
"769",2019,2,1,"maltipoo","M",FALSE,NA,2
"770",2019,2,2,"rottweiler","M",FALSE,"11208",3
"771",2019,1,9,"pit bull","M",FALSE,"11233",0.42
"772",2019,2,17,NA,"M",FALSE,"11209",12
"773",2019,1,17,"pit bull","M",TRUE,"11230",8
"774",2019,2,4,"pointer","M",TRUE,"11205",3
"775",2019,1,11,NA,"U",FALSE,NA,NA
"776",2019,1,24,"maltese","U",FALSE,NA,NA
"777",2019,1,31,"terrier","M",FALSE,NA,6
"778",2019,2,2,NA,"U",FALSE,"11223",NA
"779",2019,2,4,NA,"U",FALSE,NA,NA
"780",2019,2,15,NA,"F",FALSE,"11229",5
"781",2019,2,17,NA,"M",FALSE,"11212",2
"782",2019,2,23,NA,"U",FALSE,"11229",NA
"783",2019,2,24,NA,"M",FALSE,"11228",3
"784",2019,2,23,NA,"M",FALSE,"11216",3
"785",2019,2,26,"mixed","U",FALSE,"11238",NA
"786",2019,2,26,"yorkshire terrier","U",FALSE,"11235",NA
"787",2019,2,8,"cane corso","U",FALSE,"11238",NA
"788",2019,2,7,"maltese","U",FALSE,"11217",NA
"789",2019,2,22,"beagle","F",TRUE,"11224",0.25
"790",2019,2,19,"pit bull","U",FALSE,"11203",NA
"791",2019,2,19,"british bulldog","M",FALSE,"11226",8
"792",2019,1,18,"corgi","M",TRUE,"11228",3
"793",2019,2,8,"french barbet","U",FALSE,"11215",NA
"794",2018,7,27,"shiba inu","M",FALSE,"11219",4
"795",2019,3,1,"akita","M",FALSE,"11235",3
"796",2019,2,25,NA,"U",FALSE,NA,NA
"797",2019,3,2,"husky","M",FALSE,"11223",0.33
"798",2019,2,23,"basenji","M",TRUE,"11211",6
"799",2019,2,26,"cane corso","U",FALSE,"11226",NA
"800",2019,2,23,"mixed","U",FALSE,"11224",NA
"801",2019,2,27,"cocker spaniel, american","M",TRUE,"11238",9
"802",2019,2,17,"cocker spaniel","U",FALSE,"11229",NA
"803",2019,2,19,"pit bull","U",FALSE,"11201",NA
"804",2019,2,20,"pit bull","M",TRUE,"11220",2
"805",2019,2,20,"pit bull","M",TRUE,"11220",2
"806",2019,2,23,"hound","M",TRUE,NA,7
"807",2019,2,25,"pit bull","F",FALSE,"11218",1
"808",2019,2,22,"australian cattle dog","M",TRUE,"11229",8
"809",2019,3,12,"shih tzu","M",TRUE,"11234",12
"810",2019,3,13,NA,"M",FALSE,"11234",2
"811",2019,3,2,NA,"M",FALSE,"11208",3
"812",2019,3,6,"havanese","M",FALSE,"11249",12
"813",2019,3,3,NA,"U",FALSE,"11209",NA
"814",2019,2,17,"pit bull","U",FALSE,NA,NA
"815",2019,3,13,"greyhound","M",TRUE,"11221",11
"816",2019,2,28,"labrador retriever","M",TRUE,"11215",8
"817",2019,3,11,"pit bull","M",FALSE,NA,2
"818",2019,3,19,NA,"U",FALSE,"11208",3
"819",2019,3,7,NA,"U",FALSE,"11234",NA
"820",2019,2,27,"yorkshire terrier","M",FALSE,"11205",8
"821",2019,3,6,"poodle, standard","M",FALSE,"11234",4
"822",2019,3,7,NA,"U",FALSE,"11249",NA
"823",2019,2,15,"morkie","F",TRUE,"11234",9
"824",2019,2,16,"doberman pinscher","U",FALSE,"11214",NA
"825",2019,3,12,"sheperd","U",FALSE,"11228",NA
"826",2019,3,12,"poodle","F",TRUE,NA,3
"827",2019,3,10,"pit bull","M",FALSE,NA,4
"828",2019,3,14,"pit bull","U",FALSE,NA,NA
"829",2019,3,12,NA,"U",FALSE,"11209",NA
"830",2019,2,28,NA,"U",FALSE,"11236",NA
"831",2019,3,15,"bull terrier","U",FALSE,"11223",NA
"832",2019,3,14,"beagle","M",TRUE,"11215",8
"833",2019,3,16,"golden retriever","F",TRUE,"11215",4
"834",2019,3,12,"mixed","M",FALSE,"11213",3
"835",2019,3,20,"pit bull","U",FALSE,"11231",NA
"836",2019,3,12,"mixed","M",FALSE,"11208",7
"837",2019,3,23,"pitbull/rotweiler","U",FALSE,"11234",NA
"838",2019,3,24,NA,"U",FALSE,"11226",NA
"839",2019,3,25,"labrador","U",FALSE,NA,NA
"840",2019,3,22,NA,"U",FALSE,NA,NA
"841",2019,3,28,NA,"U",FALSE,"11237",NA
"842",2019,3,24,"bull dog","U",FALSE,NA,NA
"843",2019,3,20,"chihuahua","U",FALSE,"11234",NA
"844",2019,3,15,"german shepherd","F",TRUE,"11234",6
"845",2019,3,18,"jack russ","M",TRUE,"11234",1
"846",2019,4,3,NA,"M",FALSE,"11206",NA
"847",2019,4,3,NA,"U",FALSE,"11237",NA
"848",2019,4,3,NA,"M",FALSE,"11212",5
"849",2019,4,4,"pit bull","U",FALSE,NA,NA
"850",2019,3,18,NA,"U",FALSE,NA,NA
"851",2019,3,31,"siberian husky","U",FALSE,"11228",NA
"852",2019,3,29,"pit bull","U",FALSE,"11220",NA
"853",2019,3,16,NA,"U",FALSE,"11226",NA
"854",2019,4,3,"german shepherd/labrador","F",FALSE,"11213",4
"855",2019,3,18,"pit bull","U",FALSE,"11212",NA
"856",2019,3,20,"pocket bully","M",FALSE,"11220",1
"857",2019,4,8,"mixed","M",FALSE,"11208",2
"858",2019,3,19,"pit bull","U",FALSE,"11212",NA
"859",2019,3,24,"pit bull","U",FALSE,"11228",NA
"860",2019,3,13,"german shepherd","U",FALSE,NA,NA
"861",2019,3,20,"mixed","U",FALSE,"11201",NA
"862",2019,3,20,"beagle","U",FALSE,NA,NA
"863",2019,4,6,"mixed","F",TRUE,"11204",10
"864",2019,4,10,"pit bull","M",FALSE,"11236",1
"865",2019,3,25,"boxer","M",TRUE,"11228",10
"866",2019,4,7,"shih tzu","U",FALSE,"11212",NA
"867",2019,4,1,"hound","M",TRUE,"11224",8
"868",2019,4,6,"bull dog","U",FALSE,"11229",NA
"869",2019,4,4,"pit bull","F",TRUE,"11230",3
"870",2019,4,1,"golden retriever","U",FALSE,"11209",NA
"871",2019,4,6,NA,"U",FALSE,"11207",NA
"872",2019,4,6,NA,"U",FALSE,NA,NA
"873",2019,4,6,"pit bull","U",FALSE,"11236",NA
"874",2019,4,16,NA,"M",FALSE,"11212",0.75
"875",2019,3,19,"pit bull","U",FALSE,"11211",NA
"876",2019,4,8,"pit bull","U",FALSE,NA,NA
"877",2019,4,3,"pit bull","U",FALSE,"11208",NA
"878",2019,4,6,"collie, border","M",TRUE,"11218",8
"879",2019,4,6,"collie, border","M",TRUE,"11218",8
"880",2019,4,8,"pit bull","U",FALSE,"11237",NA
"881",2019,4,16,NA,"M",FALSE,"11208",4
"882",2019,4,14,"boxer","U",FALSE,"11205",NA
"883",2019,4,8,"mixed","F",FALSE,"11215",4
"884",2019,4,16,"yorkshire terrier","F",TRUE,"11209",2
"885",2019,4,13,"poodle, standard","U",FALSE,NA,NA
"886",2019,4,14,"pit bull","U",FALSE,"11225",NA
"887",2019,4,13,"labrador retriever","M",TRUE,"11234",4
"888",2019,4,19,"mini pincher","M",FALSE,"11203",4
"889",2019,4,21,"pit bull","U",FALSE,"11210",NA
"890",2019,4,23,"miniature pinscher","M",TRUE,"11249",NA
"891",2019,4,13,"pit bull","M",TRUE,"11234",6
"892",2019,4,12,"labrador retriever","M",FALSE,NA,3
"893",2019,4,23,"dalmatian","F",FALSE,"11216",4
"894",2019,4,13,"siberian husky","M",TRUE,"11235",6
"895",2019,4,12,"chihuahua","M",TRUE,NA,NA
"896",2019,4,13,"pit bull","M",FALSE,"11234",5
"897",2019,4,20,NA,"U",FALSE,NA,NA
"898",2019,4,21,"saint bernard","U",FALSE,NA,NA
"899",2019,4,13,"pit bull","U",FALSE,"111208",NA
"900",2019,4,26,"mixed","F",TRUE,"11217",13
"901",2019,4,27,"shepherd/labrador retriever","M",TRUE,"11229",5
"902",2019,4,7,"pit bull","U",FALSE,"11215",NA
"903",2019,4,25,NA,"U",FALSE,"11230",NA
"904",2019,4,26,"pit bull","U",FALSE,"11203",NA
"905",2019,4,27,"mixed","M",FALSE,"11208",4
"906",2019,4,23,NA,"U",FALSE,"11216",NA
"907",2019,4,20,"chihuahua","U",FALSE,"11220",NA
"908",2019,3,16,"pit bull","F",TRUE,"11234",4
"909",2019,5,1,"pit bull","M",TRUE,"11229",0.75
"910",2019,4,19,"german shepherd","M",TRUE,"11209",4
"911",2019,4,30,"pit bull","M",TRUE,"11220",3
"912",2019,4,23,NA,"U",FALSE,NA,NA
"913",2019,4,25,"mastiff, bull","M",FALSE,NA,1
"914",2019,4,21,"pit bull","U",FALSE,"11214",NA
"915",2019,4,25,NA,"U",FALSE,NA,NA
"916",2018,10,28,"shih tzu","U",FALSE,"11234",NA
"917",2019,4,28,"pit bull","U",FALSE,"11222",NA
"918",2019,5,2,"pit bull","U",FALSE,"11216",NA
"919",2019,5,4,"yorkshire terrier","M",TRUE,"11215",5
"920",2019,5,2,"pit bull","U",FALSE,"11236",NA
"921",2019,4,30,"malti- poo","U",FALSE,"11234",NA
"922",2019,5,4,"shih tzu","F",TRUE,"11218",3.5
"923",2019,4,25,"bull dog","M",FALSE,"11204",3
"924",2019,4,26,"maltese","M",FALSE,"11235",16
"925",2019,4,27,"mixed","M",TRUE,"11223",8
"926",2019,5,1,"shiba inu","M",FALSE,"11235",0.33
"927",2019,5,6,"yorkshire terrier","U",FALSE,NA,NA
"928",2019,5,8,"shih tzu","M",FALSE,"11221",5
"929",2019,4,18,"pit bull","U",FALSE,"11223",NA
"930",2019,4,29,"pit bull","U",FALSE,"11209",NA
"931",2019,5,8,"havanese","M",FALSE,"11209",4
"932",2019,5,8,NA,"U",FALSE,NA,NA
"933",2019,5,3,"pit bull","U",FALSE,"11203",NA
"934",2019,5,7,"pit bull","F",FALSE,"11210",9
"935",2019,5,9,"shih tzu","U",FALSE,"11226",NA
"936",2019,5,9,"chihuahua","U",FALSE,"11221",NA
"937",2019,5,7,"siberian husky","U",FALSE,"11214",NA
"938",2019,5,8,"rottweiler","U",FALSE,"11237",NA
"939",2019,5,8,NA,"U",FALSE,NA,NA
"940",2019,5,11,"cocker spaniel","M",FALSE,NA,5
"941",2019,5,15,"mastiff","M",FALSE,"11232",6
"942",2019,5,14,"bull dog","U",FALSE,"11232",NA
"943",2019,5,15,NA,"F",FALSE,"11208",3
"944",2019,5,15,NA,"F",FALSE,"11208",3
"945",2019,5,11,"labrador retriever","M",TRUE,"11201",2
"946",2019,5,10,"mixed","M",TRUE,"11249",7
"947",2019,4,27,"pit bull","U",FALSE,"11230",NA
"948",2019,5,15,"pit bull","M",TRUE,"11205",3
