name,year_501c3,year_fiscal_sponsor,n_sponsored,project,model_A,model_B,model_C,model_D
Netroots Foundation,2008,2008,3,sustainable,TRUE,FALSE,FALSE,FALSE
Netroots Foundation,2008,2008,3,political,TRUE,FALSE,FALSE,FALSE
Netroots Foundation,2008,2008,3,social,TRUE,FALSE,FALSE,FALSE
New Horizons Foundation Inc,1989,1989,850,religious,FALSE,FALSE,TRUE,FALSE
New Mexico Community Foundation,1983,2000,70,economic,FALSE,FALSE,TRUE,FALSE
New Mexico Community Foundation,1983,2000,70,sustainable,FALSE,FALSE,TRUE,FALSE
New Mexico Community Foundation,1983,2000,70,social,FALSE,FALSE,TRUE,FALSE
New Mexico Community Foundation,1983,2000,70,social,FALSE,FALSE,TRUE,FALSE
New Mexico Spotlight Foundation,2017,2017,4,economic,FALSE,FALSE,FALSE,TRUE
"Nonprofit Center of the Berkshires, Inc.",2017,2020,5,economic,FALSE,FALSE,TRUE,FALSE
"Nonprofit Center of the Berkshires, Inc.",2017,2020,5,sustainable,FALSE,FALSE,TRUE,FALSE
"Nonprofit Center of the Berkshires, Inc.",2017,2020,5,religious,FALSE,FALSE,TRUE,FALSE
"Nonprofit Center of the Berkshires, Inc.",2017,2020,5,international,FALSE,FALSE,TRUE,FALSE
"Nonprofit Center of the Berkshires, Inc.",2017,2020,5,political,FALSE,FALSE,TRUE,FALSE
"Nonprofit Center of the Berkshires, Inc.",2017,2020,5,social,FALSE,FALSE,TRUE,FALSE
"Nonprofit Center of the Berkshires, Inc.",2017,2020,5,social,FALSE,FALSE,TRUE,FALSE
NOPI – Nonprofit Incubator,2017,2020,6,economic,FALSE,TRUE,TRUE,FALSE
NOPI – Nonprofit Incubator,2017,2020,6,sustainable,FALSE,TRUE,TRUE,FALSE
NOPI – Nonprofit Incubator,2017,2020,6,political,FALSE,TRUE,TRUE,FALSE
NOPI – Nonprofit Incubator,2017,2020,6,social,FALSE,TRUE,TRUE,FALSE
NOPI – Nonprofit Incubator,2017,2020,6,social,FALSE,TRUE,TRUE,FALSE
North Kohala Community Resource Center,2002,2002,92,multiple,FALSE,FALSE,TRUE,FALSE
North Kohala Community Resource Center,2002,2002,92,economic,FALSE,FALSE,TRUE,FALSE
North Kohala Community Resource Center,2002,2002,92,sustainable,FALSE,FALSE,TRUE,FALSE
North Kohala Community Resource Center,2002,2002,92,multiple,FALSE,FALSE,TRUE,FALSE
North Kohala Community Resource Center,2002,2002,92,hawaiian,FALSE,FALSE,TRUE,FALSE
NotYetPro,2021,2023,1,international,FALSE,FALSE,FALSE,TRUE
NotYetPro,2021,2023,1,social,FALSE,FALSE,FALSE,TRUE
On Da Verg,2014,2015,8,sustainable,TRUE,FALSE,FALSE,FALSE
On Da Verg,2014,2015,8,social,TRUE,FALSE,FALSE,FALSE
OOPS MN,2020,2021,3,classical,FALSE,TRUE,FALSE,FALSE
OOPS MN,2020,2021,3,vocal,FALSE,TRUE,FALSE,FALSE
Open Collective Foundation,2017,2018,350,economic,TRUE,FALSE,FALSE,FALSE
Open Collective Foundation,2017,2018,350,sustainable,TRUE,FALSE,FALSE,FALSE
Open Collective Foundation,2017,2018,350,public,TRUE,FALSE,FALSE,FALSE
Open Collective Foundation,2017,2018,350,digital,TRUE,FALSE,FALSE,FALSE
Pacifica’s Environmental Family,1998,1998,5,sustainable,TRUE,FALSE,FALSE,FALSE
Pacifica’s Environmental Family,1998,1998,5,political,TRUE,FALSE,FALSE,FALSE
Pacifica’s Environmental Family,1998,1998,5,social,TRUE,FALSE,FALSE,FALSE
Pacifica’s Environmental Family,1998,1998,5,environmental,TRUE,FALSE,FALSE,FALSE
Pacifica’s Environmental Family,1998,1998,5,natural,TRUE,FALSE,FALSE,FALSE
Pact Donation Collective Inc,2022,2023,1,economic,TRUE,FALSE,FALSE,FALSE
Pact Donation Collective Inc,2022,2023,1,political,TRUE,FALSE,FALSE,FALSE
Pact Donation Collective Inc,2022,2023,1,social,TRUE,FALSE,FALSE,FALSE
Pact Donation Collective Inc,2022,2023,1,social,TRUE,FALSE,FALSE,FALSE
Palms for Life Fund,2006,2014,2,primary,FALSE,TRUE,FALSE,FALSE
Palms for Life Fund,2006,2014,2,international,FALSE,TRUE,FALSE,FALSE
Palms for Life Fund,2006,2014,2,sustainable,FALSE,TRUE,FALSE,FALSE
Palms for Life Fund,2006,2014,2,sexual,FALSE,TRUE,FALSE,FALSE
Palms for Life Fund,2006,2014,2,reproductive,FALSE,TRUE,FALSE,FALSE
Palms for Life Fund,2006,2014,2,social,FALSE,TRUE,FALSE,FALSE
PAM CUT,1971,2022,1,sustainable,FALSE,FALSE,TRUE,FALSE
PAM CUT,1971,2022,1,political,FALSE,FALSE,TRUE,FALSE
PAM CUT,1971,2022,1,social,FALSE,FALSE,TRUE,FALSE
"Paramount Personalized Learning, Inc.",2021,2021,2,economic,FALSE,FALSE,TRUE,FALSE
"Paramount Personalized Learning, Inc.",2021,2021,2,sustainable,FALSE,FALSE,TRUE,FALSE
"Paramount Personalized Learning, Inc.",2021,2021,2,religious,FALSE,FALSE,TRUE,FALSE
"Paramount Personalized Learning, Inc.",2021,2021,2,social,FALSE,FALSE,TRUE,FALSE
Partners of Parks,1986,2001,18,economic,TRUE,FALSE,FALSE,FALSE
Partners of Parks,1986,2001,18,sustainable,TRUE,FALSE,FALSE,FALSE
Peace Development Fund,1981,1987,55,economic,FALSE,FALSE,TRUE,FALSE
Peace Development Fund,1981,1987,55,sustainable,FALSE,FALSE,TRUE,FALSE
Peace Development Fund,1981,1987,55,international,FALSE,FALSE,TRUE,FALSE
Peace Development Fund,1981,1987,55,political,FALSE,FALSE,TRUE,FALSE
Peace Development Fund,1981,1987,55,social,FALSE,FALSE,TRUE,FALSE
Peace Development Fund,1981,1987,55,social,FALSE,FALSE,TRUE,FALSE
Peace Development Fund,1981,1987,55,broad,FALSE,FALSE,TRUE,FALSE
Peace Development Fund,1981,1987,55,social,FALSE,FALSE,TRUE,FALSE
Peace Development Fund,1981,1987,55,social,FALSE,FALSE,TRUE,FALSE
Peace Development Fund,1981,1987,36,economic,FALSE,FALSE,TRUE,FALSE
Peace Development Fund,1981,1987,36,sustainable,FALSE,FALSE,TRUE,FALSE
Peace Development Fund,1981,1987,36,international,FALSE,FALSE,TRUE,FALSE
Peace Development Fund,1981,1987,36,political,FALSE,FALSE,TRUE,FALSE
Peace Development Fund,1981,1987,36,social,FALSE,FALSE,TRUE,FALSE
Peace Development Fund,1981,1987,36,social,FALSE,FALSE,TRUE,FALSE
Peace Development Fund,1981,1987,36,broad,FALSE,FALSE,TRUE,FALSE
Peace Development Fund,1981,1987,36,social,FALSE,FALSE,TRUE,FALSE
Peace Development Fund,1981,1987,36,social,FALSE,FALSE,TRUE,FALSE
Pecan Street Inc.,2010,2015,2,economic,FALSE,FALSE,TRUE,FALSE
Pecan Street Inc.,2010,2015,2,sustainable,FALSE,FALSE,TRUE,FALSE
Pecan Street Inc.,2010,2015,2,international,FALSE,FALSE,TRUE,FALSE
"Pensacola Community Action Network, Inc.",2015,2015,8,economic,FALSE,FALSE,TRUE,FALSE
"Pensacola Community Action Network, Inc.",2015,2015,8,sustainable,FALSE,FALSE,TRUE,FALSE
People In Partnership,2010,2020,5,economic,FALSE,FALSE,TRUE,FALSE
Petya I. Edwards Foundation,2009,2010,0,economic,TRUE,TRUE,FALSE,FALSE
Petya I. Edwards Foundation,2009,2010,0,sustainable,TRUE,TRUE,FALSE,FALSE
Petya I. Edwards Foundation,2009,2010,0,religious,TRUE,TRUE,FALSE,FALSE
Petya I. Edwards Foundation,2009,2010,0,social,TRUE,TRUE,FALSE,FALSE
"Pledges, Inc.",2020,2020,100,economic,FALSE,FALSE,TRUE,FALSE
"Pledges, Inc.",2020,2020,100,sustainable,FALSE,FALSE,TRUE,FALSE
"Pledges, Inc.",2020,2020,100,international,FALSE,FALSE,TRUE,FALSE
"Pledges, Inc.",2020,2020,100,social,FALSE,FALSE,TRUE,FALSE
Power Shift Network,2014,2017,5,economic,TRUE,FALSE,FALSE,TRUE
Power Shift Network,2014,2017,5,sustainable,TRUE,FALSE,FALSE,TRUE
Power Shift Network,2014,2017,5,fiscal,TRUE,FALSE,FALSE,TRUE
"Progressives Educating New Yorkers, Inc.",2017,2021,1,economic,FALSE,TRUE,FALSE,FALSE
"Progressives Educating New Yorkers, Inc.",2017,2021,1,political,FALSE,TRUE,FALSE,FALSE
"Progressives Educating New Yorkers, Inc.",2017,2021,1,social,FALSE,TRUE,FALSE,FALSE
"Progressives Educating New Yorkers, Inc.",2017,2021,1,social,FALSE,TRUE,FALSE,FALSE
Propel Nonprofits,1982,2013,50,economic,FALSE,FALSE,TRUE,FALSE
Propel Nonprofits,1982,2013,50,sustainable,FALSE,FALSE,TRUE,FALSE
Propel Nonprofits,1982,2013,50,religious,FALSE,FALSE,TRUE,FALSE
Propel Nonprofits,1982,2013,50,international,FALSE,FALSE,TRUE,FALSE
Propel Nonprofits,1982,2013,50,political,FALSE,FALSE,TRUE,FALSE
Propel Nonprofits,1982,2013,50,social,FALSE,FALSE,TRUE,FALSE
Propel Nonprofits,1982,2013,50,social,FALSE,FALSE,TRUE,FALSE
Provincetown Community Compact,1993,1993,15,economic,TRUE,FALSE,FALSE,FALSE
Provincetown Community Compact,1993,1993,15,sustainable,TRUE,FALSE,FALSE,FALSE
Provincetown Community Compact,1993,1993,15,political,TRUE,FALSE,FALSE,FALSE
Provincetown Community Compact,1993,1993,15,social,TRUE,FALSE,FALSE,FALSE
Public Health Institute,1964,1980,67,technical,TRUE,FALSE,FALSE,FALSE
Public Health Institute,1964,1980,67,international,TRUE,FALSE,FALSE,FALSE
Public Health Institute,1964,1980,67,direct,TRUE,FALSE,FALSE,FALSE
Public Health Institute,1964,1980,67,technical,TRUE,FALSE,FALSE,FALSE
Public Health Institute,1964,1980,67,local,TRUE,FALSE,FALSE,FALSE
RVC Seattle,2016,2017,19,economic,TRUE,FALSE,FALSE,FALSE
RVC Seattle,2016,2017,19,sustainable,TRUE,FALSE,FALSE,FALSE
RVC Seattle,2016,2017,19,religious,TRUE,FALSE,FALSE,FALSE
RVC Seattle,2016,2017,19,political,TRUE,FALSE,FALSE,FALSE
RVC Seattle,2016,2017,19,social,TRUE,FALSE,FALSE,FALSE
RVC Seattle,2016,2017,19,social,TRUE,FALSE,FALSE,FALSE
The Redford Center,2014,2015,50,sustainable,FALSE,FALSE,TRUE,FALSE
The Redford Center,2014,2015,50,environmental,FALSE,FALSE,TRUE,FALSE
Reel Hope,2018,2022,4,fiscal,FALSE,TRUE,FALSE,FALSE
Reel Hope,2018,2022,4,narrative,FALSE,TRUE,FALSE,FALSE
Reel Hope,2018,2022,4,short,FALSE,TRUE,FALSE,FALSE
Rockefeller Philanthropy Advisors,1991,1991,45,economic,TRUE,FALSE,FALSE,FALSE
Rockefeller Philanthropy Advisors,1991,1991,45,sustainable,TRUE,FALSE,FALSE,FALSE
Rockefeller Philanthropy Advisors,1991,1991,45,international,TRUE,FALSE,FALSE,FALSE
Rockefeller Philanthropy Advisors,1991,1991,45,political,TRUE,FALSE,FALSE,FALSE
Rockefeller Philanthropy Advisors,1991,1991,45,social,TRUE,FALSE,FALSE,FALSE
Rockefeller Philanthropy Advisors,1991,1991,45,broad,TRUE,FALSE,FALSE,FALSE
Rose Foundation for Communities and the Environment,1992,1995,10,sustainable,FALSE,FALSE,TRUE,FALSE
Rose Foundation for Communities and the Environment,1992,1995,10,environmental,FALSE,FALSE,TRUE,FALSE
Rose Foundation for Communities and the Environment,1992,1995,10,environmental,FALSE,FALSE,TRUE,FALSE
Rose Foundation for Communities and the Environment,1992,1995,10,natural,FALSE,FALSE,TRUE,FALSE
Russian Riverkeeper,1993,2016,1,sustainable,TRUE,FALSE,FALSE,FALSE
Satellite Collective ORBIT,2014,2015,25,national,TRUE,TRUE,FALSE,FALSE
Satellite Collective ORBIT,2014,2015,25,broad,TRUE,TRUE,FALSE,FALSE
Satellite Collective ORBIT,2014,2015,25,green,TRUE,TRUE,FALSE,FALSE
Satellite Collective ORBIT,2014,2015,25,red,TRUE,TRUE,FALSE,FALSE
Side Project Inc.,2012,2013,15,sustainable,TRUE,TRUE,FALSE,FALSE
Side Project Inc.,2012,2013,15,social,TRUE,TRUE,FALSE,FALSE
Side Project Inc.,2012,2013,15,sustainable,TRUE,TRUE,FALSE,FALSE
Side Project Inc.,2012,2013,15,social,TRUE,TRUE,FALSE,FALSE
Silent Hall of Fame,2013,2015,0,digital,FALSE,FALSE,TRUE,FALSE
Silent Hall of Fame,2013,2015,0,sustainable,FALSE,FALSE,TRUE,FALSE
SIMA Studios,2015,2018,73,economic,FALSE,FALSE,TRUE,FALSE
SIMA Studios,2015,2018,73,sustainable,FALSE,FALSE,TRUE,FALSE
SIMA Studios,2015,2018,73,international,FALSE,FALSE,TRUE,FALSE
SIMA Studios,2015,2018,73,political,FALSE,FALSE,TRUE,FALSE
SIMA Studios,2015,2018,73,social,FALSE,FALSE,TRUE,FALSE
SIMA Studios,2015,2018,73,social,FALSE,FALSE,TRUE,FALSE
SIMA Studios,2015,2018,73,virtual,FALSE,FALSE,TRUE,FALSE
"Streams in the Desert Foundation, Inc.",1993,1998,48,economic,TRUE,FALSE,FALSE,FALSE
"Streams in the Desert Foundation, Inc.",1993,1998,48,sustainable,TRUE,FALSE,FALSE,FALSE
"Streams in the Desert Foundation, Inc.",1993,1998,48,political,TRUE,FALSE,FALSE,FALSE
"Streams in the Desert Foundation, Inc.",1993,1998,48,social,TRUE,FALSE,FALSE,FALSE
"Streams in the Desert Foundation, Inc.",1993,1998,48,social,TRUE,FALSE,FALSE,FALSE
"Streams of Dreams, Inc.",2012,2012,40,economic,FALSE,FALSE,TRUE,FALSE
"Streams of Dreams, Inc.",2012,2012,40,sustainable,FALSE,FALSE,TRUE,FALSE
"Streams of Dreams, Inc.",2012,2012,40,religious,FALSE,FALSE,TRUE,FALSE
"Streams of Dreams, Inc.",2012,2012,40,international,FALSE,FALSE,TRUE,FALSE
"Streams of Dreams, Inc.",2012,2012,40,political,FALSE,FALSE,TRUE,FALSE
"Streams of Dreams, Inc.",2012,2012,40,social,FALSE,FALSE,TRUE,FALSE
"Streams of Dreams, Inc.",2012,2012,40,social,FALSE,FALSE,TRUE,FALSE
Sustainable Seattle,1991,2013,20,economic,FALSE,FALSE,FALSE,FALSE
Sustainable Seattle,1991,2013,20,sustainable,FALSE,FALSE,FALSE,FALSE
Sustainable Seattle,1991,2013,20,political,FALSE,FALSE,FALSE,FALSE
Sustainable Seattle,1991,2013,20,social,FALSE,FALSE,FALSE,FALSE
Sustainable Seattle,1991,2013,20,social,FALSE,FALSE,FALSE,FALSE
TCF The Community’s Foundation,1987,2010,20,economic,TRUE,FALSE,FALSE,FALSE
TCF The Community’s Foundation,1987,2010,20,sustainable,TRUE,FALSE,FALSE,FALSE
TCF The Community’s Foundation,1987,2010,20,social,TRUE,FALSE,FALSE,FALSE
TCF The Community’s Foundation,1987,2010,20,human,TRUE,FALSE,FALSE,FALSE
The Grateful Film Fund,2022,2023,3,dedicated,FALSE,TRUE,TRUE,TRUE
The Grateful Film Fund,2022,2023,3,public,FALSE,TRUE,TRUE,TRUE
The Grateful Film Fund,2022,2023,3,critical,FALSE,TRUE,TRUE,TRUE
The Grateful Film Fund,2022,2023,3,environmental,FALSE,TRUE,TRUE,TRUE
The Grateful Film Fund,2022,2023,3,social,FALSE,TRUE,TRUE,TRUE
The Grateful Film Fund,2022,2023,3,visual,FALSE,TRUE,TRUE,TRUE
The Reading Room CLE,2018,2020,7,economic,FALSE,FALSE,TRUE,FALSE
The Reading Room CLE,2018,2020,7,sustainable,FALSE,FALSE,TRUE,FALSE
The Reading Room CLE,2018,2020,7,political,FALSE,FALSE,TRUE,FALSE
The Reading Room CLE,2018,2020,7,social,FALSE,FALSE,TRUE,FALSE
The Reading Room CLE,2018,2020,7,social,FALSE,FALSE,TRUE,FALSE
#TeenWritersProject,2019,2020,2,economic,FALSE,FALSE,TRUE,FALSE
#TeenWritersProject,2019,2020,2,sustainable,FALSE,FALSE,TRUE,FALSE
#TeenWritersProject,2019,2020,2,international,FALSE,FALSE,TRUE,FALSE
#TeenWritersProject,2019,2020,2,social,FALSE,FALSE,TRUE,FALSE
Tides Center,1976,1977,200,economic,TRUE,FALSE,FALSE,FALSE
Tides Center,1976,1977,200,sustainable,TRUE,FALSE,FALSE,FALSE
Tides Center,1976,1977,200,religious,TRUE,FALSE,FALSE,FALSE
Tides Center,1976,1977,200,political,TRUE,FALSE,FALSE,FALSE
Tides Center,1976,1977,200,social,TRUE,FALSE,FALSE,FALSE
Tides Center,1976,1977,200,social,TRUE,FALSE,FALSE,FALSE
Tiny Seed Project Inc.,2019,2019,24,sustainable,FALSE,TRUE,FALSE,FALSE
Truckee Meadows Parks Foundation,2013,2014,4,sustainable,TRUE,FALSE,FALSE,FALSE
Unique Projects Inc,1982,1982,70,interdisciplinary,FALSE,FALSE,TRUE,FALSE
United Charitable,2008,2010,101,economic,TRUE,FALSE,FALSE,FALSE
United Charitable,2008,2010,101,sustainable,TRUE,FALSE,FALSE,FALSE
United Charitable,2008,2010,101,religious,TRUE,FALSE,FALSE,FALSE
United Charitable,2008,2010,101,international,TRUE,FALSE,FALSE,FALSE
United Charitable,2008,2010,101,political,TRUE,FALSE,FALSE,FALSE
United Charitable,2008,2010,101,social,TRUE,FALSE,FALSE,FALSE
United Charitable,2008,2010,101,social,TRUE,FALSE,FALSE,FALSE
United Charitable,2008,2010,101,charitable,TRUE,FALSE,FALSE,FALSE
United Charitable,2008,2010,101,strive,TRUE,FALSE,FALSE,FALSE
University Impact,2018,2022,11,economic,FALSE,FALSE,TRUE,FALSE
University Impact,2018,2022,11,sustainable,FALSE,FALSE,TRUE,FALSE
University Impact,2018,2022,11,international,FALSE,FALSE,TRUE,FALSE
Veterans Awareness Transition Corporation,2017,2017,2,economic,FALSE,TRUE,FALSE,FALSE
Veterans Awareness Transition Corporation,2017,2017,2,political,FALSE,TRUE,FALSE,FALSE
Veterans Awareness Transition Corporation,2017,2017,2,social,FALSE,TRUE,FALSE,FALSE
Veterans Awareness Transition Corporation,2017,2017,2,social,FALSE,TRUE,FALSE,FALSE
Village Earth,1995,2000,16,economic,FALSE,FALSE,TRUE,FALSE
Village Earth,1995,2000,16,sustainable,FALSE,FALSE,TRUE,FALSE
Village Earth,1995,2000,16,international,FALSE,FALSE,TRUE,FALSE
Village Earth,1995,2000,16,political,FALSE,FALSE,TRUE,FALSE
Village Earth,1995,2000,16,social,FALSE,FALSE,TRUE,FALSE
Washington Research Institute,1985,1985,2,economic,FALSE,FALSE,TRUE,TRUE
Washington Research Institute,1985,1985,2,sustainable,FALSE,FALSE,TRUE,TRUE
Washington Research Institute,1985,1985,2,religious,FALSE,FALSE,TRUE,TRUE
"WoMN ACT® (Advocate, Collaborate, Transform)",1981,1982,6,economic,FALSE,FALSE,TRUE,FALSE
"WoMN ACT® (Advocate, Collaborate, Transform)",1981,1982,6,sustainable,FALSE,FALSE,TRUE,FALSE
"WoMN ACT® (Advocate, Collaborate, Transform)",1981,1982,6,political,FALSE,FALSE,TRUE,FALSE
"WoMN ACT® (Advocate, Collaborate, Transform)",1981,1982,6,social,FALSE,FALSE,TRUE,FALSE
