id,name,state,census_region,pop_dens,pct_aa,pop,female,caucasian,african_american,travel_time,land_area,hh_income,fips,votes_dem_2016,votes_gop_2016,total_votes_2016,partywinner12
13177,Lee County,GA,South,"[ 45,  118)","[15.0,25.0)",29191,49.9,75.6,20.4,21.2,355.78,60104,13177,3166,10641,14106,Republican
13179,Liberty County,GA,South,"[118,71672]","[25.0,50.0)",65198,49.2,51.1,40.9,20.1,489.8,43832,13179,9531,6125,16082,Democrat
13181,Lincoln County,GA,South,"[ 17,   45)","[25.0,50.0)",7622,50.7,66.6,31.5,32.6,210.38,35625,13181,1271,2759,4100,Republican
13183,Long County,GA,South,"[ 17,   45)","[25.0,50.0)",17113,50,68.1,26.1,25.1,400.29,42651,13183,1356,2623,4109,Republican
13185,Lowndes County,GA,South,"[118,71672]","[25.0,50.0)",113523,50.9,59,36.8,18,496.07,37365,13185,14614,21308,36813,Republican
13187,Lumpkin County,GA,South,"[ 45,  118)","[ 0.0, 2.0)",31176,50,95,1.8,30,282.93,43775,13187,2216,9613,12324,Republican
13189,McDuffie County,GA,South,"[ 45,  118)","[25.0,50.0)",21370,53.1,57.3,40.4,26.4,257.46,37487,13189,3699,5432,9268,Republican
13191,McIntosh County,GA,South,"[ 17,   45)","[25.0,50.0)",14214,50.9,62.8,34.9,26.3,424.3,39068,13191,2298,3482,5893,Republican
13193,Macon County,GA,South,"[ 17,   45)","[50.0,85.3]",13792,45.5,37.1,59.9,24.5,400.64,30240,13193,2705,1540,4287,Democrat
13195,Madison County,GA,South,"[ 45,  118)","[ 5.0,10.0)",28312,50.8,88.2,9.1,25.3,282.31,42549,13195,2423,9195,11945,Republican
13197,Marion County,GA,South,"[ 17,   45)","[25.0,50.0)",8797,50.7,64.1,32,30.9,366,33301,13197,1213,1921,3183,Republican
13199,Meriwether County,GA,South,"[ 17,   45)","[25.0,50.0)",21198,52.1,58.7,39.1,30.2,501.22,37333,13199,3800,5216,9181,Republican
13201,Miller County,GA,South,"[ 17,   45)","[25.0,50.0)",5958,51,70.2,27.6,22.3,282.42,32260,13201,622,1888,2540,Republican
13205,Mitchell County,GA,South,"[ 17,   45)","[25.0,50.0)",22771,47.8,49.9,47.9,21.2,512.09,32054,13205,3492,4272,7857,Republican
13207,Monroe County,GA,South,"[ 45,  118)","[15.0,25.0)",27051,49.7,74.4,23.1,27.2,395.66,48630,13207,3570,8821,12675,Republican
13209,Montgomery County,GA,South,"[ 17,   45)","[25.0,50.0)",8991,48.7,72.1,26.4,21.4,239.52,32702,13209,847,2668,3560,Republican
13211,Morgan County,GA,South,"[ 45,  118)","[15.0,25.0)",17956,51.5,74.2,23.2,27.2,347.35,47729,13211,2658,6559,9435,Republican
13213,Murray County,GA,South,"[ 45,  118)","[ 0.0, 2.0)",39410,50.6,95.8,1.3,24.8,344.47,34888,13213,1799,10340,12422,Republican
13215,Muscogee County,GA,South,"[118,71672]","[25.0,50.0)",200887,50.9,48.2,46,19,216.39,41339,13215,39602,26901,68320,Democrat
13217,Newton County,GA,South,"[118,71672]","[25.0,50.0)",103675,52.4,54.1,42.5,31.4,272.16,50580,13217,21936,20907,43787,Democrat
13219,Oconee County,GA,South,"[118,71672]","[ 5.0,10.0)",35093,51.3,89.4,5.4,23.7,184.29,75004,13219,5253,12885,19030,Republican
13221,Oglethorpe County,GA,South,"[ 17,   45)","[15.0,25.0)",14673,50.3,79.5,17.6,27.9,439.01,45729,13221,1829,4622,6650,Republican
13223,Paulding County,GA,South,"[118,71672]","[15.0,25.0)",148987,51.1,78.7,17.8,37.7,312.22,61837,13223,18004,44646,64601,Republican
13225,Peach County,GA,South,"[118,71672]","[25.0,50.0)",26922,51.6,51.7,45,22.7,150.27,39844,13225,5083,5405,10699,Democrat
13227,Pickens County,GA,South,"[118,71672]","[ 0.0, 2.0)",29997,51,96.2,1.4,28.5,232.06,51383,13227,1977,11651,13982,Republican
13229,Pierce County,GA,South,"[ 45,  118)","[ 5.0,10.0)",18991,50.6,88,9.3,26.6,316.49,39067,13229,903,6301,7297,Republican
13231,Pike County,GA,South,"[ 45,  118)","[10.0,15.0)",17784,50.5,87.1,10.7,33.2,216.09,53865,13231,1239,7273,8675,Republican
13233,Polk County,GA,South,"[118,71672]","[10.0,15.0)",41133,50.7,83.7,13,26.6,310.33,39208,13233,2863,11006,14158,Republican
13235,Pulaski County,GA,South,"[ 45,  118)","[25.0,50.0)",11483,57,65.9,31.5,24,249.03,41550,13235,1104,2436,3598,Republican
13237,Putnam County,GA,South,"[ 45,  118)","[25.0,50.0)",21192,51.6,70.6,27.2,28.2,344.64,44764,13237,2745,6516,9431,Republican
13239,Quitman County,GA,South,"[  0,   17)","[25.0,50.0)",2315,52.6,51.4,47.4,22,151.24,31068,13239,461,575,1044,Democrat
13241,Rabun County,GA,South,"[ 17,   45)","[ 0.0, 2.0)",16243,50.7,95.2,1.6,21.9,369.99,35423,13241,1443,6287,7949,Republican
13243,Randolph County,GA,South,"[  0,   17)","[50.0,85.3]",7313,53.6,37.9,60.7,19.4,428.24,30023,13243,1597,1270,2895,Democrat
13245,Richmond County,GA,South,"[118,71672]","[50.0,85.3]",201368,51.5,39.8,55.2,20,324.33,37749,13245,48707,24441,74952,Democrat
13247,Rockdale County,GA,South,"[118,71672]","[25.0,50.0)",87754,52.6,45.9,49.5,32.3,129.79,52579,13247,23206,13463,37589,Democrat
13249,Schley County,GA,South,"[ 17,   45)","[15.0,25.0)",5163,52,76,21.9,27.6,166.91,38425,13249,401,1472,1909,Republican
13251,Screven County,GA,South,"[ 17,   45)","[25.0,50.0)",14085,51,55.7,42.2,28.7,645.1,34848,13251,2300,3305,5699,Republican
13253,Seminole County,GA,South,"[ 17,   45)","[25.0,50.0)",8686,52,64.6,33.3,22.6,235.23,30521,13253,1186,2343,3577,Republican
13255,Spalding County,GA,South,"[118,71672]","[25.0,50.0)",63988,51.5,63.5,33.3,27.8,196.47,41534,13255,9347,15636,25940,Republican
13257,Stephens County,GA,South,"[118,71672]","[10.0,15.0)",25480,52,85.6,11.2,22.1,179.13,37898,13257,1835,7682,9760,Republican
13259,Stewart County,GA,South,"[  0,   17)","[50.0,85.3]",5744,39.1,45.9,50.8,29.4,458.73,23451,13259,1220,805,2053,Democrat
13261,Sumter County,GA,South,"[ 45,  118)","[50.0,85.3]",31232,52.5,44.3,52.5,19.9,482.7,33796,13261,5520,5275,10973,Democrat
13263,Talbot County,GA,South,"[  0,   17)","[50.0,85.3]",6390,52,40.7,57.3,31.5,391.39,32424,13263,2001,1196,3243,Democrat
13265,Taliaferro County,GA,South,"[  0,   17)","[50.0,85.3]",1693,50.4,38.8,58.6,27.9,194.61,25465,13265,545,349,897,Democrat
13267,Tattnall County,GA,South,"[ 45,  118)","[25.0,50.0)",25224,41.7,68,29.7,24.2,479.4,37587,13267,1678,5092,6879,Republican
13269,Taylor County,GA,South,"[ 17,   45)","[25.0,50.0)",8442,52.3,60.1,38.2,28.2,376.69,27455,13269,1295,2062,3402,Republican
13271,Telfair County,GA,South,"[ 17,   45)","[25.0,50.0)",16518,41.1,61.6,36.2,20.5,437.3,26634,13271,1313,2449,3794,Republican
13273,Terrell County,GA,South,"[ 17,   45)","[50.0,85.3]",9132,52.2,37.5,60.2,22.1,335.44,32628,13273,2267,1872,4179,Democrat
13275,Thomas County,GA,South,"[ 45,  118)","[25.0,50.0)",44959,52.6,60.5,36.9,20.1,544.6,34035,13275,7138,11225,18730,Republican
13277,Tift County,GA,South,"[118,71672]","[25.0,50.0)",40704,51.9,66.3,30.4,18.9,258.92,34591,13277,3892,8680,12796,Republican
13279,Toombs County,GA,South,"[ 45,  118)","[25.0,50.0)",27282,52.5,71.1,25.9,20.4,364.01,31189,13279,2338,6612,9108,Republican
13281,Towns County,GA,South,"[ 45,  118)","[ 0.0, 2.0)",11098,52,97.4,1.1,20.7,166.56,36570,13281,1206,5377,6726,Republican
13283,Treutlen County,GA,South,"[ 17,   45)","[25.0,50.0)",6778,49.6,65.7,32.7,26,199.44,37894,13283,860,1808,2700,Republican
13285,Troup County,GA,South,"[118,71672]","[25.0,50.0)",69469,51.8,61.4,34.9,20.9,413.99,41161,13285,9597,15643,25793,Republican
13287,Turner County,GA,South,"[ 17,   45)","[25.0,50.0)",8153,50.7,58.1,39.7,24.8,285.39,28326,13287,1243,2094,3390,Republican
13289,Twiggs County,GA,South,"[ 17,   45)","[25.0,50.0)",8320,51.3,56.5,41.6,28,358.4,31234,13289,1970,2034,4053,Democrat
13291,Union County,GA,South,"[ 45,  118)","[ 0.0, 2.0)",21984,51.5,97,0.8,25.4,321.93,40009,13291,1962,9849,12039,Republican
13293,Upson County,GA,South,"[ 45,  118)","[25.0,50.0)",26256,52.4,69.7,27.8,22,323.44,35329,13293,3471,7288,10924,Republican
13295,Walker County,GA,South,"[118,71672]","[ 2.0, 5.0)",68218,50.8,93.3,4.4,25.9,446.38,39963,13295,4213,18938,23939,Republican
13297,Walton County,GA,South,"[118,71672]","[15.0,25.0)",87615,51.4,80.1,16.6,31.3,325.68,52369,13297,8279,31093,40425,Republican
13299,Ware County,GA,South,"[ 17,   45)","[25.0,50.0)",35515,50.3,67.4,29.5,18.9,892.46,34572,13299,3436,8508,12150,Republican
13301,Warren County,GA,South,"[ 17,   45)","[50.0,85.3]",5520,53,38.1,60.3,26.7,284.3,27796,13301,1313,991,2332,Democrat
13303,Washington County,GA,South,"[ 17,   45)","[50.0,85.3]",20635,49.5,45.6,52.6,22.9,678.45,33652,13303,4187,4138,8422,Democrat
13305,Wayne County,GA,South,"[ 45,  118)","[15.0,25.0)",29949,48,76.4,20.5,23.4,641.78,35830,13305,2039,8147,10376,Republican
13307,Webster County,GA,South,"[  0,   17)","[25.0,50.0)",2649,49.6,56.2,41.9,24.9,209.12,35718,13307,471,630,1114,Republican
13309,Wheeler County,GA,South,"[ 17,   45)","[25.0,50.0)",7995,34.8,60.4,38.3,21,295.48,24382,13309,646,1421,2102,Republican
13311,White County,GA,South,"[ 45,  118)","[ 2.0, 5.0)",27970,51,95.1,2.3,30.3,240.69,40670,13311,1672,9751,11771,Republican
13313,Whitfield County,GA,South,"[118,71672]","[ 2.0, 5.0)",103542,50.1,91,4.3,20.1,290.46,40471,13313,7925,21514,30362,Republican
13315,Wilcox County,GA,South,"[ 17,   45)","[25.0,50.0)",8847,40.8,62.2,35.7,26.7,377.71,32928,13315,852,2096,2973,Republican
13317,Wilkes County,GA,South,"[ 17,   45)","[25.0,50.0)",9940,52.1,55,42.6,25.5,469.49,28983,13317,1844,2569,4470,Republican
13319,Wilkinson County,GA,South,"[ 17,   45)","[25.0,50.0)",9326,51.8,59.6,38.1,23.1,447.31,36173,13319,1893,2332,4276,Republican
13321,Worth County,GA,South,"[ 17,   45)","[25.0,50.0)",20940,52.1,69.1,29.1,26.8,570.7,35792,13321,2015,6144,8266,Republican
15001,Hawaii County,HI,West,"[ 45,  118)","[ 0.0, 2.0)",194190,49.9,34.4,0.8,25.4,4028.42,51250,15001,41258,17500,64865,Democrat
15003,Honolulu County,HI,West,"[118,71672]","[ 2.0, 5.0)",991788,49.3,23,3,27.2,600.74,72764,15003,175634,90296,285683,Democrat
15005,Kalawao County,HI,West,"[  0,   17)","[ 0.0, 2.0)",89,53.3,27.8,0,10,11.99,59375,15005,NA,NA,NA,NA
15007,Kauai County,HI,West,"[ 45,  118)","[ 0.0, 2.0)",70475,49.8,33.7,0.7,21.4,619.96,62052,15007,16456,7574,26335,Democrat
15009,Maui County,HI,West,"[118,71672]","[ 0.0, 2.0)",163019,49.6,35.9,0.8,20.8,1161.52,63512,15009,33479,13445,51942,Democrat
16001,Ada County,ID,West,"[118,71672]","[ 0.0, 2.0)",426236,50,92.5,1.3,19.6,1052.58,55210,16001,75676,93748,195587,Republican
16003,Adams County,ID,West,"[  0,   17)","[ 0.0, 2.0)",3861,48.9,96.6,0.2,19.3,1363.06,35434,16003,415,1556,2183,Republican
16005,Bannock County,ID,West,"[ 45,  118)","[ 0.0, 2.0)",83347,50.2,91.9,0.8,18.8,1111.99,43534,16005,10342,17180,33405,Republican
16007,Bear Lake County,ID,West,"[  0,   17)","[ 0.0, 2.0)",5957,50.3,97.3,0.3,20,974.79,44964,16007,255,2203,2928,Republican
16009,Benewah County,ID,West,"[  0,   17)","[ 0.0, 2.0)",9118,49.1,86.7,0.3,21.7,776.62,39049,16009,780,3101,4192,Republican
16011,Bingham County,ID,West,"[ 17,   45)","[ 0.0, 2.0)",45269,49.7,89.5,0.5,21.1,2093.98,47941,16011,2924,10907,16625,Republican
16013,Blaine County,ID,West,"[  0,   17)","[ 0.0, 2.0)",21482,49.1,95.7,0.3,16.9,2643.59,64042,16013,6416,3340,10723,Democrat
16015,Boise County,ID,West,"[  0,   17)","[ 0.0, 2.0)",6824,48.7,95.4,0.4,31.5,1899.24,41056,16015,777,2673,3812,Republican
16017,Bonner County,ID,West,"[ 17,   45)","[ 0.0, 2.0)",41585,50,95.9,0.3,23.3,1734.57,41414,16017,5140,10220,16815,Republican
16019,Bonneville County,ID,West,"[ 45,  118)","[ 0.0, 2.0)",108623,50.3,95,0.7,19.2,1866.08,50872,16019,8930,26699,44212,Republican
16021,Boundary County,ID,West,"[  0,   17)","[ 0.0, 2.0)",10979,49.2,94.8,0.4,20.1,1268.56,37003,16021,933,3789,5150,Republican
16023,Butte County,ID,West,"[  0,   17)","[ 0.0, 2.0)",2622,48.4,96.1,0.4,21,2231.67,41131,16023,160,914,1230,Republican
16025,Camas County,ID,West,"[  0,   17)","[ 0.0, 2.0)",1039,47.4,94.5,0.5,25.1,1074.49,41154,16025,110,410,599,Republican
16027,Canyon County,ID,West,"[118,71672]","[ 0.0, 2.0)",203143,50.5,93.9,0.8,23.6,587.37,42105,16027,16683,46755,72007,Republican
16029,Caribou County,ID,West,"[  0,   17)","[ 0.0, 2.0)",6837,50.1,97.2,0.3,18.7,1764.15,53586,16029,271,2275,3035,Republican
16031,Cassia County,ID,West,"[  0,   17)","[ 0.0, 2.0)",23540,49.3,95.4,0.6,16.3,2565.08,42039,16031,1036,5949,8178,Republican
16033,Clark County,ID,West,"[  0,   17)","[ 0.0, 2.0)",867,46.7,93.3,0.8,14,1764.19,33200,16033,44,203,283,Republican
16035,Clearwater County,ID,West,"[  0,   17)","[ 0.0, 2.0)",8562,45.4,94.3,0.4,22.8,2457.27,40134,16035,704,2852,3801,Republican
16037,Custer County,ID,West,"[  0,   17)","[ 0.0, 2.0)",4140,48.5,97.1,0.3,22.3,4920.94,39541,16037,427,1777,2413,Republican
16039,Elmore County,ID,West,"[  0,   17)","[ 2.0, 5.0)",26094,47.9,88.6,3,17.4,3074.74,42842,16039,1814,5816,8519,Republican
16041,Franklin County,ID,West,"[ 17,   45)","[ 0.0, 2.0)",13021,49.4,97.3,0.3,23,663.65,44962,16041,385,3901,5499,Republican
16043,Fremont County,ID,West,"[  0,   17)","[ 0.0, 2.0)",12867,47.6,96.4,0.8,22.8,1863.53,44520,16043,651,4091,5714,Republican
16045,Gem County,ID,West,"[ 17,   45)","[ 0.0, 2.0)",16866,50.5,95.3,0.2,30.1,560.9,44432,16045,1229,5980,7952,Republican
16047,Gooding County,ID,West,"[ 17,   45)","[ 0.0, 2.0)",15064,48.7,94.9,0.5,18.8,728.97,37050,16047,930,3743,5191,Republican
16049,Idaho County,ID,West,"[  0,   17)","[ 0.0, 2.0)",16215,47.9,94.2,0.3,17.6,8477.35,37349,16049,1196,6441,8223,Republican
16051,Jefferson County,ID,West,"[ 17,   45)","[ 0.0, 2.0)",27021,49.7,96.1,0.4,23.7,1093.5,52023,16051,976,8436,11471,Republican
16053,Jerome County,ID,West,"[ 17,   45)","[ 0.0, 2.0)",22818,48.8,94.9,0.6,17.8,597.19,40126,16053,2117,7347,10667,Republican
16055,Kootenai County,ID,West,"[118,71672]","[ 0.0, 2.0)",147326,50.7,94.9,0.4,20.8,1244.13,49002,16055,16264,44449,66286,Republican
16057,Latah County,ID,West,"[ 17,   45)","[ 0.0, 2.0)",38411,48.7,93.7,0.8,18,1076,41735,16057,8093,7255,18146,Democrat
16059,Lemhi County,ID,West,"[  0,   17)","[ 0.0, 2.0)",7726,49,96.2,0.4,15.1,4563.39,34122,16059,733,3011,4068,Republican
16061,Lewis County,ID,West,"[  0,   17)","[ 0.0, 2.0)",3838,49.1,89.5,0.4,19.5,478.8,36000,16061,270,1202,1590,Republican
16063,Lincoln County,ID,West,"[  0,   17)","[ 0.0, 2.0)",5316,48.7,95.8,0.5,29.7,1201.41,42433,16063,360,1184,1748,Republican
16065,Madison County,ID,West,"[ 45,  118)","[ 0.0, 2.0)",38038,49.9,95.8,0.6,17.1,469.21,32059,16065,1201,8941,15687,Republican
16067,Minidoka County,ID,West,"[ 17,   45)","[ 0.0, 2.0)",20323,49.6,94.7,0.7,16.1,757.59,43266,16067,1167,4887,6870,Republican
16069,Nez Perce County,ID,West,"[ 45,  118)","[ 0.0, 2.0)",40007,50.5,90.3,0.5,16.3,848.09,46503,16069,4828,10699,17195,Republican
16071,Oneida County,ID,West,"[  0,   17)","[ 0.0, 2.0)",4184,49.9,97.5,0.3,20.4,1200.06,40842,16071,184,1531,2068,Republican
16073,Owyhee County,ID,West,"[  0,   17)","[ 0.0, 2.0)",11353,49.2,91.9,0.9,27.2,7665.51,32175,16073,591,3052,3920,Republican
16075,Payette County,ID,West,"[ 45,  118)","[ 0.0, 2.0)",22836,50.6,94.4,0.4,18,406.87,43649,16075,892,4306,5703,Republican
16077,Power County,ID,West,"[  0,   17)","[ 0.0, 2.0)",7617,49,93.4,1,17.3,1404.24,44212,16077,699,1666,2758,Republican
16079,Shoshone County,ID,West,"[  0,   17)","[ 0.0, 2.0)",12390,49.8,95.2,0.3,18.7,2629.67,38440,16079,1384,3297,5120,Republican
16081,Teton County,ID,West,"[ 17,   45)","[ 0.0, 2.0)",10341,48,97.1,0.3,26,449.46,53931,16081,2157,2161,4966,Republican
16083,Twin Falls County,ID,West,"[ 17,   45)","[ 0.0, 2.0)",80914,50.6,94.7,0.7,16.6,1921.21,43886,16083,6844,21063,31893,Republican
16085,Valley County,ID,West,"[  0,   17)","[ 0.0, 2.0)",9826,48.3,96.6,0.3,15.4,3664.52,50473,16085,1913,2906,5349,Republican
16087,Washington County,ID,West,"[  0,   17)","[ 0.0, 2.0)",10021,50,95.1,0.4,22.9,1452.98,37453,16087,776,3283,4454,Republican
17001,Adams County,IL,Midwest,"[ 45,  118)","[ 2.0, 5.0)",66988,51.3,93.7,3.7,16.6,855.2,45073,17001,7633,22732,31770,Republican
17003,Alexander County,IL,Midwest,"[ 17,   45)","[25.0,50.0)",7492,49.5,60.6,36.1,25.6,235.51,26972,17003,1262,1496,2820,Democrat
17005,Bond County,IL,Midwest,"[ 45,  118)","[ 5.0,10.0)",17269,47.5,90.9,6.5,23.6,380.28,48163,17005,2066,4884,7462,Republican
17007,Boone County,IL,Midwest,"[118,71672]","[ 2.0, 5.0)",53869,50.2,93.2,2.6,30.1,280.72,60893,17007,8952,12261,22604,Republican
17009,Brown County,IL,Midwest,"[ 17,   45)","[15.0,25.0)",6832,35.5,78.6,19.1,18.9,305.61,42194,17009,475,1776,2336,Republican
17011,Bureau County,IL,Midwest,"[ 17,   45)","[ 0.0, 2.0)",33840,51,96.8,0.8,20.4,869.03,48977,17011,6010,9264,16303,Republican
17013,Calhoun County,IL,Midwest,"[ 17,   45)","[ 0.0, 2.0)",4956,49.7,98.8,0.3,39.6,253.83,50436,17013,739,1719,2556,Republican
17015,Carroll County,IL,Midwest,"[ 17,   45)","[ 0.0, 2.0)",14715,50.1,96.7,1.1,23.8,444.81,47985,17015,2437,4428,7354,Democrat
17017,Cass County,IL,Midwest,"[ 17,   45)","[ 2.0, 5.0)",13156,49.1,93.2,4.4,22.2,375.82,45734,17017,1617,3216,5054,Republican
17019,Champaign County,IL,Midwest,"[118,71672]","[10.0,15.0)",207133,50,74.5,12.8,17.6,996.27,45808,17019,49694,33235,89196,Democrat
17021,Christian County,IL,Midwest,"[ 45,  118)","[ 0.0, 2.0)",33892,49.1,96.5,1.6,24.6,709.38,45145,17021,3982,10522,15310,Republican
17023,Clark County,IL,Midwest,"[ 17,   45)","[ 0.0, 2.0)",16180,50.9,98.2,0.5,21.8,501.42,47405,17023,1873,5620,7819,Republican
17025,Clay County,IL,Midwest,"[ 17,   45)","[ 0.0, 2.0)",13520,50.8,97.6,0.5,19.6,468.32,40640,17025,1014,5009,6278,Republican
17027,Clinton County,IL,Midwest,"[ 45,  118)","[ 2.0, 5.0)",37857,48.4,94.3,3.7,25.3,474.09,61720,17027,3939,12394,17268,Republican
17029,Coles County,IL,Midwest,"[ 45,  118)","[ 2.0, 5.0)",53320,51.7,93.2,4,17,508.29,37040,17029,7285,12985,21580,Republican
17031,Cook County,IL,Midwest,"[118,71672]","[15.0,25.0)",5246456,51.5,65.9,24.6,31.7,945.33,54548,17031,1528582,440213,2055215,Democrat
17033,Crawford County,IL,Midwest,"[ 17,   45)","[ 2.0, 5.0)",19393,48.3,93.3,4.8,18,443.63,46216,17033,1969,6146,8507,Republican
17035,Cumberland County,IL,Midwest,"[ 17,   45)","[ 0.0, 2.0)",10833,50,97.8,0.5,23.6,346.02,43958,17035,1028,4200,5513,Republican
17037,DeKalb County,IL,Midwest,"[118,71672]","[ 5.0,10.0)",105462,50.5,87.9,7.1,26.1,631.31,53375,17037,20348,19051,42605,Democrat
17039,De Witt County,IL,Midwest,"[ 17,   45)","[ 0.0, 2.0)",16284,50.1,97.3,0.8,21.8,397.51,51051,17039,1907,5072,7469,Republican
17041,Douglas County,IL,Midwest,"[ 45,  118)","[ 0.0, 2.0)",19889,50.4,97.5,0.6,20.8,416.67,52741,17041,1946,5695,8089,Republican
17043,DuPage County,IL,Midwest,"[118,71672]","[ 5.0,10.0)",932708,50.9,81.7,5.1,28.9,327.5,78487,17043,222499,164355,412929,Democrat
17045,Edgar County,IL,Midwest,"[ 17,   45)","[ 0.0, 2.0)",17841,51.5,98.2,0.5,23.3,623.37,42133,17045,1778,5634,7783,Republican
17047,Edwards County,IL,Midwest,"[ 17,   45)","[ 0.0, 2.0)",6617,51.2,97.8,0.7,22.5,222.42,39075,17047,432,2777,3312,Republican
17049,Effingham County,IL,Midwest,"[ 45,  118)","[ 0.0, 2.0)",34320,50.2,98.1,0.4,17.8,478.78,52108,17049,3071,13613,17428,Republican
17051,Fayette County,IL,Midwest,"[ 17,   45)","[ 2.0, 5.0)",21870,47.3,93.8,4.6,22.7,716.48,44722,17051,1814,7363,9515,Republican
17053,Ford County,IL,Midwest,"[ 17,   45)","[ 0.0, 2.0)",13688,50.5,97.4,0.9,21.8,485.62,48866,17053,1410,4474,6289,Republican
17055,Franklin County,IL,Midwest,"[ 45,  118)","[ 0.0, 2.0)",39411,50.9,97.5,0.5,24,408.89,36273,17055,4711,13101,18533,Republican
17057,Fulton County,IL,Midwest,"[ 17,   45)","[ 2.0, 5.0)",36007,47.8,94.3,3.9,27,865.6,45130,17057,6118,8482,15609,Democrat
17059,Gallatin County,IL,Midwest,"[  0,   17)","[ 0.0, 2.0)",5291,51.4,97.5,0.7,24.5,323.07,40330,17059,656,1942,2691,Republican
17061,Greene County,IL,Midwest,"[ 17,   45)","[ 0.0, 2.0)",13434,49.6,97.9,1,28.9,543.02,43502,17061,1202,4139,5542,Republican
17063,Grundy County,IL,Midwest,"[118,71672]","[ 0.0, 2.0)",50425,50.2,96.1,1.5,29,418.04,64541,17063,8021,13417,22891,Republican
17065,Hamilton County,IL,Midwest,"[ 17,   45)","[ 0.0, 2.0)",8296,50.8,97.9,0.6,26.5,434.67,38417,17065,800,3205,4143,Republican
17067,Hancock County,IL,Midwest,"[ 17,   45)","[ 0.0, 2.0)",18564,50.7,98.2,0.4,23.2,793.73,43925,17067,1744,5713,7818,Republican
17069,Hardin County,IL,Midwest,"[ 17,   45)","[ 0.0, 2.0)",4129,49.7,97.3,0.5,20.9,177.53,37071,17069,419,1650,2133,Republican
17071,Henderson County,IL,Midwest,"[ 17,   45)","[ 0.0, 2.0)",6916,51.1,97.8,0.4,23.3,378.87,49389,17071,1151,2153,3480,Democrat
17073,Henry County,IL,Midwest,"[ 45,  118)","[ 0.0, 2.0)",49635,50.2,95.9,1.9,22.8,822.99,52940,17073,8835,13962,24232,Democrat
17075,Iroquois County,IL,Midwest,"[ 17,   45)","[ 0.0, 2.0)",28879,51.2,96.9,1,24.4,1117.32,47079,17075,2496,9728,12923,Republican
17077,Jackson County,IL,Midwest,"[ 45,  118)","[10.0,15.0)",59677,49.5,78.2,14.8,18.5,584.08,33479,17077,11619,10889,24509,Democrat
17079,Jasper County,IL,Midwest,"[ 17,   45)","[ 0.0, 2.0)",9623,49.9,98.5,0.2,24.4,494.51,52233,17079,924,3973,5104,Republican
17081,Jefferson County,IL,Midwest,"[ 45,  118)","[ 5.0,10.0)",38534,48.6,88.3,8.8,19.6,571.17,42981,17081,4408,11681,16818,Republican
17083,Jersey County,IL,Midwest,"[ 45,  118)","[ 0.0, 2.0)",22571,51.1,97.5,0.6,29,369.27,53954,17083,2673,7737,10909,Republican
17085,Jo Daviess County,IL,Midwest,"[ 17,   45)","[ 0.0, 2.0)",22254,49.8,97.9,0.5,21.5,601.09,50817,17085,4452,6113,11177,Democrat
17087,Johnson County,IL,Midwest,"[ 17,   45)","[ 5.0,10.0)",12601,44.2,90.1,8.4,26.3,343.92,40760,17087,1135,4644,6017,Republican
17089,Kane County,IL,Midwest,"[118,71672]","[ 5.0,10.0)",527306,50.1,87.2,6,29.3,520.06,69530,17089,99389,82087,193500,Democrat
17091,Kankakee County,IL,Midwest,"[118,71672]","[15.0,25.0)",111375,50.9,81.3,15.4,23.4,676.56,50102,17091,18908,25081,46556,Republican
17093,Kendall County,IL,Midwest,"[118,71672]","[ 5.0,10.0)",121350,50.5,88.1,6.2,33.3,320.34,81765,17093,23392,24152,50815,Republican
17095,Knox County,IL,Midwest,"[ 45,  118)","[ 5.0,10.0)",52069,49.7,88.6,7.9,19.2,716.4,40667,17095,9939,10658,21964,Democrat
17097,Lake County,IL,Midwest,"[118,71672]","[ 5.0,10.0)",705186,50.1,82.7,7.4,29.7,443.67,77469,17097,168186,108608,293574,Democrat
17099,LaSalle County,IL,Midwest,"[ 45,  118)","[ 2.0, 5.0)",111241,49.9,95.3,2.2,22.9,1135.12,52640,17099,19277,26269,48447,Republican
17101,Lawrence County,IL,Midwest,"[ 17,   45)","[10.0,15.0)",16519,43.9,88.3,10,19.1,372.18,40145,17101,1288,4517,6039,Republican
17103,Lee County,IL,Midwest,"[ 45,  118)","[ 5.0,10.0)",34735,47.3,92.2,5.2,22.2,724.9,50060,17103,5499,8597,15215,Republican
17105,Livingston County,IL,Midwest,"[ 17,   45)","[ 5.0,10.0)",37903,49.8,92.5,5.4,21.5,1044.29,54614,17105,4005,10197,15096,Republican
17107,Logan County,IL,Midwest,"[ 45,  118)","[ 5.0,10.0)",29746,49.4,89.5,8,20.9,618.06,47133,17107,3301,8167,12130,Republican
17109,McDonough County,IL,Midwest,"[ 45,  118)","[ 5.0,10.0)",31880,50.5,90.4,5.5,15.5,589.41,36031,17109,5278,6789,12910,Republican
17111,McHenry County,IL,Midwest,"[118,71672]","[ 0.0, 2.0)",307283,50.2,94,1.4,33.7,603.17,76145,17111,59827,71117,140145,Republican
17113,McLean County,IL,Midwest,"[118,71672]","[ 5.0,10.0)",174061,51.2,84.6,7.7,17.9,1183.38,62089,17113,35918,37081,78995,Republican
17115,Macon County,IL,Midwest,"[118,71672]","[15.0,25.0)",108350,52,79.1,17,18.2,580.69,46559,17115,18211,26782,47283,Republican
