"cnt","year","month","date","hr","wkday","holiday","seasons","weather_cond","temp","hum","windspeed"
13,"2011","04","24",6,"sunday",0,"summer","Mist or Cloudy",0.0156465115665389,1.93215923502303,-1.5538438052971
27,"2011","04","24",7,"sunday",0,"summer","Mist or Cloudy",0.0156465115665389,1.93215923502303,-1.5538438052971
80,"2011","04","24",8,"sunday",0,"summer","Clear or Few Cloudy",0.119512334528679,1.62116534290972,0.276298271532379
177,"2011","04","24",9,"sunday",0,"summer","Clear or Few Cloudy",0.32724398045296,1.31017145079642,0.519881272378821
289,"2011","04","24",10,"sunday",0,"summer","Clear or Few Cloudy",0.534975626377239,0.791848297274244,-0.211685122780796
317,"2011","04","24",11,"sunday",0,"summer","Clear or Few Cloudy",0.84657309526366,0.118028197695417,-0.456085516247529
388,"2011","04","24",12,"sunday",0,"summer","Clear or Few Cloudy",0.9504389182258,0.118028197695417,0.519881272378821
441,"2011","04","24",13,"sunday",0,"summer","Clear or Few Cloudy",1.05430474118794,-0.244798009770106,0.764281665845554
420,"2011","04","24",14,"sunday",0,"summer","Clear or Few Cloudy",1.05430474118794,-0.452127271178975,1.13047355973551
369,"2011","04","24",15,"sunday",0,"summer","Clear or Few Cloudy",0.84657309526366,-0.0893010637134531,0.519881272378821
359,"2011","04","24",16,"sunday",0,"summer","Clear or Few Cloudy",1.26203638711222,-0.76312116329228,1.61845695404868
331,"2011","04","24",17,"sunday",0,"summer","Clear or Few Cloudy",0.84657309526366,0.118028197695417,0.886073166268775
270,"2011","04","24",18,"sunday",0,"summer","Clear or Few Cloudy",0.74270727230152,0.325357459104286,-0.211685122780796
194,"2011","04","24",19,"sunday",0,"summer","Light Snow or Light Rain",0.534975626377239,1.05100987403533,0.764281665845554
105,"2011","04","24",20,"sunday",0,"summer","Light Snow or Light Rain",0.534975626377239,1.05100987403533,0.764281665845554
61,"2011","04","24",21,"sunday",0,"summer","Light Snow or Light Rain",0.223378157490819,1.62116534290972,-0.211685122780796
45,"2011","04","24",22,"sunday",0,"summer","Light Snow or Light Rain",0.223378157490819,1.93215923502303,-0.211685122780796
42,"2011","04","24",23,"sunday",0,"summer","Light Snow or Light Rain",0.223378157490819,1.93215923502303,-0.821460017517193
12,"2011","04","25",0,"monday",0,"summer","Light Snow or Light Rain",0.119512334528679,1.93215923502303,-1.5538438052971
10,"2011","04","25",1,"monday",0,"summer","Clear or Few Cloudy",0.223378157490819,1.93215923502303,-0.821460017517193
10,"2011","04","25",2,"monday",0,"summer","Clear or Few Cloudy",0.223378157490819,1.93215923502303,-0.821460017517193
10,"2011","04","25",3,"monday",0,"summer","Mist or Cloudy",0.0156465115665389,1.93215923502303,-0.699668517093971
5,"2011","04","25",4,"monday",0,"summer","Mist or Cloudy",0.119512334528679,1.93215923502303,-1.5538438052971
17,"2011","04","25",5,"monday",0,"summer","Mist or Cloudy",-0.192085134357741,1.93215923502303,-1.5538438052971
66,"2011","04","25",6,"monday",0,"summer","Mist or Cloudy",0.0156465115665389,1.93215923502303,-1.5538438052971
196,"2011","04","25",7,"monday",0,"summer","Mist or Cloudy",0.119512334528679,1.93215923502303,-0.821460017517193
353,"2011","04","25",8,"monday",0,"summer","Clear or Few Cloudy",0.32724398045296,1.31017145079642,-0.699668517093971
174,"2011","04","25",9,"monday",0,"summer","Clear or Few Cloudy",0.534975626377239,1.05100987403533,-0.456085516247529
125,"2011","04","25",10,"monday",0,"summer","Clear or Few Cloudy",0.74270727230152,0.532686720513156,0.276298271532379
147,"2011","04","25",11,"monday",0,"summer","Clear or Few Cloudy",0.74270727230152,0.532686720513156,0.276298271532379
188,"2011","04","25",12,"monday",0,"summer","Clear or Few Cloudy",0.84657309526366,0.584519035865374,0.519881272378821
203,"2011","04","25",13,"monday",0,"summer","Clear or Few Cloudy",1.05430474118794,0.118028197695417,0.276298271532379
146,"2011","04","25",14,"monday",0,"summer","Clear or Few Cloudy",1.15817056415008,-0.452127271178975,0.276298271532379
175,"2011","04","25",15,"monday",0,"summer","Clear or Few Cloudy",1.26203638711222,-0.607624217235628,0.276298271532379
239,"2011","04","25",16,"monday",0,"summer","Clear or Few Cloudy",1.05430474118794,-0.452127271178975,1.37405656058195
521,"2011","04","25",17,"monday",0,"summer","Clear or Few Cloudy",1.05430474118794,-0.452127271178975,0.886073166268775
499,"2011","04","25",18,"monday",0,"summer","Clear or Few Cloudy",0.9504389182258,-0.296630325122323,1.37405656058195
382,"2011","04","25",19,"monday",0,"summer","Clear or Few Cloudy",0.84657309526366,-0.296630325122323,1.13047355973551
237,"2011","04","25",20,"monday",0,"summer","Clear or Few Cloudy",0.84657309526366,-0.0893010637134531,0.764281665845554
190,"2011","04","25",21,"monday",0,"summer","Clear or Few Cloudy",0.63884144933938,0.325357459104286,0.519881272378821
106,"2011","04","25",22,"monday",0,"summer","Clear or Few Cloudy",0.534975626377239,0.532686720513156,0.886073166268775
62,"2011","04","25",23,"monday",0,"summer","Clear or Few Cloudy",0.431109803415099,0.791848297274244,0.764281665845554
27,"2011","04","26",0,"tuesday",0,"summer","Clear or Few Cloudy",0.63884144933938,0.325357459104286,0.764281665845554
21,"2011","04","26",1,"tuesday",0,"summer","Clear or Few Cloudy",0.63884144933938,0.532686720513156,0.764281665845554
26,"2011","04","26",2,"tuesday",0,"summer","Clear or Few Cloudy",0.32724398045296,1.05100987403533,1.13047355973551
21,"2011","04","26",3,"tuesday",0,"summer","Clear or Few Cloudy",0.223378157490819,1.31017145079642,0.764281665845554
6,"2011","04","26",4,"tuesday",0,"summer","Clear or Few Cloudy",0.32724398045296,1.05100987403533,0.519881272378821
16,"2011","04","26",5,"tuesday",0,"summer","Clear or Few Cloudy",0.223378157490819,1.31017145079642,0.519881272378821
80,"2011","04","26",6,"tuesday",0,"summer","Clear or Few Cloudy",0.32724398045296,1.31017145079642,0.276298271532379
270,"2011","04","26",7,"tuesday",0,"summer","Clear or Few Cloudy",0.431109803415099,1.05100987403533,0.886073166268775
449,"2011","04","26",8,"tuesday",0,"summer","Clear or Few Cloudy",0.431109803415099,1.05100987403533,0.886073166268775
199,"2011","04","26",9,"tuesday",0,"summer","Clear or Few Cloudy",0.74270727230152,0.532686720513156,1.37405656058195
120,"2011","04","26",10,"tuesday",0,"summer","Clear or Few Cloudy",0.84657309526366,0.325357459104286,1.37405656058195
172,"2011","04","26",11,"tuesday",0,"summer","Clear or Few Cloudy",0.9504389182258,0.118028197695417,1.61845695404868
186,"2011","04","26",12,"tuesday",0,"summer","Clear or Few Cloudy",1.05430474118794,-0.0893010637134531,1.86203995489513
176,"2011","04","26",13,"tuesday",0,"summer","Clear or Few Cloudy",1.26203638711222,-0.607624217235628,2.10644034836186
155,"2011","04","26",14,"tuesday",0,"summer","Clear or Few Cloudy",1.15817056415008,-0.244798009770106,1.13047355973551
153,"2011","04","26",15,"tuesday",0,"summer","Clear or Few Cloudy",1.05430474118794,-0.0893010637134531,1.37405656058195
291,"2011","04","26",16,"tuesday",0,"summer","Clear or Few Cloudy",1.05430474118794,-0.244798009770106,1.61845695404868
521,"2011","04","26",17,"tuesday",0,"summer","Clear or Few Cloudy",0.9504389182258,-0.0893010637134531,1.37405656058195
528,"2011","04","26",18,"tuesday",0,"summer","Clear or Few Cloudy",0.9504389182258,0.118028197695417,2.10644034836186
328,"2011","04","26",19,"tuesday",0,"summer","Clear or Few Cloudy",0.74270727230152,0.532686720513156,1.86203995489513
234,"2011","04","26",20,"tuesday",0,"summer","Clear or Few Cloudy",0.74270727230152,0.532686720513156,1.37405656058195
195,"2011","04","26",21,"tuesday",0,"summer","Clear or Few Cloudy",0.63884144933938,0.791848297274244,0.764281665845554
148,"2011","04","26",22,"tuesday",0,"summer","Mist or Cloudy",0.534975626377239,1.05100987403533,0.0318978780656464
78,"2011","04","26",23,"tuesday",0,"summer","Mist or Cloudy",0.534975626377239,1.05100987403533,0.276298271532379
27,"2011","04","27",0,"wednesday",0,"summer","Clear or Few Cloudy",0.534975626377239,1.05100987403533,0.276298271532379
17,"2011","04","27",1,"wednesday",0,"summer","Clear or Few Cloudy",0.534975626377239,1.05100987403533,0.519881272378821
5,"2011","04","27",2,"wednesday",0,"summer","Clear or Few Cloudy",0.431109803415099,1.31017145079642,0.519881272378821
7,"2011","04","27",3,"wednesday",0,"summer","Mist or Cloudy",0.431109803415099,1.31017145079642,0.764281665845554
6,"2011","04","27",4,"wednesday",0,"summer","Clear or Few Cloudy",0.32724398045296,1.62116534290972,0.276298271532379
17,"2011","04","27",5,"wednesday",0,"summer","Mist or Cloudy",0.32724398045296,1.62116534290972,0.519881272378821
84,"2011","04","27",6,"wednesday",0,"summer","Clear or Few Cloudy",0.32724398045296,1.62116534290972,0.519881272378821
246,"2011","04","27",7,"wednesday",0,"summer","Mist or Cloudy",0.431109803415099,1.31017145079642,0.764281665845554
444,"2011","04","27",8,"wednesday",0,"summer","Mist or Cloudy",0.431109803415099,1.31017145079642,1.13047355973551
181,"2011","04","27",9,"wednesday",0,"summer","Mist or Cloudy",0.534975626377239,1.31017145079642,1.86203995489513
92,"2011","04","27",10,"wednesday",0,"summer","Mist or Cloudy",0.63884144933938,1.05100987403533,0.764281665845554
156,"2011","04","27",11,"wednesday",0,"summer","Mist or Cloudy",0.74270727230152,0.791848297274244,0.764281665845554
173,"2011","04","27",12,"wednesday",0,"summer","Clear or Few Cloudy",0.84657309526366,0.791848297274244,1.13047355973551
150,"2011","04","27",13,"wednesday",0,"summer","Clear or Few Cloudy",0.74270727230152,0.791848297274244,0.886073166268775
148,"2011","04","27",14,"wednesday",0,"summer","Clear or Few Cloudy",0.9504389182258,0.584519035865374,0.764281665845554
138,"2011","04","27",15,"wednesday",0,"summer","Clear or Few Cloudy",1.05430474118794,0.118028197695417,2.47181484963152
218,"2011","04","27",16,"wednesday",0,"summer","Clear or Few Cloudy",1.05430474118794,0.377189774456504,1.61845695404868
521,"2011","04","27",17,"wednesday",0,"summer","Light Snow or Light Rain",0.84657309526366,1.05100987403533,1.61845695404868
412,"2011","04","27",18,"wednesday",0,"summer","Light Snow or Light Rain",0.84657309526366,1.05100987403533,1.61845695404868
260,"2011","04","27",19,"wednesday",0,"summer","Clear or Few Cloudy",0.63884144933938,0.791848297274244,0.764281665845554
218,"2011","04","27",20,"wednesday",0,"summer","Clear or Few Cloudy",0.74270727230152,1.05100987403533,1.13047355973551
145,"2011","04","27",21,"wednesday",0,"summer","Clear or Few Cloudy",0.63884144933938,1.31017145079642,0.764281665845554
129,"2011","04","27",22,"wednesday",0,"summer","Mist or Cloudy",0.63884144933938,1.31017145079642,1.13047355973551
78,"2011","04","27",23,"wednesday",0,"summer","Mist or Cloudy",0.63884144933938,1.31017145079642,1.37405656058195
54,"2011","04","28",0,"thursday",0,"summer","Clear or Few Cloudy",0.74270727230152,0.791848297274244,1.37405656058195
20,"2011","04","28",1,"thursday",0,"summer","Mist or Cloudy",0.63884144933938,1.05100987403533,1.61845695404868
21,"2011","04","28",2,"thursday",0,"summer","Mist or Cloudy",0.63884144933938,1.05100987403533,2.10644034836186
3,"2011","04","28",3,"thursday",0,"summer","Mist or Cloudy",0.74270727230152,0.791848297274244,1.61845695404868
9,"2011","04","28",4,"thursday",0,"summer","Mist or Cloudy",0.63884144933938,1.05100987403533,1.86203995489513
13,"2011","04","28",5,"thursday",0,"summer","Mist or Cloudy",0.63884144933938,1.05100987403533,1.61845695404868
86,"2011","04","28",6,"thursday",0,"summer","Mist or Cloudy",0.74270727230152,0.791848297274244,2.22823184878508
215,"2011","04","28",7,"thursday",0,"summer","Mist or Cloudy",0.74270727230152,0.791848297274244,2.10644034836186
398,"2011","04","28",8,"thursday",0,"summer","Mist or Cloudy",0.84657309526366,0.791848297274244,2.10644034836186
183,"2011","04","28",9,"thursday",0,"summer","Light Snow or Light Rain",0.63884144933938,1.31017145079642,1.13047355973551
54,"2011","04","28",10,"thursday",0,"summer","Mist or Cloudy",0.63884144933938,1.31017145079642,0.764281665845554
84,"2011","04","28",11,"thursday",0,"summer","Mist or Cloudy",0.63884144933938,1.05100987403533,0.764281665845554
107,"2011","04","28",12,"thursday",0,"summer","Mist or Cloudy",0.63884144933938,0.791848297274244,0.519881272378821
121,"2011","04","28",13,"thursday",0,"summer","Mist or Cloudy",0.63884144933938,1.05100987403533,0.886073166268775
142,"2011","04","28",14,"thursday",0,"summer","Clear or Few Cloudy",0.63884144933938,1.05100987403533,0.886073166268775
163,"2011","04","28",15,"thursday",0,"summer","Clear or Few Cloudy",0.84657309526366,0.325357459104286,1.13047355973551
270,"2011","04","28",16,"thursday",0,"summer","Clear or Few Cloudy",0.63884144933938,0.791848297274244,0.519881272378821
455,"2011","04","28",17,"thursday",0,"summer","Clear or Few Cloudy",0.74270727230152,-0.814953478644498,1.37405656058195
530,"2011","04","28",18,"thursday",0,"summer","Clear or Few Cloudy",0.74270727230152,-0.814953478644498,1.37405656058195
404,"2011","04","28",19,"thursday",0,"summer","Clear or Few Cloudy",0.63884144933938,-1.02228274005337,0.886073166268775
269,"2011","04","28",20,"thursday",0,"summer","Clear or Few Cloudy",0.431109803415099,-1.02228274005337,0.276298271532379
194,"2011","04","28",21,"thursday",0,"summer","Clear or Few Cloudy",0.32724398045296,-0.866785793996715,-0.456085516247529
153,"2011","04","28",22,"thursday",0,"summer","Clear or Few Cloudy",0.223378157490819,-0.918618109348932,-0.211685122780796
110,"2011","04","28",23,"thursday",0,"summer","Clear or Few Cloudy",0.223378157490819,-1.22961200146224,-0.821460017517193
48,"2011","04","29",0,"friday",0,"summer","Clear or Few Cloudy",0.119512334528679,-1.22961200146224,0.764281665845554
31,"2011","04","29",1,"friday",0,"summer","Clear or Few Cloudy",0.0156465115665389,-0.918618109348932,-0.821460017517193
10,"2011","04","29",2,"friday",0,"summer","Clear or Few Cloudy",-0.192085134357741,0.0143635669909819,-0.699668517093971
5,"2011","04","29",3,"friday",0,"summer","Clear or Few Cloudy",-0.192085134357741,-0.192965694417888,-0.821460017517193
6,"2011","04","29",4,"friday",0,"summer","Clear or Few Cloudy",-0.192085134357741,-0.607624217235628,-0.456085516247529
25,"2011","04","29",5,"friday",0,"summer","Clear or Few Cloudy",-0.192085134357741,-0.814953478644498,-0.456085516247529
71,"2011","04","29",6,"friday",0,"summer","Clear or Few Cloudy",0.0156465115665389,-0.918618109348932,0.764281665845554
240,"2011","04","29",7,"friday",0,"summer","Clear or Few Cloudy",0.119512334528679,-1.07411505540558,0.0318978780656464
421,"2011","04","29",8,"friday",0,"summer","Clear or Few Cloudy",0.223378157490819,-1.22961200146224,0.886073166268775
230,"2011","04","29",9,"friday",0,"summer","Clear or Few Cloudy",0.223378157490819,-1.22961200146224,1.13047355973551
156,"2011","04","29",10,"friday",0,"summer","Clear or Few Cloudy",0.32724398045296,-1.17777968611002,0.764281665845554
157,"2011","04","29",11,"friday",0,"summer","Clear or Few Cloudy",0.534975626377239,-1.28144431681445,0.276298271532379
223,"2011","04","29",12,"friday",0,"summer","Clear or Few Cloudy",0.32724398045296,-1.33327663216667,0.764281665845554
308,"2011","04","29",13,"friday",0,"summer","Clear or Few Cloudy",0.32724398045296,-1.33327663216667,0.886073166268775
248,"2011","04","29",14,"friday",0,"summer","Clear or Few Cloudy",0.534975626377239,-1.43694126287111,1.13047355973551
252,"2011","04","29",15,"friday",0,"summer","Mist or Cloudy",0.32724398045296,-1.17777968611002,0.886073166268775
299,"2011","04","29",16,"friday",0,"summer","Mist or Cloudy",0.223378157490819,-1.07411505540558,1.37405656058195
508,"2011","04","29",17,"friday",0,"summer","Mist or Cloudy",0.119512334528679,-0.918618109348932,1.61845695404868
439,"2011","04","29",18,"friday",0,"summer","Clear or Few Cloudy",0.119512334528679,-0.76312116329228,1.37405656058195
270,"2011","04","29",19,"friday",0,"summer","Clear or Few Cloudy",-0.192085134357741,-0.400294955826758,1.13047355973551
194,"2011","04","29",20,"friday",0,"summer","Clear or Few Cloudy",-0.0882193113956013,-0.76312116329228,0.276298271532379
195,"2011","04","29",21,"friday",0,"summer","Clear or Few Cloudy",-0.192085134357741,-0.607624217235628,0.0318978780656464
146,"2011","04","29",22,"friday",0,"summer","Clear or Few Cloudy",-0.399816780282022,-0.244798009770106,-0.211685122780796
113,"2011","04","29",23,"friday",0,"summer","Mist or Cloudy",-0.295950957319881,-0.452127271178975,-0.821460017517193
106,"2011","04","30",0,"saturday",0,"summer","Mist or Cloudy",-0.295950957319881,-0.452127271178975,0.519881272378821
74,"2011","04","30",1,"saturday",0,"summer","Mist or Cloudy",-0.295950957319881,-0.452127271178975,-0.211685122780796
65,"2011","04","30",2,"saturday",0,"summer","Mist or Cloudy",-0.295950957319881,-0.452127271178975,0.276298271532379
17,"2011","04","30",3,"saturday",0,"summer","Mist or Cloudy",-0.399816780282022,-0.452127271178975,0.0318978780656464
7,"2011","04","30",4,"saturday",0,"summer","Mist or Cloudy",-0.399816780282022,-0.452127271178975,0.276298271532379
7,"2011","04","30",5,"saturday",0,"summer","Clear or Few Cloudy",-0.399816780282022,-0.452127271178975,1.61845695404868
21,"2011","04","30",6,"saturday",0,"summer","Clear or Few Cloudy",-0.503682603244161,-0.244798009770106,0.764281665845554
48,"2011","04","30",7,"saturday",0,"summer","Clear or Few Cloudy",-0.503682603244161,-0.452127271178975,1.61845695404868
91,"2011","04","30",8,"saturday",0,"summer","Clear or Few Cloudy",-0.503682603244161,-0.452127271178975,0.886073166268775
156,"2011","04","30",9,"saturday",0,"summer","Clear or Few Cloudy",-0.295950957319881,-0.607624217235628,1.37405656058195
279,"2011","04","30",10,"saturday",0,"summer","Clear or Few Cloudy",-0.0882193113956013,-0.97045042470115,1.61845695404868
321,"2011","04","30",11,"saturday",0,"summer","Clear or Few Cloudy",0.0156465115665389,-1.07411505540558,1.37405656058195
416,"2011","04","30",12,"saturday",0,"summer","Clear or Few Cloudy",0.119512334528679,-1.07411505540558,1.61845695404868
455,"2011","04","30",13,"saturday",0,"summer","Clear or Few Cloudy",0.223378157490819,-1.22961200146224,0.886073166268775
452,"2011","04","30",14,"saturday",0,"summer","Clear or Few Cloudy",0.223378157490819,-1.22961200146224,0.276298271532379
499,"2011","04","30",15,"saturday",0,"summer","Clear or Few Cloudy",0.32724398045296,-1.33327663216667,-0.456085516247529
464,"2011","04","30",16,"saturday",0,"summer","Clear or Few Cloudy",0.431109803415099,-1.33327663216667,0.0318978780656464
407,"2011","04","30",17,"saturday",0,"summer","Clear or Few Cloudy",0.32724398045296,-1.02228274005337,-0.456085516247529
371,"2011","04","30",18,"saturday",0,"summer","Clear or Few Cloudy",0.223378157490819,-1.02228274005337,-0.456085516247529
387,"2011","04","30",19,"saturday",0,"summer","Clear or Few Cloudy",0.223378157490819,-1.02228274005337,-0.456085516247529
224,"2011","04","30",20,"saturday",0,"summer","Clear or Few Cloudy",-0.295950957319881,-0.0374687483612356,-0.456085516247529
177,"2011","04","30",21,"saturday",0,"summer","Clear or Few Cloudy",-0.295950957319881,-0.0374687483612356,-0.456085516247529
143,"2011","04","30",22,"saturday",0,"summer","Clear or Few Cloudy",-0.295950957319881,0.221692828399852,-0.699668517093971
125,"2011","04","30",23,"saturday",0,"summer","Clear or Few Cloudy",-0.295950957319881,0.221692828399852,-0.699668517093971
96,"2011","05","01",0,"sunday",0,"summer","Clear or Few Cloudy",-0.399816780282022,0.221692828399852,-0.821460017517193
59,"2011","05","01",1,"sunday",0,"summer","Clear or Few Cloudy",-0.399816780282022,0.325357459104286,-0.699668517093971
50,"2011","05","01",2,"sunday",0,"summer","Clear or Few Cloudy",-0.399816780282022,0.740015981922026,-0.699668517093971
23,"2011","05","01",3,"sunday",0,"summer","Clear or Few Cloudy",-0.503682603244161,0.999177558683113,-0.699668517093971
17,"2011","05","01",4,"sunday",0,"summer","Clear or Few Cloudy",-0.503682603244161,0.688183666569809,-0.699668517093971
10,"2011","05","01",5,"sunday",0,"summer","Clear or Few Cloudy",-0.503682603244161,0.999177558683113,-0.821460017517193
13,"2011","05","01",6,"sunday",0,"summer","Mist or Cloudy",-0.503682603244161,0.999177558683113,-0.821460017517193
33,"2011","05","01",7,"sunday",0,"summer","Mist or Cloudy",-0.399816780282022,0.740015981922026,-0.821460017517193
59,"2011","05","01",8,"sunday",0,"summer","Mist or Cloudy",-0.295950957319881,0.740015981922026,-0.456085516247529
141,"2011","05","01",9,"sunday",0,"summer","Mist or Cloudy",-0.192085134357741,0.480854405160939,-0.456085516247529
264,"2011","05","01",10,"sunday",0,"summer","Mist or Cloudy",-0.0882193113956013,0.0143635669909819,0.0318978780656464
250,"2011","05","01",11,"sunday",0,"summer","Clear or Few Cloudy",-0.192085134357741,0.999177558683113,-0.699668517093971
281,"2011","05","01",12,"sunday",0,"summer","Mist or Cloudy",-0.0882193113956013,0.740015981922026,-0.699668517093971
332,"2011","05","01",13,"sunday",0,"summer","Mist or Cloudy",0.0156465115665389,0.0143635669909819,-0.211685122780796
238,"2011","05","01",14,"sunday",0,"summer","Mist or Cloudy",0.0156465115665389,0.273525143752069,-0.699668517093971
266,"2011","05","01",15,"sunday",0,"summer","Mist or Cloudy",0.0156465115665389,0.480854405160939,-1.5538438052971
214,"2011","05","01",16,"sunday",0,"summer","Mist or Cloudy",0.0156465115665389,0.480854405160939,0.0318978780656464
196,"2011","05","01",17,"sunday",0,"summer","Mist or Cloudy",-0.0882193113956013,0.999177558683113,0.519881272378821
159,"2011","05","01",18,"sunday",0,"summer","Mist or Cloudy",-0.192085134357741,0.999177558683113,-0.821460017517193
178,"2011","05","01",19,"sunday",0,"summer","Mist or Cloudy",-0.192085134357741,1.10284218938755,-0.699668517093971
121,"2011","05","01",20,"sunday",0,"summer","Mist or Cloudy",-0.192085134357741,0.999177558683113,-1.5538438052971
105,"2011","05","01",21,"sunday",0,"summer","Mist or Cloudy",-0.192085134357741,0.999177558683113,-1.5538438052971
100,"2011","05","01",22,"sunday",0,"summer","Mist or Cloudy",-0.192085134357741,0.999177558683113,-1.5538438052971
146,"2011","05","01",23,"sunday",0,"summer","Clear or Few Cloudy",-0.192085134357741,0.740015981922026,0.0318978780656464
177,"2011","05","02",0,"monday",0,"summer","Clear or Few Cloudy",-0.192085134357741,0.480854405160939,-0.456085516247529
114,"2011","05","02",1,"monday",0,"summer","Clear or Few Cloudy",-0.192085134357741,0.480854405160939,-0.456085516247529
35,"2011","05","02",2,"monday",0,"summer","Mist or Cloudy",-0.295950957319881,0.740015981922026,0.276298271532379
16,"2011","05","02",3,"monday",0,"summer","Clear or Few Cloudy",-0.295950957319881,0.740015981922026,-0.456085516247529
17,"2011","05","02",4,"monday",0,"summer","Clear or Few Cloudy",-0.295950957319881,0.740015981922026,-0.211685122780796
20,"2011","05","02",5,"monday",0,"summer","Mist or Cloudy",-0.295950957319881,0.740015981922026,-0.456085516247529
62,"2011","05","02",6,"monday",0,"summer","Clear or Few Cloudy",-0.295950957319881,1.31017145079642,-0.699668517093971
209,"2011","05","02",7,"monday",0,"summer","Mist or Cloudy",-0.192085134357741,0.999177558683113,1.13047355973551
371,"2011","05","02",8,"monday",0,"summer","Mist or Cloudy",-0.0882193113956013,0.740015981922026,0.276298271532379
172,"2011","05","02",9,"monday",0,"summer","Mist or Cloudy",0.0156465115665389,0.740015981922026,0.764281665845554
108,"2011","05","02",10,"monday",0,"summer","Mist or Cloudy",0.223378157490819,0.740015981922026,0.276298271532379
130,"2011","05","02",11,"monday",0,"summer","Clear or Few Cloudy",0.431109803415099,0.532686720513156,0.886073166268775
187,"2011","05","02",12,"monday",0,"summer","Clear or Few Cloudy",0.63884144933938,0.325357459104286,0.276298271532379
170,"2011","05","02",13,"monday",0,"summer","Mist or Cloudy",0.63884144933938,0.325357459104286,0.0318978780656464
181,"2011","05","02",14,"monday",0,"summer","Clear or Few Cloudy",0.74270727230152,0.325357459104286,0.276298271532379
155,"2011","05","02",15,"monday",0,"summer","Clear or Few Cloudy",0.84657309526366,-0.0893010637134531,0.0318978780656464
269,"2011","05","02",16,"monday",0,"summer","Clear or Few Cloudy",0.84657309526366,-0.0893010637134531,0.276298271532379
537,"2011","05","02",17,"monday",0,"summer","Clear or Few Cloudy",0.84657309526366,0.118028197695417,0.0318978780656464
518,"2011","05","02",18,"monday",0,"summer","Mist or Cloudy",0.74270727230152,0.118028197695417,0.0318978780656464
314,"2011","05","02",19,"monday",0,"summer","Mist or Cloudy",0.63884144933938,0.325357459104286,-0.456085516247529
218,"2011","05","02",20,"monday",0,"summer","Mist or Cloudy",0.63884144933938,0.325357459104286,-0.456085516247529
232,"2011","05","02",21,"monday",0,"summer","Mist or Cloudy",0.534975626377239,0.532686720513156,-0.699668517093971
125,"2011","05","02",22,"monday",0,"summer","Mist or Cloudy",0.534975626377239,0.532686720513156,-1.5538438052971
64,"2011","05","02",23,"monday",0,"summer","Mist or Cloudy",0.32724398045296,1.05100987403533,0.0318978780656464
16,"2011","05","03",0,"tuesday",0,"summer","Mist or Cloudy",0.32724398045296,1.05100987403533,0.276298271532379
14,"2011","05","03",1,"tuesday",0,"summer","Mist or Cloudy",0.32724398045296,0.791848297274244,0.519881272378821
5,"2011","05","03",2,"tuesday",0,"summer","Mist or Cloudy",0.32724398045296,0.791848297274244,0.519881272378821
2,"2011","05","03",3,"tuesday",0,"summer","Clear or Few Cloudy",0.223378157490819,1.05100987403533,0.764281665845554
4,"2011","05","03",4,"tuesday",0,"summer","Clear or Few Cloudy",0.119512334528679,1.31017145079642,0.276298271532379
14,"2011","05","03",5,"tuesday",0,"summer","Clear or Few Cloudy",0.119512334528679,1.31017145079642,-0.456085516247529
109,"2011","05","03",6,"tuesday",0,"summer","Mist or Cloudy",0.119512334528679,1.62116534290972,-0.211685122780796
265,"2011","05","03",7,"tuesday",0,"summer","Mist or Cloudy",0.223378157490819,1.31017145079642,0.276298271532379
459,"2011","05","03",8,"tuesday",0,"summer","Mist or Cloudy",0.32724398045296,1.05100987403533,0.764281665845554
186,"2011","05","03",9,"tuesday",0,"summer","Mist or Cloudy",0.534975626377239,0.791848297274244,1.37405656058195
127,"2011","05","03",10,"tuesday",0,"summer","Mist or Cloudy",0.74270727230152,0.325357459104286,1.37405656058195
140,"2011","05","03",11,"tuesday",0,"summer","Mist or Cloudy",0.84657309526366,0.118028197695417,1.13047355973551
217,"2011","05","03",12,"tuesday",0,"summer","Mist or Cloudy",0.9504389182258,-0.0893010637134531,2.47181484963152
194,"2011","05","03",13,"tuesday",0,"summer","Mist or Cloudy",1.05430474118794,-0.244798009770106,3.44778163825787
158,"2011","05","03",14,"tuesday",0,"summer","Mist or Cloudy",1.05430474118794,-0.244798009770106,2.71621524309825
154,"2011","05","03",15,"tuesday",0,"summer","Mist or Cloudy",1.05430474118794,-0.244798009770106,2.10644034836186
271,"2011","05","03",16,"tuesday",0,"summer","Clear or Few Cloudy",1.15817056415008,-0.452127271178975,2.22823184878508
517,"2011","05","03",17,"tuesday",0,"summer","Clear or Few Cloudy",1.05430474118794,-0.452127271178975,2.22823184878508
544,"2011","05","03",18,"tuesday",0,"summer","Clear or Few Cloudy",1.05430474118794,-0.76312116329228,1.86203995489513
365,"2011","05","03",19,"tuesday",0,"summer","Clear or Few Cloudy",0.9504389182258,-0.296630325122323,1.37405656058195
290,"2011","05","03",20,"tuesday",0,"summer","Clear or Few Cloudy",0.84657309526366,-0.0893010637134531,0.0318978780656464
225,"2011","05","03",21,"tuesday",0,"summer","Mist or Cloudy",0.74270727230152,-0.0893010637134531,2.10644034836186
113,"2011","05","03",22,"tuesday",0,"summer","Mist or Cloudy",0.431109803415099,-0.141133379065671,1.61845695404868
62,"2011","05","03",23,"tuesday",0,"summer","Mist or Cloudy",0.32724398045296,0.273525143752069,1.13047355973551
27,"2011","05","04",0,"wednesday",0,"summer","Light Snow or Light Rain",0.119512334528679,0.740015981922026,-0.211685122780796
