"station_id","month","day","temperature","flag","date","location"
"USW00012918","03","4",60.8,"C",0000-03-04,"Houston"
"USW00012918","03","5",61,"C",0000-03-05,"Houston"
"USW00012918","03","6",61.2,"C",0000-03-06,"Houston"
"USW00012918","03","7",61.5,"C",0000-03-07,"Houston"
"USW00012918","03","8",61.7,"C",0000-03-08,"Houston"
"USW00012918","03","9",61.9,"C",0000-03-09,"Houston"
"USW00012918","03","10",62.1,"C",0000-03-10,"Houston"
"USW00012918","03","11",62.3,"C",0000-03-11,"Houston"
"USW00012918","03","12",62.5,"C",0000-03-12,"Houston"
"USW00012918","03","13",62.8,"C",0000-03-13,"Houston"
"USW00012918","03","14",63,"C",0000-03-14,"Houston"
"USW00012918","03","15",63.2,"C",0000-03-15,"Houston"
"USW00012918","03","16",63.4,"C",0000-03-16,"Houston"
"USW00012918","03","17",63.6,"C",0000-03-17,"Houston"
"USW00012918","03","18",63.8,"C",0000-03-18,"Houston"
"USW00012918","03","19",64,"C",0000-03-19,"Houston"
"USW00012918","03","20",64.2,"C",0000-03-20,"Houston"
"USW00012918","03","21",64.4,"C",0000-03-21,"Houston"
"USW00012918","03","22",64.6,"C",0000-03-22,"Houston"
"USW00012918","03","23",64.8,"C",0000-03-23,"Houston"
"USW00012918","03","24",65,"C",0000-03-24,"Houston"
"USW00012918","03","25",65.2,"C",0000-03-25,"Houston"
"USW00012918","03","26",65.4,"C",0000-03-26,"Houston"
"USW00012918","03","27",65.6,"C",0000-03-27,"Houston"
"USW00012918","03","28",65.8,"C",0000-03-28,"Houston"
"USW00012918","03","29",66,"C",0000-03-29,"Houston"
"USW00012918","03","30",66.2,"C",0000-03-30,"Houston"
"USW00012918","03","31",66.4,"C",0000-03-31,"Houston"
"USW00012918","04","1",66.6,"C",0000-04-01,"Houston"
"USW00012918","04","2",66.8,"C",0000-04-02,"Houston"
"USW00012918","04","3",67.1,"C",0000-04-03,"Houston"
"USW00012918","04","4",67.3,"C",0000-04-04,"Houston"
"USW00012918","04","5",67.5,"C",0000-04-05,"Houston"
"USW00012918","04","6",67.7,"C",0000-04-06,"Houston"
"USW00012918","04","7",67.9,"C",0000-04-07,"Houston"
"USW00012918","04","8",68.1,"C",0000-04-08,"Houston"
"USW00012918","04","9",68.3,"C",0000-04-09,"Houston"
"USW00012918","04","10",68.5,"C",0000-04-10,"Houston"
"USW00012918","04","11",68.8,"C",0000-04-11,"Houston"
"USW00012918","04","12",69,"C",0000-04-12,"Houston"
"USW00012918","04","13",69.2,"C",0000-04-13,"Houston"
"USW00012918","04","14",69.4,"C",0000-04-14,"Houston"
"USW00012918","04","15",69.7,"C",0000-04-15,"Houston"
"USW00012918","04","16",69.9,"C",0000-04-16,"Houston"
"USW00012918","04","17",70.1,"C",0000-04-17,"Houston"
"USW00012918","04","18",70.4,"C",0000-04-18,"Houston"
"USW00012918","04","19",70.6,"C",0000-04-19,"Houston"
"USW00012918","04","20",70.8,"C",0000-04-20,"Houston"
"USW00012918","04","21",71.1,"C",0000-04-21,"Houston"
"USW00012918","04","22",71.3,"C",0000-04-22,"Houston"
"USW00012918","04","23",71.6,"C",0000-04-23,"Houston"
"USW00012918","04","24",71.8,"C",0000-04-24,"Houston"
"USW00012918","04","25",72.1,"C",0000-04-25,"Houston"
"USW00012918","04","26",72.3,"C",0000-04-26,"Houston"
"USW00012918","04","27",72.6,"C",0000-04-27,"Houston"
"USW00012918","04","28",72.8,"C",0000-04-28,"Houston"
"USW00012918","04","29",73.1,"C",0000-04-29,"Houston"
"USW00012918","04","30",73.3,"C",0000-04-30,"Houston"
"USW00012918","05","1",73.6,"C",0000-05-01,"Houston"
"USW00012918","05","2",73.8,"C",0000-05-02,"Houston"
"USW00012918","05","3",74.1,"C",0000-05-03,"Houston"
"USW00012918","05","4",74.3,"C",0000-05-04,"Houston"
"USW00012918","05","5",74.6,"C",0000-05-05,"Houston"
"USW00012918","05","6",74.8,"C",0000-05-06,"Houston"
"USW00012918","05","7",75,"C",0000-05-07,"Houston"
"USW00012918","05","8",75.3,"C",0000-05-08,"Houston"
"USW00012918","05","9",75.5,"C",0000-05-09,"Houston"
"USW00012918","05","10",75.8,"C",0000-05-10,"Houston"
"USW00012918","05","11",76,"C",0000-05-11,"Houston"
"USW00012918","05","12",76.3,"C",0000-05-12,"Houston"
"USW00012918","05","13",76.5,"C",0000-05-13,"Houston"
"USW00012918","05","14",76.7,"C",0000-05-14,"Houston"
"USW00012918","05","15",76.9,"C",0000-05-15,"Houston"
"USW00012918","05","16",77.2,"C",0000-05-16,"Houston"
"USW00012918","05","17",77.4,"C",0000-05-17,"Houston"
"USW00012918","05","18",77.6,"C",0000-05-18,"Houston"
"USW00012918","05","19",77.8,"C",0000-05-19,"Houston"
"USW00012918","05","20",78,"C",0000-05-20,"Houston"
"USW00012918","05","21",78.3,"C",0000-05-21,"Houston"
"USW00012918","05","22",78.5,"C",0000-05-22,"Houston"
"USW00012918","05","23",78.7,"C",0000-05-23,"Houston"
"USW00012918","05","24",78.9,"C",0000-05-24,"Houston"
"USW00012918","05","25",79,"C",0000-05-25,"Houston"
"USW00012918","05","26",79.2,"C",0000-05-26,"Houston"
"USW00012918","05","27",79.4,"C",0000-05-27,"Houston"
"USW00012918","05","28",79.6,"C",0000-05-28,"Houston"
"USW00012918","05","29",79.8,"C",0000-05-29,"Houston"
"USW00012918","05","30",79.9,"C",0000-05-30,"Houston"
"USW00012918","05","31",80.1,"C",0000-05-31,"Houston"
"USW00012918","06","1",80.3,"C",0000-06-01,"Houston"
"USW00012918","06","2",80.4,"C",0000-06-02,"Houston"
"USW00012918","06","3",80.6,"C",0000-06-03,"Houston"
"USW00012918","06","4",80.7,"C",0000-06-04,"Houston"
"USW00012918","06","5",80.9,"C",0000-06-05,"Houston"
"USW00012918","06","6",81,"C",0000-06-06,"Houston"
"USW00012918","06","7",81.2,"C",0000-06-07,"Houston"
"USW00012918","06","8",81.3,"C",0000-06-08,"Houston"
"USW00012918","06","9",81.4,"C",0000-06-09,"Houston"
"USW00012918","06","10",81.5,"C",0000-06-10,"Houston"
"USW00012918","06","11",81.7,"C",0000-06-11,"Houston"
"USW00012918","06","12",81.8,"C",0000-06-12,"Houston"
"USW00012918","06","13",81.9,"C",0000-06-13,"Houston"
"USW00012918","06","14",82,"C",0000-06-14,"Houston"
"USW00012918","06","15",82.1,"C",0000-06-15,"Houston"
"USW00012918","06","16",82.2,"C",0000-06-16,"Houston"
"USW00012918","06","17",82.3,"C",0000-06-17,"Houston"
"USW00012918","06","18",82.4,"C",0000-06-18,"Houston"
"USW00012918","06","19",82.5,"C",0000-06-19,"Houston"
"USW00012918","06","20",82.5,"C",0000-06-20,"Houston"
"USW00012918","06","21",82.6,"C",0000-06-21,"Houston"
"USW00012918","06","22",82.7,"C",0000-06-22,"Houston"
"USW00012918","06","23",82.8,"C",0000-06-23,"Houston"
"USW00012918","06","24",82.8,"C",0000-06-24,"Houston"
"USW00012918","06","25",82.9,"C",0000-06-25,"Houston"
"USW00012918","06","26",83,"C",0000-06-26,"Houston"
"USW00012918","06","27",83,"C",0000-06-27,"Houston"
"USW00012918","06","28",83.1,"C",0000-06-28,"Houston"
"USW00012918","06","29",83.1,"C",0000-06-29,"Houston"
"USW00012918","06","30",83.2,"C",0000-06-30,"Houston"
"USW00012918","07","1",83.2,"C",0000-07-01,"Houston"
"USW00012918","07","2",83.3,"C",0000-07-02,"Houston"
"USW00012918","07","3",83.3,"C",0000-07-03,"Houston"
"USW00012918","07","4",83.4,"C",0000-07-04,"Houston"
"USW00012918","07","5",83.4,"C",0000-07-05,"Houston"
"USW00012918","07","6",83.5,"C",0000-07-06,"Houston"
"USW00012918","07","7",83.5,"C",0000-07-07,"Houston"
"USW00012918","07","8",83.5,"C",0000-07-08,"Houston"
"USW00012918","07","9",83.6,"C",0000-07-09,"Houston"
"USW00012918","07","10",83.6,"C",0000-07-10,"Houston"
"USW00012918","07","11",83.7,"C",0000-07-11,"Houston"
"USW00012918","07","12",83.7,"C",0000-07-12,"Houston"
"USW00012918","07","13",83.7,"C",0000-07-13,"Houston"
"USW00012918","07","14",83.8,"C",0000-07-14,"Houston"
"USW00012918","07","15",83.8,"C",0000-07-15,"Houston"
"USW00012918","07","16",83.8,"C",0000-07-16,"Houston"
"USW00012918","07","17",83.8,"C",0000-07-17,"Houston"
"USW00012918","07","18",83.9,"C",0000-07-18,"Houston"
"USW00012918","07","19",83.9,"C",0000-07-19,"Houston"
"USW00012918","07","20",83.9,"C",0000-07-20,"Houston"
"USW00012918","07","21",84,"C",0000-07-21,"Houston"
"USW00012918","07","22",84,"C",0000-07-22,"Houston"
"USW00012918","07","23",84,"C",0000-07-23,"Houston"
"USW00012918","07","24",84.1,"C",0000-07-24,"Houston"
"USW00012918","07","25",84.1,"C",0000-07-25,"Houston"
"USW00012918","07","26",84.1,"C",0000-07-26,"Houston"
"USW00012918","07","27",84.2,"C",0000-07-27,"Houston"
"USW00012918","07","28",84.2,"C",0000-07-28,"Houston"
"USW00012918","07","29",84.2,"C",0000-07-29,"Houston"
"USW00012918","07","30",84.2,"C",0000-07-30,"Houston"
"USW00012918","07","31",84.3,"C",0000-07-31,"Houston"
"USW00012918","08","1",84.3,"C",0000-08-01,"Houston"
"USW00012918","08","2",84.3,"C",0000-08-02,"Houston"
"USW00012918","08","3",84.3,"C",0000-08-03,"Houston"
"USW00012918","08","4",84.4,"C",0000-08-04,"Houston"
"USW00012918","08","5",84.4,"C",0000-08-05,"Houston"
"USW00012918","08","6",84.4,"C",0000-08-06,"Houston"
"USW00012918","08","7",84.4,"C",0000-08-07,"Houston"
"USW00012918","08","8",84.4,"C",0000-08-08,"Houston"
"USW00012918","08","9",84.4,"C",0000-08-09,"Houston"
"USW00012918","08","10",84.4,"C",0000-08-10,"Houston"
"USW00012918","08","11",84.4,"C",0000-08-11,"Houston"
"USW00012918","08","12",84.4,"C",0000-08-12,"Houston"
"USW00012918","08","13",84.4,"C",0000-08-13,"Houston"
"USW00012918","08","14",84.4,"C",0000-08-14,"Houston"
"USW00012918","08","15",84.4,"C",0000-08-15,"Houston"
"USW00012918","08","16",84.4,"C",0000-08-16,"Houston"
"USW00012918","08","17",84.3,"C",0000-08-17,"Houston"
"USW00012918","08","18",84.3,"C",0000-08-18,"Houston"
"USW00012918","08","19",84.3,"C",0000-08-19,"Houston"
"USW00012918","08","20",84.2,"C",0000-08-20,"Houston"
"USW00012918","08","21",84.2,"C",0000-08-21,"Houston"
"USW00012918","08","22",84.1,"C",0000-08-22,"Houston"
"USW00012918","08","23",84,"C",0000-08-23,"Houston"
"USW00012918","08","24",84,"C",0000-08-24,"Houston"
"USW00012918","08","25",83.9,"C",0000-08-25,"Houston"
"USW00012918","08","26",83.8,"C",0000-08-26,"Houston"
"USW00012918","08","27",83.7,"C",0000-08-27,"Houston"
"USW00012918","08","28",83.6,"C",0000-08-28,"Houston"
"USW00012918","08","29",83.5,"C",0000-08-29,"Houston"
"USW00012918","08","30",83.3,"C",0000-08-30,"Houston"
"USW00012918","08","31",83.2,"C",0000-08-31,"Houston"
"USW00012918","09","1",83.1,"C",0000-09-01,"Houston"
"USW00012918","09","2",82.9,"C",0000-09-02,"Houston"
"USW00012918","09","3",82.8,"C",0000-09-03,"Houston"
"USW00012918","09","4",82.6,"C",0000-09-04,"Houston"
"USW00012918","09","5",82.4,"C",0000-09-05,"Houston"
"USW00012918","09","6",82.2,"C",0000-09-06,"Houston"
"USW00012918","09","7",82.1,"C",0000-09-07,"Houston"
"USW00012918","09","8",81.9,"C",0000-09-08,"Houston"
"USW00012918","09","9",81.7,"C",0000-09-09,"Houston"
"USW00012918","09","10",81.5,"C",0000-09-10,"Houston"
"USW00012918","09","11",81.2,"C",0000-09-11,"Houston"
"USW00012918","09","12",81,"C",0000-09-12,"Houston"
"USW00012918","09","13",80.8,"C",0000-09-13,"Houston"
"USW00012918","09","14",80.6,"C",0000-09-14,"Houston"
"USW00012918","09","15",80.3,"C",0000-09-15,"Houston"
"USW00012918","09","16",80.1,"C",0000-09-16,"Houston"
"USW00012918","09","17",79.9,"C",0000-09-17,"Houston"
"USW00012918","09","18",79.6,"C",0000-09-18,"Houston"
"USW00012918","09","19",79.4,"C",0000-09-19,"Houston"
"USW00012918","09","20",79.1,"C",0000-09-20,"Houston"
"USW00012918","09","21",78.8,"C",0000-09-21,"Houston"
"USW00012918","09","22",78.6,"C",0000-09-22,"Houston"
"USW00012918","09","23",78.3,"C",0000-09-23,"Houston"
"USW00012918","09","24",78.1,"C",0000-09-24,"Houston"
"USW00012918","09","25",77.8,"C",0000-09-25,"Houston"
"USW00012918","09","26",77.5,"C",0000-09-26,"Houston"
"USW00012918","09","27",77.3,"C",0000-09-27,"Houston"
"USW00012918","09","28",77,"C",0000-09-28,"Houston"
"USW00012918","09","29",76.7,"C",0000-09-29,"Houston"
"USW00012918","09","30",76.5,"C",0000-09-30,"Houston"
"USW00012918","10","1",76.2,"C",0000-10-01,"Houston"
"USW00012918","10","2",75.9,"C",0000-10-02,"Houston"
"USW00012918","10","3",75.7,"C",0000-10-03,"Houston"
"USW00012918","10","4",75.4,"C",0000-10-04,"Houston"
"USW00012918","10","5",75.1,"C",0000-10-05,"Houston"
"USW00012918","10","6",74.8,"C",0000-10-06,"Houston"
"USW00012918","10","7",74.6,"C",0000-10-07,"Houston"
"USW00012918","10","8",74.3,"C",0000-10-08,"Houston"
"USW00012918","10","9",74,"C",0000-10-09,"Houston"
"USW00012918","10","10",73.8,"C",0000-10-10,"Houston"
"USW00012918","10","11",73.5,"C",0000-10-11,"Houston"
"USW00012918","10","12",73.2,"C",0000-10-12,"Houston"
"USW00012918","10","13",73,"C",0000-10-13,"Houston"
"USW00012918","10","14",72.7,"C",0000-10-14,"Houston"
"USW00012918","10","15",72.4,"C",0000-10-15,"Houston"
"USW00012918","10","16",72.2,"C",0000-10-16,"Houston"
"USW00012918","10","17",71.9,"C",0000-10-17,"Houston"
"USW00012918","10","18",71.6,"C",0000-10-18,"Houston"
"USW00012918","10","19",71.4,"C",0000-10-19,"Houston"
"USW00012918","10","20",71.1,"C",0000-10-20,"Houston"
"USW00012918","10","21",70.8,"C",0000-10-21,"Houston"
"USW00012918","10","22",70.6,"C",0000-10-22,"Houston"
"USW00012918","10","23",70.3,"C",0000-10-23,"Houston"
"USW00012918","10","24",70,"C",0000-10-24,"Houston"
"USW00012918","10","25",69.7,"C",0000-10-25,"Houston"
"USW00012918","10","26",69.4,"C",0000-10-26,"Houston"
"USW00012918","10","27",69.2,"C",0000-10-27,"Houston"
"USW00012918","10","28",68.9,"C",0000-10-28,"Houston"
"USW00012918","10","29",68.6,"C",0000-10-29,"Houston"
"USW00012918","10","30",68.3,"C",0000-10-30,"Houston"
"USW00012918","10","31",68,"C",0000-10-31,"Houston"
"USW00012918","11","1",67.7,"C",0000-11-01,"Houston"
"USW00012918","11","2",67.4,"C",0000-11-02,"Houston"
"USW00012918","11","3",67.1,"C",0000-11-03,"Houston"
"USW00012918","11","4",66.8,"C",0000-11-04,"Houston"
"USW00012918","11","5",66.5,"C",0000-11-05,"Houston"
"USW00012918","11","6",66.2,"C",0000-11-06,"Houston"
"USW00012918","11","7",65.9,"C",0000-11-07,"Houston"
"USW00012918","11","8",65.5,"C",0000-11-08,"Houston"
"USW00012918","11","9",65.2,"C",0000-11-09,"Houston"
"USW00012918","11","10",64.9,"C",0000-11-10,"Houston"
"USW00012918","11","11",64.6,"C",0000-11-11,"Houston"
"USW00012918","11","12",64.3,"C",0000-11-12,"Houston"
"USW00012918","11","13",63.9,"C",0000-11-13,"Houston"
"USW00012918","11","14",63.6,"C",0000-11-14,"Houston"
"USW00012918","11","15",63.3,"C",0000-11-15,"Houston"
"USW00012918","11","16",63,"C",0000-11-16,"Houston"
"USW00012918","11","17",62.6,"C",0000-11-17,"Houston"
"USW00012918","11","18",62.3,"C",0000-11-18,"Houston"
"USW00012918","11","19",62,"C",0000-11-19,"Houston"
"USW00012918","11","20",61.7,"C",0000-11-20,"Houston"
"USW00012918","11","21",61.4,"C",0000-11-21,"Houston"
"USW00012918","11","22",61.1,"C",0000-11-22,"Houston"
"USW00012918","11","23",60.7,"C",0000-11-23,"Houston"
"USW00012918","11","24",60.4,"C",0000-11-24,"Houston"
"USW00012918","11","25",60.1,"C",0000-11-25,"Houston"
"USW00012918","11","26",59.8,"C",0000-11-26,"Houston"
"USW00012918","11","27",59.5,"C",0000-11-27,"Houston"
"USW00012918","11","28",59.3,"C",0000-11-28,"Houston"
"USW00012918","11","29",59,"C",0000-11-29,"Houston"
"USW00012918","11","30",58.7,"C",0000-11-30,"Houston"
"USW00012918","12","1",58.4,"C",0000-12-01,"Houston"
"USW00012918","12","2",58.2,"C",0000-12-02,"Houston"
"USW00012918","12","3",57.9,"C",0000-12-03,"Houston"
"USW00012918","12","4",57.7,"C",0000-12-04,"Houston"
"USW00012918","12","5",57.4,"C",0000-12-05,"Houston"
"USW00012918","12","6",57.2,"C",0000-12-06,"Houston"
"USW00012918","12","7",57,"C",0000-12-07,"Houston"
"USW00012918","12","8",56.7,"C",0000-12-08,"Houston"
"USW00012918","12","9",56.5,"C",0000-12-09,"Houston"
"USW00012918","12","10",56.3,"C",0000-12-10,"Houston"
"USW00012918","12","11",56.1,"C",0000-12-11,"Houston"
"USW00012918","12","12",55.9,"C",0000-12-12,"Houston"
"USW00012918","12","13",55.8,"C",0000-12-13,"Houston"
"USW00012918","12","14",55.6,"C",0000-12-14,"Houston"
"USW00012918","12","15",55.4,"C",0000-12-15,"Houston"
"USW00012918","12","16",55.3,"C",0000-12-16,"Houston"
"USW00012918","12","17",55.1,"C",0000-12-17,"Houston"
"USW00012918","12","18",55,"C",0000-12-18,"Houston"
"USW00012918","12","19",54.9,"C",0000-12-19,"Houston"
"USW00012918","12","20",54.8,"C",0000-12-20,"Houston"
"USW00012918","12","21",54.6,"C",0000-12-21,"Houston"
"USW00012918","12","22",54.5,"C",0000-12-22,"Houston"
"USW00012918","12","23",54.4,"C",0000-12-23,"Houston"
"USW00012918","12","24",54.3,"C",0000-12-24,"Houston"
"USW00012918","12","25",54.3,"C",0000-12-25,"Houston"
"USW00012918","12","26",54.2,"C",0000-12-26,"Houston"
"USW00012918","12","27",54.1,"C",0000-12-27,"Houston"
"USW00012918","12","28",54.1,"C",0000-12-28,"Houston"
"USW00012918","12","29",54,"C",0000-12-29,"Houston"
"USW00012918","12","30",53.9,"C",0000-12-30,"Houston"
"USW00012918","12","31",53.9,"C",0000-12-31,"Houston"
"USW00014819","01","1",25.6,"C",0000-01-01,"Chicago"
"USW00014819","01","2",25.5,"C",0000-01-02,"Chicago"
"USW00014819","01","3",25.3,"C",0000-01-03,"Chicago"
"USW00014819","01","4",25.2,"C",0000-01-04,"Chicago"
"USW00014819","01","5",25.1,"C",0000-01-05,"Chicago"
"USW00014819","01","6",25.1,"C",0000-01-06,"Chicago"
"USW00014819","01","7",25,"C",0000-01-07,"Chicago"
"USW00014819","01","8",24.9,"C",0000-01-08,"Chicago"
"USW00014819","01","9",24.8,"C",0000-01-09,"Chicago"
"USW00014819","01","10",24.8,"C",0000-01-10,"Chicago"
"USW00014819","01","11",24.7,"C",0000-01-11,"Chicago"
"USW00014819","01","12",24.7,"C",0000-01-12,"Chicago"
"USW00014819","01","13",24.6,"C",0000-01-13,"Chicago"
"USW00014819","01","14",24.6,"C",0000-01-14,"Chicago"
"USW00014819","01","15",24.5,"C",0000-01-15,"Chicago"
"USW00014819","01","16",24.5,"C",0000-01-16,"Chicago"
"USW00014819","01","17",24.5,"C",0000-01-17,"Chicago"
"USW00014819","01","18",24.5,"C",0000-01-18,"Chicago"
"USW00014819","01","19",24.5,"C",0000-01-19,"Chicago"
"USW00014819","01","20",24.5,"C",0000-01-20,"Chicago"
"USW00014819","01","21",24.5,"C",0000-01-21,"Chicago"
"USW00014819","01","22",24.6,"C",0000-01-22,"Chicago"
"USW00014819","01","23",24.6,"C",0000-01-23,"Chicago"
"USW00014819","01","24",24.7,"C",0000-01-24,"Chicago"
"USW00014819","01","25",24.7,"C",0000-01-25,"Chicago"
"USW00014819","01","26",24.8,"C",0000-01-26,"Chicago"
"USW00014819","01","27",24.9,"C",0000-01-27,"Chicago"
"USW00014819","01","28",25,"C",0000-01-28,"Chicago"
"USW00014819","01","29",25.1,"C",0000-01-29,"Chicago"
"USW00014819","01","30",25.2,"C",0000-01-30,"Chicago"
"USW00014819","01","31",25.3,"C",0000-01-31,"Chicago"
"USW00014819","02","1",25.5,"C",0000-02-01,"Chicago"
"USW00014819","02","2",25.6,"C",0000-02-02,"Chicago"
"USW00014819","02","3",25.8,"C",0000-02-03,"Chicago"
"USW00014819","02","4",26,"C",0000-02-04,"Chicago"
"USW00014819","02","5",26.1,"C",0000-02-05,"Chicago"
"USW00014819","02","6",26.3,"C",0000-02-06,"Chicago"
"USW00014819","02","7",26.6,"C",0000-02-07,"Chicago"
"USW00014819","02","8",26.8,"C",0000-02-08,"Chicago"
"USW00014819","02","9",27,"C",0000-02-09,"Chicago"
"USW00014819","02","10",27.3,"C",0000-02-10,"Chicago"
"USW00014819","02","11",27.5,"C",0000-02-11,"Chicago"
"USW00014819","02","12",27.8,"C",0000-02-12,"Chicago"
"USW00014819","02","13",28.1,"C",0000-02-13,"Chicago"
"USW00014819","02","14",28.3,"C",0000-02-14,"Chicago"
"USW00014819","02","15",28.6,"C",0000-02-15,"Chicago"
"USW00014819","02","16",28.9,"C",0000-02-16,"Chicago"
"USW00014819","02","17",29.2,"C",0000-02-17,"Chicago"
"USW00014819","02","18",29.6,"C",0000-02-18,"Chicago"
"USW00014819","02","19",29.9,"C",0000-02-19,"Chicago"
"USW00014819","02","20",30.2,"C",0000-02-20,"Chicago"
"USW00014819","02","21",30.5,"C",0000-02-21,"Chicago"
"USW00014819","02","22",30.9,"C",0000-02-22,"Chicago"
"USW00014819","02","23",31.2,"C",0000-02-23,"Chicago"
"USW00014819","02","24",31.6,"C",0000-02-24,"Chicago"
"USW00014819","02","25",31.9,"C",0000-02-25,"Chicago"
"USW00014819","02","26",32.3,"C",0000-02-26,"Chicago"
"USW00014819","02","27",32.6,"C",0000-02-27,"Chicago"
"USW00014819","02","28",33,"C",0000-02-28,"Chicago"
"USW00014819","02","29",33.2,"C",0000-02-29,"Chicago"
"USW00014819","03","1",33.3,"C",0000-03-01,"Chicago"
"USW00014819","03","2",33.7,"C",0000-03-02,"Chicago"
"USW00014819","03","3",34.1,"C",0000-03-03,"Chicago"
"USW00014819","03","4",34.4,"C",0000-03-04,"Chicago"
"USW00014819","03","5",34.8,"C",0000-03-05,"Chicago"
"USW00014819","03","6",35.2,"C",0000-03-06,"Chicago"
"USW00014819","03","7",35.5,"C",0000-03-07,"Chicago"
"USW00014819","03","8",35.9,"C",0000-03-08,"Chicago"
"USW00014819","03","9",36.3,"C",0000-03-09,"Chicago"
"USW00014819","03","10",36.6,"C",0000-03-10,"Chicago"
"USW00014819","03","11",37,"C",0000-03-11,"Chicago"
"USW00014819","03","12",37.4,"C",0000-03-12,"Chicago"
"USW00014819","03","13",37.7,"C",0000-03-13,"Chicago"
"USW00014819","03","14",38.1,"C",0000-03-14,"Chicago"
"USW00014819","03","15",38.5,"C",0000-03-15,"Chicago"
"USW00014819","03","16",38.8,"C",0000-03-16,"Chicago"
"USW00014819","03","17",39.2,"C",0000-03-17,"Chicago"
"USW00014819","03","18",39.6,"C",0000-03-18,"Chicago"
"USW00014819","03","19",39.9,"C",0000-03-19,"Chicago"
"USW00014819","03","20",40.3,"C",0000-03-20,"Chicago"
"USW00014819","03","21",40.7,"C",0000-03-21,"Chicago"
"USW00014819","03","22",41,"C",0000-03-22,"Chicago"
"USW00014819","03","23",41.4,"C",0000-03-23,"Chicago"
"USW00014819","03","24",41.8,"C",0000-03-24,"Chicago"
"USW00014819","03","25",42.2,"C",0000-03-25,"Chicago"
"USW00014819","03","26",42.5,"C",0000-03-26,"Chicago"
"USW00014819","03","27",42.9,"C",0000-03-27,"Chicago"
"USW00014819","03","28",43.3,"C",0000-03-28,"Chicago"
"USW00014819","03","29",43.7,"C",0000-03-29,"Chicago"
"USW00014819","03","30",44.1,"C",0000-03-30,"Chicago"
"USW00014819","03","31",44.4,"C",0000-03-31,"Chicago"
"USW00014819","04","1",44.8,"C",0000-04-01,"Chicago"
"USW00014819","04","2",45.2,"C",0000-04-02,"Chicago"
"USW00014819","04","3",45.6,"C",0000-04-03,"Chicago"
"USW00014819","04","4",46,"C",0000-04-04,"Chicago"
"USW00014819","04","5",46.4,"C",0000-04-05,"Chicago"
"USW00014819","04","6",46.8,"C",0000-04-06,"Chicago"
"USW00014819","04","7",47.2,"C",0000-04-07,"Chicago"
"USW00014819","04","8",47.6,"C",0000-04-08,"Chicago"
"USW00014819","04","9",48,"C",0000-04-09,"Chicago"
"USW00014819","04","10",48.4,"C",0000-04-10,"Chicago"
"USW00014819","04","11",48.7,"C",0000-04-11,"Chicago"
"USW00014819","04","12",49.1,"C",0000-04-12,"Chicago"
"USW00014819","04","13",49.5,"C",0000-04-13,"Chicago"
"USW00014819","04","14",49.9,"C",0000-04-14,"Chicago"
"USW00014819","04","15",50.3,"C",0000-04-15,"Chicago"
"USW00014819","04","16",50.7,"C",0000-04-16,"Chicago"
"USW00014819","04","17",51.1,"C",0000-04-17,"Chicago"
"USW00014819","04","18",51.5,"C",0000-04-18,"Chicago"
"USW00014819","04","19",51.9,"C",0000-04-19,"Chicago"
"USW00014819","04","20",52.2,"C",0000-04-20,"Chicago"
"USW00014819","04","21",52.6,"C",0000-04-21,"Chicago"
"USW00014819","04","22",53,"C",0000-04-22,"Chicago"
"USW00014819","04","23",53.4,"C",0000-04-23,"Chicago"
"USW00014819","04","24",53.7,"C",0000-04-24,"Chicago"
"USW00014819","04","25",54.1,"C",0000-04-25,"Chicago"
"USW00014819","04","26",54.5,"C",0000-04-26,"Chicago"
"USW00014819","04","27",54.8,"C",0000-04-27,"Chicago"
"USW00014819","04","28",55.2,"C",0000-04-28,"Chicago"
"USW00014819","04","29",55.5,"C",0000-04-29,"Chicago"
"USW00014819","04","30",55.8,"C",0000-04-30,"Chicago"
"USW00014819","05","1",56.2,"C",0000-05-01,"Chicago"
"USW00014819","05","2",56.5,"C",0000-05-02,"Chicago"
"USW00014819","05","3",56.8,"C",0000-05-03,"Chicago"
"USW00014819","05","4",57.2,"C",0000-05-04,"Chicago"
"USW00014819","05","5",57.5,"C",0000-05-05,"Chicago"
"USW00014819","05","6",57.8,"C",0000-05-06,"Chicago"
"USW00014819","05","7",58.1,"C",0000-05-07,"Chicago"
"USW00014819","05","8",58.4,"C",0000-05-08,"Chicago"
"USW00014819","05","9",58.7,"C",0000-05-09,"Chicago"
"USW00014819","05","10",59,"C",0000-05-10,"Chicago"
"USW00014819","05","11",59.3,"C",0000-05-11,"Chicago"
"USW00014819","05","12",59.6,"C",0000-05-12,"Chicago"
"USW00014819","05","13",60,"C",0000-05-13,"Chicago"
"USW00014819","05","14",60.3,"C",0000-05-14,"Chicago"
"USW00014819","05","15",60.6,"C",0000-05-15,"Chicago"
"USW00014819","05","16",60.9,"C",0000-05-16,"Chicago"
"USW00014819","05","17",61.2,"C",0000-05-17,"Chicago"
"USW00014819","05","18",61.5,"C",0000-05-18,"Chicago"
"USW00014819","05","19",61.8,"C",0000-05-19,"Chicago"
"USW00014819","05","20",62.1,"C",0000-05-20,"Chicago"
"USW00014819","05","21",62.4,"C",0000-05-21,"Chicago"
"USW00014819","05","22",62.7,"C",0000-05-22,"Chicago"
"USW00014819","05","23",63,"C",0000-05-23,"Chicago"
"USW00014819","05","24",63.4,"C",0000-05-24,"Chicago"
"USW00014819","05","25",63.7,"C",0000-05-25,"Chicago"
