Party,Year,Sector,GHG_emissions
Czechia,2002,Other,NA
Czechia,2003,Other,NA
Czechia,2004,Other,NA
Czechia,2005,Other,NA
Czechia,2006,Other,NA
Czechia,2007,Other,NA
Czechia,2008,Other,NA
Czechia,2009,Other,NA
Czechia,2010,Other,NA
Czechia,2011,Other,NA
Czechia,2012,Other,NA
Czechia,2013,Other,NA
Czechia,2014,Other,NA
Czechia,2015,Other,NA
Czechia,2016,Other,NA
Czechia,2017,Other,NA
Denmark,1990,Energy,52387.65
Denmark,1991,Energy,63079.27
Denmark,1992,Energy,57255.29
Denmark,1993,Energy,59594.36
Denmark,1994,Energy,63645.09
Denmark,1995,Energy,60569.93
Denmark,1996,Energy,73982.33
Denmark,1997,Energy,64499.08
Denmark,1998,Energy,60419.87
Denmark,1999,Energy,57997.13
Denmark,2000,Energy,53523.7
Denmark,2001,Energy,55227.03
Denmark,2002,Energy,54793.13
Denmark,2003,Energy,60019.16
Denmark,2004,Energy,54434.62
Denmark,2005,Energy,50747
Denmark,2006,Energy,58653.83
Denmark,2007,Energy,53817.26
Denmark,2008,Energy,50604.73
Denmark,2009,Energy,48591.13
Denmark,2010,Energy,49093.95
Denmark,2011,Energy,43808.97
Denmark,2012,Energy,39287.57
Denmark,2013,Energy,41099.16
Denmark,2014,Energy,36825.92
Denmark,2015,Energy,34540.23
Denmark,2016,Energy,36160.81
Denmark,2017,Energy,33829.19
Denmark,1990,Industrial processes and product use,2343.79
Denmark,1991,Industrial processes and product use,2471.89
Denmark,1992,Industrial processes and product use,2526.37
Denmark,1993,Industrial processes and product use,2604.32
Denmark,1994,Industrial processes and product use,2722.94
Denmark,1995,Industrial processes and product use,2900.53
Denmark,1996,Industrial processes and product use,3047.05
Denmark,1997,Industrial processes and product use,3132.45
Denmark,1998,Industrial processes and product use,3263.67
Denmark,1999,Industrial processes and product use,3537.77
Denmark,2000,Industrial processes and product use,3698.74
Denmark,2001,Industrial processes and product use,3536.94
Denmark,2002,Industrial processes and product use,3474.57
Denmark,2003,Industrial processes and product use,3472.32
Denmark,2004,Industrial processes and product use,3295.09
Denmark,2005,Industrial processes and product use,2764.27
Denmark,2006,Industrial processes and product use,2821.52
Denmark,2007,Industrial processes and product use,2855.93
Denmark,2008,Industrial processes and product use,2549.23
Denmark,2009,Industrial processes and product use,2123.91
Denmark,2010,Industrial processes and product use,1911.06
Denmark,2011,Industrial processes and product use,2051.69
Denmark,2012,Industrial processes and product use,2084.58
Denmark,2013,Industrial processes and product use,2042.12
Denmark,2014,Industrial processes and product use,2000.88
Denmark,2015,Industrial processes and product use,1828.51
Denmark,2016,Industrial processes and product use,2025.21
Denmark,2017,Industrial processes and product use,2009.62
Denmark,1990,Agriculture,12668.14
Denmark,1991,Agriculture,12506.42
Denmark,1992,Agriculture,12340.33
Denmark,1993,Agriculture,12290.48
Denmark,1994,Agriculture,12127.55
Denmark,1995,Agriculture,12129.18
Denmark,1996,Agriculture,11702.82
Denmark,1997,Agriculture,11716.29
Denmark,1998,Agriculture,11706.96
Denmark,1999,Agriculture,11358.91
Denmark,2000,Agriculture,11256.3
Denmark,2001,Agriculture,11249.41
Denmark,2002,Agriculture,11326.91
Denmark,2003,Agriculture,11069.48
Denmark,2004,Agriculture,11007.34
Denmark,2005,Agriculture,10813.47
Denmark,2006,Agriculture,10554.02
Denmark,2007,Agriculture,10783.47
Denmark,2008,Agriculture,10729.68
Denmark,2009,Agriculture,10486.79
Denmark,2010,Agriculture,10404.58
Denmark,2011,Agriculture,10394.68
Denmark,2012,Agriculture,10370.51
Denmark,2013,Agriculture,10350.46
Denmark,2014,Agriculture,10523.7
Denmark,2015,Agriculture,10396.76
Denmark,2016,Agriculture,10574.16
Denmark,2017,Agriculture,10641.7
Denmark,1990,LULUCF,4937.98
Denmark,1991,LULUCF,4463.03
Denmark,1992,LULUCF,5399.17
Denmark,1993,LULUCF,4164.28
Denmark,1994,LULUCF,3606.44
Denmark,1995,LULUCF,3618.11
Denmark,1996,LULUCF,3032.43
Denmark,1997,LULUCF,3454.4
Denmark,1998,LULUCF,3439.91
Denmark,1999,LULUCF,3730.13
Denmark,2000,LULUCF,3600.11
Denmark,2001,LULUCF,4226.45
Denmark,2002,LULUCF,5196.61
Denmark,2003,LULUCF,4842.54
Denmark,2004,LULUCF,4573.77
Denmark,2005,LULUCF,4449.85
Denmark,2006,LULUCF,4779.4
Denmark,2007,LULUCF,2253.88
Denmark,2008,LULUCF,-2355.39
Denmark,2009,LULUCF,1954.94
Denmark,2010,LULUCF,-1017.72
Denmark,2011,LULUCF,-2620.78
Denmark,2012,LULUCF,-736
Denmark,2013,LULUCF,393.2
Denmark,2014,LULUCF,65.02
Denmark,2015,LULUCF,3632.28
Denmark,2016,LULUCF,4502.27
Denmark,2017,LULUCF,2970.56
Denmark,1990,Waste,1761.88
Denmark,1991,Waste,1769.43
Denmark,1992,Waste,1749.98
Denmark,1993,Waste,1748.94
Denmark,1994,Waste,1681.94
Denmark,1995,Waste,1597.63
Denmark,1996,Waste,1548.82
Denmark,1997,Waste,1473.59
Denmark,1998,Waste,1425.28
Denmark,1999,Waste,1487.86
Denmark,2000,Waste,1486.79
Denmark,2001,Waste,1521.06
Denmark,2002,Waste,1550.69
Denmark,2003,Waste,1561.29
Denmark,2004,Waste,1256.53
Denmark,2005,Waste,1246.46
Denmark,2006,Waste,1304.67
Denmark,2007,Waste,1293.25
Denmark,2008,Waste,1270.21
Denmark,2009,Waste,1227.77
Denmark,2010,Waste,1158.85
Denmark,2011,Waste,1153.35
Denmark,2012,Waste,1110.16
Denmark,2013,Waste,1089.43
Denmark,2014,Waste,1084.58
Denmark,2015,Waste,1069.76
Denmark,2016,Waste,1108.77
Denmark,2017,Waste,1131.01
Denmark,1990,Other,NA
Denmark,1991,Other,NA
Denmark,1992,Other,NA
Denmark,1993,Other,NA
Denmark,1994,Other,NA
Denmark,1995,Other,NA
Denmark,1996,Other,NA
Denmark,1997,Other,NA
Denmark,1998,Other,NA
Denmark,1999,Other,NA
Denmark,2000,Other,NA
Denmark,2001,Other,NA
Denmark,2002,Other,NA
Denmark,2003,Other,NA
Denmark,2004,Other,NA
Denmark,2005,Other,NA
Denmark,2006,Other,NA
Denmark,2007,Other,NA
Denmark,2008,Other,NA
Denmark,2009,Other,NA
Denmark,2010,Other,NA
Denmark,2011,Other,NA
Denmark,2012,Other,NA
Denmark,2013,Other,NA
Denmark,2014,Other,NA
Denmark,2015,Other,NA
Denmark,2016,Other,NA
Denmark,2017,Other,NA
Estonia,1990,Energy,36397.39
Estonia,1991,Energy,33354.4
Estonia,1992,Energy,24150.07
Estonia,1993,Energy,18896.48
Estonia,1994,Energy,19512.18
Estonia,1995,Energy,17855.16
Estonia,1996,Energy,18605.73
Estonia,1997,Energy,18113.36
Estonia,1998,Energy,16432.66
Estonia,1999,Energy,15318.7
Estonia,2000,Energy,14974.85
Estonia,2001,Energy,15319.76
Estonia,2002,Energy,15029.54
Estonia,2003,Energy,16831.06
Estonia,2004,Energy,16923.37
Estonia,2005,Energy,16790.32
Estonia,2006,Energy,16065.82
Estonia,2007,Energy,19549.77
Estonia,2008,Energy,17324.8
Estonia,2009,Energy,14562.82
Estonia,2010,Energy,18940.32
Estonia,2011,Energy,18889.83
Estonia,2012,Energy,17497.21
Estonia,2013,Energy,19183.92
Estonia,2014,Energy,18687.47
Estonia,2015,Energy,15872.59
Estonia,2016,Energy,17486.21
Estonia,2017,Energy,18532.35
Estonia,1990,Industrial processes and product use,963.29
Estonia,1991,Industrial processes and product use,965.75
Estonia,1992,Industrial processes and product use,573.68
Estonia,1993,Industrial processes and product use,352.71
Estonia,1994,Industrial processes and product use,598.92
Estonia,1995,Industrial processes and product use,634.23
Estonia,1996,Industrial processes and product use,650.04
Estonia,1997,Industrial processes and product use,700.99
Estonia,1998,Industrial processes and product use,754.14
Estonia,1999,Industrial processes and product use,689.47
Estonia,2000,Industrial processes and product use,694.88
Estonia,2001,Industrial processes and product use,730.08
Estonia,2002,Industrial processes and product use,552.29
Estonia,2003,Industrial processes and product use,600.16
Estonia,2004,Industrial processes and product use,740.46
Estonia,2005,Industrial processes and product use,725.5
Estonia,2006,Industrial processes and product use,763.69
Estonia,2007,Industrial processes and product use,956.73
Estonia,2008,Industrial processes and product use,964.14
Estonia,2009,Industrial processes and product use,475.45
Estonia,2010,Industrial processes and product use,537.01
Estonia,2011,Industrial processes and product use,660.44
Estonia,2012,Industrial processes and product use,904.67
Estonia,2013,Industrial processes and product use,996.37
Estonia,2014,Industrial processes and product use,708.07
Estonia,2015,Industrial processes and product use,512.56
Estonia,2016,Industrial processes and product use,500.61
Estonia,2017,Industrial processes and product use,639.53
Estonia,1990,Agriculture,2700.91
Estonia,1991,Agriculture,2580.73
Estonia,1992,Agriculture,2174.18
Estonia,1993,Agriculture,1689.64
Estonia,1994,Agriculture,1537.24
Estonia,1995,Agriculture,1371.19
Estonia,1996,Agriculture,1268.76
Estonia,1997,Agriculture,1278.9
Estonia,1998,Agriculture,1300.25
Estonia,1999,Agriculture,1128.39
Estonia,2000,Agriculture,1127.43
Estonia,2001,Agriculture,1140.48
Estonia,2002,Agriculture,1081.41
Estonia,2003,Agriculture,1132.36
Estonia,2004,Agriculture,1170.73
Estonia,2005,Agriculture,1172.23
Estonia,2006,Agriculture,1168.77
Estonia,2007,Agriculture,1223.76
Estonia,2008,Agriculture,1278.58
Estonia,2009,Agriculture,1219.07
Estonia,2010,Agriculture,1242.04
Estonia,2011,Agriculture,1252.11
Estonia,2012,Agriculture,1327.55
Estonia,2013,Agriculture,1353.9
Estonia,2014,Agriculture,1388.05
Estonia,2015,Agriculture,1384.86
Estonia,2016,Agriculture,1337.75
Estonia,2017,Agriculture,1379.3
Estonia,1990,LULUCF,-1489.54
Estonia,1991,LULUCF,-1368.23
Estonia,1992,LULUCF,-861.67
Estonia,1993,LULUCF,-1876.57
Estonia,1994,LULUCF,-1367.45
Estonia,1995,LULUCF,-1695.63
Estonia,1996,LULUCF,-1766.53
Estonia,1997,LULUCF,-2027.95
Estonia,1998,LULUCF,-2734.81
Estonia,1999,LULUCF,-2884.25
Estonia,2000,LULUCF,-3391.62
Estonia,2001,LULUCF,-1663.57
Estonia,2002,LULUCF,-2422.36
Estonia,2003,LULUCF,-2776.25
Estonia,2004,LULUCF,-2839.57
Estonia,2005,LULUCF,-2931.66
Estonia,2006,LULUCF,-3189.54
Estonia,2007,LULUCF,-3559.02
Estonia,2008,LULUCF,-3382.11
Estonia,2009,LULUCF,-3245.12
Estonia,2010,LULUCF,-2144.75
Estonia,2011,LULUCF,-2516.24
Estonia,2012,LULUCF,-2623.76
Estonia,2013,LULUCF,-1654.02
Estonia,2014,LULUCF,-1831.77
Estonia,2015,LULUCF,-2382.2
Estonia,2016,LULUCF,-2745.21
Estonia,2017,LULUCF,-1792.74
Estonia,1990,Waste,369.93
Estonia,1991,Waste,382.78
Estonia,1992,Waste,394.21
Estonia,1993,Waste,411.91
Estonia,1994,Waste,410.4
Estonia,1995,Waste,397.97
Estonia,1996,Waste,435.64
Estonia,1997,Waste,491.47
Estonia,1998,Waste,508.51
Estonia,1999,Waste,515.44
Estonia,2000,Waste,562.45
Estonia,2001,Waste,570.03
Estonia,2002,Waste,557.94
Estonia,2003,Waste,546.46
Estonia,2004,Waste,540.18
Estonia,2005,Waste,515.19
Estonia,2006,Waste,499.77
Estonia,2007,Waste,494.43
Estonia,2008,Waste,478.62
Estonia,2009,Waste,500.59
Estonia,2010,Waste,494.31
Estonia,2011,Waste,456.56
Estonia,2012,Waste,441.41
Estonia,2013,Waste,407.72
Estonia,2014,Waste,363.8
Estonia,2015,Waste,356.69
Estonia,2016,Waste,340.4
Estonia,2017,Waste,328.7
Estonia,1990,Other,NA
Estonia,1991,Other,NA
Estonia,1992,Other,NA
Estonia,1993,Other,NA
Estonia,1994,Other,NA
Estonia,1995,Other,NA
Estonia,1996,Other,NA
Estonia,1997,Other,NA
Estonia,1998,Other,NA
Estonia,1999,Other,NA
Estonia,2000,Other,NA
Estonia,2001,Other,NA
Estonia,2002,Other,NA
Estonia,2003,Other,NA
Estonia,2004,Other,NA
Estonia,2005,Other,NA
Estonia,2006,Other,NA
Estonia,2007,Other,NA
Estonia,2008,Other,NA
Estonia,2009,Other,NA
Estonia,2010,Other,NA
Estonia,2011,Other,NA
Estonia,2012,Other,NA
Estonia,2013,Other,NA
Estonia,2014,Other,NA
Estonia,2015,Other,NA
Estonia,2016,Other,NA
Estonia,2017,Other,NA
European Union (28),1990,Energy,4348665.27
European Union (28),1991,Energy,4316348.57
European Union (28),1992,Energy,4180116.88
European Union (28),1993,Energy,4101866.34
European Union (28),1994,Energy,4054216.83
European Union (28),1995,Energy,4090128.87
European Union (28),1996,Energy,4198348.61
European Union (28),1997,Energy,4106520.97
European Union (28),1998,Energy,4090831.15
European Union (28),1999,Energy,4028465.12
European Union (28),2000,Energy,4020633.33
European Union (28),2001,Energy,4100286.27
European Union (28),2002,Energy,4074807.52
European Union (28),2003,Energy,4153852.25
European Union (28),2004,Energy,4144897.76
European Union (28),2005,Energy,4122581.41
European Union (28),2006,Energy,4119700.52
European Union (28),2007,Energy,4060635.06
European Union (28),2008,Energy,3981143.01
European Union (28),2009,Energy,3702145.02
European Union (28),2010,Energy,3798121.33
European Union (28),2011,Energy,3650603.35
European Union (28),2012,Energy,3606173.47
European Union (28),2013,Energy,3517191.09
European Union (28),2014,Energy,3337943.07
European Union (28),2015,Energy,3373598.28
European Union (28),2016,Energy,3354721.96
European Union (28),2017,Energy,3367824.37
European Union (28),1990,Industrial processes and product use,517187.92
European Union (28),1991,Industrial processes and product use,482533.72
European Union (28),1992,Industrial processes and product use,464043.83
European Union (28),1993,Industrial processes and product use,455416.16
European Union (28),1994,Industrial processes and product use,483301.79
European Union (28),1995,Industrial processes and product use,498415.7
European Union (28),1996,Industrial processes and product use,499606.87
European Union (28),1997,Industrial processes and product use,505127.54
European Union (28),1998,Industrial processes and product use,482376.23
European Union (28),1999,Industrial processes and product use,442865.01
European Union (28),2000,Industrial processes and product use,455568.48
European Union (28),2001,Industrial processes and product use,440415.78
European Union (28),2002,Industrial processes and product use,436607.82
European Union (28),2003,Industrial processes and product use,450374.96
European Union (28),2004,Industrial processes and product use,466890.03
European Union (28),2005,Industrial processes and product use,465833.38
European Union (28),2006,Industrial processes and product use,464704.43
European Union (28),2007,Industrial processes and product use,475982.85
European Union (28),2008,Industrial processes and product use,450780.3
European Union (28),2009,Industrial processes and product use,376766.38
European Union (28),2010,Industrial processes and product use,394307.59
European Union (28),2011,Industrial processes and product use,389848.3
European Union (28),2012,Industrial processes and product use,377313.41
European Union (28),2013,Industrial processes and product use,375333.45
European Union (28),2014,Industrial processes and product use,381329.65
European Union (28),2015,Industrial processes and product use,376732.57
European Union (28),2016,Industrial processes and product use,373724.63
European Union (28),2017,Industrial processes and product use,377478.43
European Union (28),1990,Agriculture,543254.95
European Union (28),1991,Agriculture,512137.8
European Union (28),1992,Agriculture,489592.32
European Union (28),1993,Agriculture,477217.27
European Union (28),1994,Agriculture,471191.37
European Union (28),1995,Agriculture,472567.23
European Union (28),1996,Agriculture,474068.04
European Union (28),1997,Agriculture,471054.09
European Union (28),1998,Agriculture,468158.98
European Union (28),1999,Agriculture,466580.17
European Union (28),2000,Agriculture,461255.34
European Union (28),2001,Agriculture,455039.59
European Union (28),2002,Agriculture,448043.67
European Union (28),2003,Agriculture,443969.29
European Union (28),2004,Agriculture,444724.57
European Union (28),2005,Agriculture,438004.47
European Union (28),2006,Agriculture,434277.96
European Union (28),2007,Agriculture,436696.04
European Union (28),2008,Agriculture,433936.79
European Union (28),2009,Agriculture,427849.61
European Union (28),2010,Agriculture,423381.31
European Union (28),2011,Agriculture,423874.6
European Union (28),2012,Agriculture,421653.84
European Union (28),2013,Agriculture,425222.89
European Union (28),2014,Agriculture,432870.25
European Union (28),2015,Agriculture,433822.11
European Union (28),2016,Agriculture,434836.62
European Union (28),2017,Agriculture,438994.2
European Union (28),1990,LULUCF,-244976.24
European Union (28),1991,LULUCF,-268692.54
European Union (28),1992,LULUCF,-238637.98
European Union (28),1993,LULUCF,-236752.35
European Union (28),1994,LULUCF,-246354.54
European Union (28),1995,LULUCF,-270234.44
European Union (28),1996,LULUCF,-306247.34
European Union (28),1997,LULUCF,-299747.74
European Union (28),1998,LULUCF,-310392.45
European Union (28),1999,LULUCF,-319576.78
European Union (28),2000,LULUCF,-297002.1
European Union (28),2001,LULUCF,-328173.21
European Union (28),2002,LULUCF,-305011.47
European Union (28),2003,LULUCF,-283914.06
European Union (28),2004,LULUCF,-317317.27
European Union (28),2005,LULUCF,-308036.11
European Union (28),2006,LULUCF,-316932.31
European Union (28),2007,LULUCF,-285901.03
European Union (28),2008,LULUCF,-321802.63
European Union (28),2009,LULUCF,-321599.31
European Union (28),2010,LULUCF,-314939.86
European Union (28),2011,LULUCF,-302956.2
European Union (28),2012,LULUCF,-301246.29
European Union (28),2013,LULUCF,-306776.86
European Union (28),2014,LULUCF,-293826
European Union (28),2015,LULUCF,-299109.31
European Union (28),2016,LULUCF,-285838.15
European Union (28),2017,LULUCF,-258074.4
European Union (28),1990,Waste,240421.21
European Union (28),1991,Waste,244025.85
European Union (28),1992,Waste,246077.51
European Union (28),1993,Waste,247040.62
European Union (28),1994,Waste,246587.29
European Union (28),1995,Waste,247432.19
European Union (28),1996,Waste,246648.37
European Union (28),1997,Waste,243614.23
European Union (28),1998,Waste,240153.11
European Union (28),1999,Waste,234733.62
European Union (28),2000,Waste,231454.75
European Union (28),2001,Waste,227376.77
European Union (28),2002,Waste,223463.82
European Union (28),2003,Waste,217386.18
European Union (28),2004,Waste,208856.29
European Union (28),2005,Waste,202009.36
European Union (28),2006,Waste,195841.97
European Union (28),2007,Waste,189111.3
European Union (28),2008,Waste,181139.33
European Union (28),2009,Waste,175139.45
European Union (28),2010,Waste,167817.55
European Union (28),2011,Waste,162055.96
European Union (28),2012,Waste,157923.98
European Union (28),2013,Waste,151173.03
European Union (28),2014,Waste,145492.79
European Union (28),2015,Waste,143160.24
European Union (28),2016,Waste,140108.65
European Union (28),2017,Waste,138866.16
European Union (28),1990,Other,NA
European Union (28),1991,Other,NA
European Union (28),1992,Other,NA
European Union (28),1993,Other,NA
European Union (28),1994,Other,NA
European Union (28),1995,Other,NA
European Union (28),1996,Other,NA
European Union (28),1997,Other,NA
European Union (28),1998,Other,NA
European Union (28),1999,Other,NA
European Union (28),2000,Other,NA
European Union (28),2001,Other,NA
European Union (28),2002,Other,NA
European Union (28),2003,Other,NA
European Union (28),2004,Other,NA
European Union (28),2005,Other,NA
European Union (28),2006,Other,NA
European Union (28),2007,Other,NA
European Union (28),2008,Other,NA
European Union (28),2009,Other,NA
European Union (28),2010,Other,NA
European Union (28),2011,Other,NA
European Union (28),2012,Other,NA
European Union (28),2013,Other,NA
European Union (28),2014,Other,NA
European Union (28),2015,Other,NA
European Union (28),2016,Other,NA
European Union (28),2017,Other,NA
Finland,1990,Energy,53557.74
Finland,1991,Energy,52211.33
Finland,1992,Energy,51578.55
Finland,1993,Energy,53531.43
Finland,1994,Energy,58805.29
Finland,1995,Energy,55337.74
Finland,1996,Energy,61082.88
Finland,1997,Energy,59493.71
Finland,1998,Energy,56163.55
Finland,1999,Energy,55551.43
Finland,2000,Energy,53746.22
Finland,2001,Energy,59176.68
Finland,2002,Energy,61771.29
Finland,2003,Energy,69362.88
Finland,2004,Energy,65485.82
Finland,2005,Energy,53707.06
Finland,2006,Energy,64811.24
Finland,2007,Energy,62816.67
Finland,2008,Energy,54483.58
Finland,2009,Energy,52634.87
Finland,2010,Energy,60237.15
Finland,2011,Energy,52716.09
Finland,2012,Energy,47557.26
Finland,2013,Energy,48134.83
Finland,2014,Energy,44305.66
Finland,2015,Energy,40602.64
Finland,2016,Energy,43385.83
Finland,2017,Energy,41022.58
Finland,1990,Industrial processes and product use,5393
Finland,1991,Industrial processes and product use,4989.29
Finland,1992,Industrial processes and product use,4699.82
Finland,1993,Industrial processes and product use,4729.66
Finland,1994,Industrial processes and product use,5004.94
Finland,1995,Industrial processes and product use,5059.1
Finland,1996,Industrial processes and product use,5304.2
Finland,1997,Industrial processes and product use,5606.54
Finland,1998,Industrial processes and product use,5641.82
Finland,1999,Industrial processes and product use,5802.28
Finland,2000,Industrial processes and product use,5985.31
Finland,2001,Industrial processes and product use,6052.49
Finland,2002,Industrial processes and product use,6089.59
Finland,2003,Industrial processes and product use,6436.39
Finland,2004,Industrial processes and product use,6791.08
Finland,2005,Industrial processes and product use,6760.41
Finland,2006,Industrial processes and product use,6998.58
Finland,2007,Industrial processes and product use,7455.38
Finland,2008,Industrial processes and product use,7701.62
Finland,2009,Industrial processes and product use,6051.83
Finland,2010,Industrial processes and product use,6177.04
Finland,2011,Industrial processes and product use,6136.19
Finland,2012,Industrial processes and product use,5990.25
Finland,2013,Industrial processes and product use,5892.71
Finland,2014,Industrial processes and product use,5665.36
Finland,2015,Industrial processes and product use,5872.96
Finland,2016,Industrial processes and product use,6107.77
Finland,2017,Industrial processes and product use,5922.38
Finland,1990,Agriculture,7510.32
Finland,1991,Agriculture,6978.01
Finland,1992,Agriculture,6451.05
Finland,1993,Agriculture,6735.01
Finland,1994,Agriculture,6868.1
Finland,1995,Agriculture,6795.01
Finland,1996,Agriculture,6796.67
Finland,1997,Agriculture,6787.86
Finland,1998,Agriculture,6578.69
Finland,1999,Agriculture,6535.52
Finland,2000,Agriculture,6548.26
Finland,2001,Agriculture,6570.87
Finland,2002,Agriculture,6654.68
Finland,2003,Agriculture,6507.17
Finland,2004,Agriculture,6500.46
Finland,2005,Agriculture,6521.98
Finland,2006,Agriculture,6466.72
Finland,2007,Agriculture,6446.78
Finland,2008,Agriculture,6539.19
Finland,2009,Agriculture,6535.23
Finland,2010,Agriculture,6629.53
Finland,2011,Agriculture,6450.86
Finland,2012,Agriculture,6418.55
Finland,2013,Agriculture,6534.47
Finland,2014,Agriculture,6555.45
Finland,2015,Agriculture,6513.53
Finland,2016,Agriculture,6557.21
Finland,2017,Agriculture,6500.9
Finland,1990,LULUCF,-14771.59
Finland,1991,LULUCF,-27186.43
Finland,1992,LULUCF,-21082.74
Finland,1993,LULUCF,-21222.41
Finland,1994,LULUCF,-14546.89
Finland,1995,LULUCF,-14047.89
Finland,1996,LULUCF,-21356.58
Finland,1997,LULUCF,-17282.5
Finland,1998,LULUCF,-15536.92
Finland,1999,LULUCF,-17827.64
Finland,2000,LULUCF,-18885.02
Finland,2001,LULUCF,-20764.52
Finland,2002,LULUCF,-21841.47
Finland,2003,LULUCF,-22324.17
Finland,2004,LULUCF,-23488.62
Finland,2005,LULUCF,-24427.51
Finland,2006,LULUCF,-30548.14
Finland,2007,LULUCF,-22565.3
Finland,2008,LULUCF,-21285.41
Finland,2009,LULUCF,-33749.22
Finland,2010,LULUCF,-22149.46
Finland,2011,LULUCF,-22262
Finland,2012,LULUCF,-24781.13
Finland,2013,LULUCF,-19004.23
Finland,2014,LULUCF,-21764.81
Finland,2015,LULUCF,-20066.62
Finland,2016,LULUCF,-18525.97
Finland,2017,LULUCF,-20377.72
Finland,1990,Waste,4671.95
Finland,1991,Waste,4726.4
Finland,1992,Waste,4738.63
Finland,1993,Waste,4731.53
Finland,1994,Waste,4667.58
Finland,1995,Waste,4596.31
Finland,1996,Waste,4491.01
Finland,1997,Waste,4367.4
Finland,1998,Waste,4182.14
Finland,1999,Waste,4092.25
Finland,2000,Waste,3850.03
Finland,2001,Waste,3690.26
Finland,2002,Waste,3431.11
Finland,2003,Waste,3225.47
Finland,2004,Waste,3063.8
Finland,2005,Waste,2823.46
Finland,2006,Waste,2897.64
Finland,2007,Waste,2794.45
Finland,2008,Waste,2674.92
Finland,2009,Waste,2582.11
Finland,2010,Waste,2583.25
Finland,2011,Waste,2502.17
Finland,2012,Waste,2449.14
Finland,2013,Waste,2331.82
Finland,2014,Waste,2206.6
Finland,2015,Waste,2133.72
Finland,2016,Waste,1993.5
Finland,2017,Waste,1888.27
Finland,1990,Other,NA
Finland,1991,Other,NA
Finland,1992,Other,NA
Finland,1993,Other,NA
Finland,1994,Other,NA
Finland,1995,Other,NA
Finland,1996,Other,NA
Finland,1997,Other,NA
Finland,1998,Other,NA
Finland,1999,Other,NA
Finland,2000,Other,NA
Finland,2001,Other,NA
Finland,2002,Other,NA
Finland,2003,Other,NA
Finland,2004,Other,NA
Finland,2005,Other,NA
Finland,2006,Other,NA
Finland,2007,Other,NA
Finland,2008,Other,NA
Finland,2009,Other,NA
Finland,2010,Other,NA
Finland,2011,Other,NA
Finland,2012,Other,NA
Finland,2013,Other,NA
Finland,2014,Other,NA
Finland,2015,Other,NA
Finland,2016,Other,NA
Finland,2017,Other,NA
France,1990,Energy,383521.91
France,1991,Energy,410422.13
France,1992,Energy,401577.71
France,1993,Energy,382468.61
France,1994,Energy,374902.74
France,1995,Energy,381858.63
France,1996,Energy,397998.58
France,1997,Energy,389464.26
France,1998,Energy,408534.25
France,1999,Energy,404208.86
France,2000,Energy,397090.06
France,2001,Energy,402452.6
France,2002,Energy,397183.43
France,2003,Energy,403959.19
France,2004,Energy,403439.07
France,2005,Energy,406614.36
France,2006,Energy,395767.71
France,2007,Energy,384641.92
France,2008,Energy,379734.78
France,2009,Energy,366212.8
France,2010,Energy,372421.27
France,2011,Energy,348052.47
France,2012,Energy,350700.29
France,2013,Energy,351768.2
France,2014,Energy,320898
France,2015,Energy,327554.29
France,2016,Energy,330462.82
France,2017,Energy,332706.83
France,1990,Industrial processes and product use,67436.93
France,1991,Industrial processes and product use,67619.5
France,1992,Industrial processes and product use,65480.89
France,1993,Industrial processes and product use,63139.73
France,1994,Industrial processes and product use,64206.28
France,1995,Industrial processes and product use,64171.03
France,1996,Industrial processes and product use,64684.53
France,1997,Industrial processes and product use,65393.13
France,1998,Industrial processes and product use,59848.01
France,1999,Industrial processes and product use,55529.51
France,2000,Industrial processes and product use,54208.25
France,2001,Industrial processes and product use,54177.59
France,2002,Industrial processes and product use,54216.44
France,2003,Industrial processes and product use,54963.96
France,2004,Industrial processes and product use,53578.47
France,2005,Industrial processes and product use,53441.92
France,2006,Industrial processes and product use,52503.35
France,2007,Industrial processes and product use,52927.78
France,2008,Industrial processes and product use,50711.87
France,2009,Industrial processes and product use,45735.97
France,2010,Industrial processes and product use,47352.57
France,2011,Industrial processes and product use,46943.78
France,2012,Industrial processes and product use,45003.67
France,2013,Industrial processes and product use,45195.3
France,2014,Industrial processes and product use,44611.68
France,2015,Industrial processes and product use,44190.67
France,2016,Industrial processes and product use,43857.42
France,2017,Industrial processes and product use,44402.49
France,1990,Agriculture,82706.39
France,1991,Agriculture,82240.68
France,1992,Agriculture,80780.94
France,1993,Agriculture,79786.15
France,1994,Agriculture,79371.55
France,1995,Agriculture,80115.39
France,1996,Agriculture,80540.48
France,1997,Agriculture,80896.42
France,1998,Agriculture,80806.1
France,1999,Agriculture,81260.93
France,2000,Agriculture,83053
France,2001,Agriculture,82536.08
France,2002,Agriculture,81175.23
France,2003,Agriculture,78310.11
France,2004,Agriculture,78766.06
France,2005,Agriculture,77642.91
France,2006,Agriculture,77188.05
France,2007,Agriculture,78120.01
France,2008,Agriculture,78808.55
France,2009,Agriculture,77969.05
France,2010,Agriculture,76764.13
France,2011,Agriculture,75953.64
France,2012,Agriculture,75849.6
France,2013,Agriculture,75359.34
France,2014,Agriculture,77407.42
France,2015,Agriculture,77115.92
France,2016,Agriculture,76051.44
France,2017,Agriculture,76469.82
France,1990,LULUCF,-21836.06
France,1991,LULUCF,-21578.56
France,1992,LULUCF,-19248.73
France,1993,LULUCF,-22047.86
France,1994,LULUCF,-19611.75
France,1995,LULUCF,-21555.33
