sales,price,brand,ad
14080,1.99,tropicana,1
4160,3.39,tropicana,0
17600,1.99,tropicana,1
27711.99999,1.99,tropicana,0
2240,3.39,tropicana,0
8512,2.29,tropicana,1
1856,3.39,tropicana,0
1984,3.39,tropicana,0
4160,1.99,tropicana,0
192,3.39,tropicana,0
2176,3.39,tropicana,0
13952,1.99,tropicana,0
4992,1.99,tropicana,0
3200,2.19,tropicana,0
1280,3.39,tropicana,0
1984,3.39,tropicana,0
15552,1.99,tropicana,1
2176,3.39,tropicana,0
3136,2.62,tropicana,1
1920,3.14,tropicana,0
2304,2.97,tropicana,0
1344,2.94,tropicana,0
1920,2.94,tropicana,0
1856,2.94,tropicana,0
2176,2.94,tropicana,0
3968,2.96,tropicana,0
3584,2.99,tropicana,0
19328,1.99,tropicana,1
3904,2.55,tropicana,0
2176,2.99,tropicana,0
2176,2.99,tropicana,0
5440,2.7,tropicana,0
5632,2.39,tropicana,0
5888,2.34,tropicana,0
4416,2.29,tropicana,0
3392,2.39,tropicana,0
2048,2.99,tropicana,0
2944,2.99,tropicana,0
3904,2.99,tropicana,0
12416,1.99,tropicana,1
2240,2.99,tropicana,0
22591.99999,1.99,tropicana,1
3904,1.79,tropicana,0
13184,1.79,tropicana,0
13888,1.79,tropicana,0
6336,2.53,tropicana,0
10624,2.5,tropicana,1
7616,2.57,tropicana,0
3136,2.99,tropicana,0
2304,2.76,tropicana,0
7936,2.24,tropicana,1
2496,2.99,tropicana,0
3328,2.99,tropicana,0
2112,2.99,tropicana,0
2496,2.99,tropicana,0
29247.99999,2.49,tropicana,1
6784,2.16,tropicana,0
15488,1.99,tropicana,1
2048,2.99,tropicana,1
4096,2.69,tropicana,0
2624,2.99,tropicana,0
2304,2.99,tropicana,0
1728,2.99,tropicana,0
2112,2.95,tropicana,0
3200,3.04,tropicana,0
4544,2.79,tropicana,1
2240,3,tropicana,0
3520,2.62,minute.maid,0
15424,1.99,minute.maid,1
4352,2.62,minute.maid,0
4544,2.62,minute.maid,0
13184,2.59,minute.maid,1
3712,2.99,minute.maid,0
3648,2.99,minute.maid,0
9024,2.39,minute.maid,1
2624,2.99,minute.maid,0
21696,1.99,minute.maid,1
2624,2.99,minute.maid,0
4288,2.99,minute.maid,0
3712,2.99,minute.maid,0
9216,2.19,minute.maid,1
2688,2.99,minute.maid,0
3328,2.99,minute.maid,0
4608,2.99,minute.maid,0
20992,1.99,minute.maid,1
3968,2.76,minute.maid,0
3264,2.99,minute.maid,0
14848,1.99,minute.maid,1
16192,1.99,minute.maid,1
8384,1.99,minute.maid,0
6464,2.99,minute.maid,0
15680,1.99,minute.maid,1
7808,1.99,minute.maid,0
10752,1.99,minute.maid,0
8256,1.99,minute.maid,0
9024,1.99,minute.maid,0
2496,2.46,minute.maid,0
3392,2.46,minute.maid,0
17152,1.99,minute.maid,1
3328,2.46,minute.maid,0
2688,2.41,minute.maid,0
2944,2.41,minute.maid,0
5184,2.41,minute.maid,0
16896,1.99,minute.maid,1
2752,2.46,minute.maid,0
9792,1.69,minute.maid,0
2880,2.46,minute.maid,1
4096,2.09,minute.maid,0
2752,2.09,minute.maid,0
3328,2.09,minute.maid,0
11328,2.09,minute.maid,0
58047.99997,1.39,minute.maid,1
3648,2.26,minute.maid,0
7936,2.26,minute.maid,0
24128,2.26,minute.maid,0
6208,1.69,minute.maid,1
6336,2.26,minute.maid,0
19328,1.69,minute.maid,1
7552,1.69,minute.maid,0
2368,2.26,minute.maid,0
2432,2.26,minute.maid,0
40384,1.29,minute.maid,1
1984,2.26,minute.maid,0
2304,2.26,minute.maid,0
9088,1.99,minute.maid,1
2688,1.96,minute.maid,0
6464,1.83,minute.maid,0
6080,1.79,minute.maid,0
5760,1.93,minute.maid,0
109696.0001,1.69,minute.maid,1
2432,2.26,minute.maid,0
18176,1.49,minute.maid,0
3584,2.26,minute.maid,0
4544,2.14,minute.maid,0
5056,1.99,minute.maid,0
3584,1.99,minute.maid,0
3136,2.03,minute.maid,0
3136,2.26,minute.maid,0
3456,2.13,minute.maid,0
11264,1.99,minute.maid,1
7680,1.99,minute.maid,0
4672,2.05,minute.maid,0
6400,2.49,minute.maid,1
4480,2.49,minute.maid,1
4608,1.85,minute.maid,0
3328,2.06,minute.maid,0
5056,1.99,minute.maid,0
60288,1.99,minute.maid,1
5184,2.13,minute.maid,0
3456,2.26,minute.maid,0
8896,1.99,minute.maid,1
3392,2.17,minute.maid,0
9728,1.54,minute.maid,0
7552,1.98,minute.maid,1
5312,2.12,minute.maid,0
2880,2.66,minute.maid,0
14080,1.99,minute.maid,1
2368,2.66,minute.maid,0
2560,2.66,minute.maid,0
2688,2.66,minute.maid,0
12864,1.99,minute.maid,1
1856,2.66,minute.maid,0
1792,2.69,minute.maid,0
2432,2.69,minute.maid,0
3200,2.69,minute.maid,0
2368,2.53,minute.maid,0
7872,2,minute.maid,1
3136,2.29,minute.maid,1
2944,2.69,minute.maid,0
15168,2.29,minute.maid,1
1600,2.68,minute.maid,0
9344,1.78,minute.maid,0
2496,2.51,minute.maid,0
27328.00001,2.19,minute.maid,1
8960,1.59,dominicks,1
4352,2.29,dominicks,0
2624,2.29,dominicks,0
3520,2.29,dominicks,0
2368,2.29,dominicks,0
3456,2.49,dominicks,0
5120,2.49,dominicks,0
8000,2.09,dominicks,1
3264,2.09,dominicks,0
3840,2.09,dominicks,0
3136,2.09,dominicks,0
18112,1.89,dominicks,1
4736,1.89,dominicks,0
6656,1.89,dominicks,0
5952,1.79,dominicks,0
12800,1.79,dominicks,1
8832,1.79,dominicks,0
1280,2.49,dominicks,0
48000.00001,1.24,dominicks,1
2048,1.59,dominicks,0
11392,1.59,dominicks,1
48320.00002,0.99,dominicks,0
7616,1.59,dominicks,1
25664.00001,2.49,dominicks,1
8128,2.19,dominicks,0
34112.00002,1.39,dominicks,1
2816,2.19,dominicks,0
2496,2.19,dominicks,0
6912,2.19,dominicks,0
92416.00002,0.99,dominicks,1
2752,2.19,dominicks,0
7168,2.19,dominicks,0
31167.99999,1.49,dominicks,1
13696,1.49,dominicks,0
3072,2.19,dominicks,0
3392,2.19,dominicks,0
5760,1.99,dominicks,1
59904.00001,1.09,dominicks,1
17792,1.59,dominicks,1
12864,1.59,dominicks,0
19968,1.59,dominicks,0
89023.99997,0.99,dominicks,1
384,2.19,dominicks,1
1344,2.19,dominicks,0
1472,2.19,dominicks,0
9664,2.19,dominicks,0
18944,1.59,dominicks,1
4352,1.59,dominicks,0
8000,1.41,dominicks,1
10816,1.29,dominicks,0
2560,1.89,dominicks,0
4544,1.89,dominicks,0
7488,1.59,dominicks,0
12352,0.99,dominicks,0
2880,1.49,dominicks,0
10816,1.39,dominicks,0
10176,1.39,dominicks,0
10048,1.39,dominicks,0
10624,1.59,dominicks,1
7680,1.59,dominicks,0
6144,1.57,dominicks,0
16512,1.49,dominicks,1
9088,1.51,dominicks,0
4288,1.89,dominicks,0
2176,1.81,dominicks,0
13952,1.69,dominicks,1
7424,1.72,dominicks,0
4352,1.89,dominicks,0
18048,1.5,dominicks,1
19968,1.59,dominicks,0
14336,1.59,dominicks,1
6720,1.61,dominicks,0
14144,1.69,dominicks,1
21120,1.32,dominicks,0
4288,1.74,dominicks,0
5056,1.77,dominicks,0
6656,1.47,dominicks,0
28287.99999,1.29,dominicks,0
8448,1.36,dominicks,0
5760,1.41,dominicks,0
8960,0.99,dominicks,0
5632,1.11,dominicks,0
26496,1.39,dominicks,1
7040,1.44,dominicks,0
12032,1.59,dominicks,0
3392,1.62,dominicks,0
3776,1.89,dominicks,0
4032,1.54,dominicks,0
46207.99999,1.29,dominicks,1
12288,1.36,dominicks,0
6336,1.89,dominicks,0
5824,1.9,dominicks,0
3584,1.99,dominicks,0
6720,1.69,dominicks,0
40896.00001,1.69,dominicks,0
22079.99999,1.74,dominicks,0
11840,1.99,dominicks,0
8192,1.99,dominicks,0
6720,1.99,dominicks,0
7424,1.81,dominicks,0
7808,1.26,dominicks,0
4864,1.93,dominicks,0
7360,1.69,dominicks,0
20160,1.49,dominicks,1
4480,1.71,dominicks,0
24640.00001,1.49,dominicks,0
4224,1.9,dominicks,0
5312,3.19,tropicana,0
5504,3.19,tropicana,0
6336,3.19,tropicana,0
4416,3.19,tropicana,0
4544,3.19,tropicana,0
6016,3.19,tropicana,0
5248,3.19,tropicana,0
4096,3.19,tropicana,0
5248,3.19,tropicana,0
2688,3.19,tropicana,0
5888,3.19,tropicana,0
7808,3.19,tropicana,0
5888,3.19,tropicana,0
6016,3.19,tropicana,0
6336,3.19,tropicana,0
5312,3.19,tropicana,1
3904,3.19,tropicana,0
4736,3.04,tropicana,0
5888,3.04,tropicana,0
5504,3.04,tropicana,0
6144,3.04,tropicana,0
8064,3.19,tropicana,0
7040,2.99,tropicana,0
7936,2.99,tropicana,0
5504,2.99,tropicana,0
5824,2.99,tropicana,0
14144,2.39,tropicana,0
11072,2.39,tropicana,0
6656,2.99,tropicana,0
11200,2.59,tropicana,0
6720,2.59,tropicana,0
5184,2.99,tropicana,0
4672,2.99,tropicana,0
7808,2.49,tropicana,0
6272,2.99,tropicana,0
5056,2.99,tropicana,0
6208,2.99,tropicana,0
5440,2.99,tropicana,0
4928,2.99,tropicana,0
4800,2.99,tropicana,0
107648,1.49,tropicana,1
6592,2.99,tropicana,0
16576,1.99,tropicana,1
6784,2.99,tropicana,0
42303.99999,1.99,tropicana,1
11392,1.99,tropicana,0
5312,2.99,tropicana,0
7552,2.29,tropicana,1
4800,2.99,tropicana,0
5824,2.99,tropicana,0
17536,1.99,tropicana,0
9728,1.99,tropicana,0
7040,2.99,tropicana,0
7488,1.99,tropicana,0
9856,2.99,tropicana,1
12352,2.19,tropicana,0
8704,2.19,tropicana,0
6208,2.99,tropicana,0
5184,2.99,tropicana,0
6272,2.99,tropicana,0
37759.99999,1.99,tropicana,1
6080,2.99,tropicana,0
4160,2.49,tropicana,1
5248,2.99,tropicana,0
5056,2.99,tropicana,0
4864,2.94,tropicana,0
5056,2.94,tropicana,0
6016,2.94,tropicana,0
5120,2.94,tropicana,0
6592,2.94,tropicana,0
5952,2.99,tropicana,0
47424.00002,1.99,tropicana,1
9280,2.99,tropicana,0
4480,2.99,tropicana,0
5504,2.99,tropicana,0
4864,2.99,tropicana,0
8384,2.39,tropicana,0
9472,2.39,tropicana,0
6592,2.29,tropicana,0
7232,2.29,tropicana,0
4352,2.89,tropicana,0
6720,2.89,tropicana,0
5696,2.89,tropicana,0
19008,1.99,tropicana,1
4672,2.89,tropicana,0
43647.99999,1.99,tropicana,1
9472,1.79,tropicana,0
47295.99999,1.79,tropicana,0
11328,1.79,tropicana,0
9792,2.89,tropicana,0
16832,2.5,tropicana,1
7040,2.5,tropicana,0
6528,2.89,tropicana,0
6848,2.89,tropicana,0
22976,2.16,tropicana,1
5184,2.89,tropicana,0
5952,2.89,tropicana,0
3968,2.89,tropicana,0
5632,2.89,tropicana,0
51072.00001,2.49,tropicana,1
13632,2.49,tropicana,0
3456,2.89,tropicana,1
7936,2.69,tropicana,0
6912,2.89,tropicana,0
5696,2.89,tropicana,0
4352,2.89,tropicana,0
4992,2.89,tropicana,0
5760,2.79,tropicana,1
4416,2.89,tropicana,0
6016,2.79,tropicana,1
8064,2.89,tropicana,0
12032,2.49,tropicana,1
6272,2.49,tropicana,0
4736,2.89,tropicana,0
7616,2.79,tropicana,1
5120,3.09,tropicana,0
3200,2.62,minute.maid,0
28543.99999,1.99,minute.maid,1
3648,2.62,minute.maid,0
3136,2.62,minute.maid,0
18624,2.59,minute.maid,1
3136,2.62,minute.maid,0
3968,2.62,minute.maid,0
12736,2.39,minute.maid,1
2752,2.62,minute.maid,0
32255.99999,1.99,minute.maid,1
4224,2.62,minute.maid,0
3200,2.62,minute.maid,0
17920,2.19,minute.maid,1
3584,2.62,minute.maid,0
2688,2.62,minute.maid,0
7040,2.62,minute.maid,0
29440,1.99,minute.maid,1
3264,2.33,minute.maid,0
3648,2.62,minute.maid,0
63680.00003,1.79,minute.maid,1
3200,2.62,minute.maid,0
19904,1.99,minute.maid,1
14272,1.99,minute.maid,0
10944,2.62,minute.maid,0
24512.00001,1.99,minute.maid,1
8832,1.99,minute.maid,0
8704,1.99,minute.maid,0
5696,1.99,minute.maid,0
7360,1.99,minute.maid,0
4288,2.42,minute.maid,0
3648,2.36,minute.maid,0
25919.99999,1.99,minute.maid,1
4544,2.17,minute.maid,0
5952,2.12,minute.maid,0
3968,2.12,minute.maid,0
5696,2.12,minute.maid,0
16896,1.99,minute.maid,1
4416,2.17,minute.maid,0
13952,2.17,minute.maid,0
84800.00002,1.94,minute.maid,1
19392,1.96,minute.maid,0
4992,2.17,minute.maid,1
5568,1.99,minute.maid,0
5120,1.99,minute.maid,0
4416,1.99,minute.maid,0
23424.00001,1.99,minute.maid,0
97024.00004,1.39,minute.maid,1
5696,1.99,minute.maid,0
10880,1.99,minute.maid,0
10048,1.99,minute.maid,0
33024.00001,1.99,minute.maid,0
14464,1.49,minute.maid,1
39743.99999,1.69,minute.maid,1
5440,1.99,minute.maid,0
5824,1.99,minute.maid,0
5696,1.99,minute.maid,0
6208,1.99,minute.maid,0
11392,1.99,minute.maid,0
91008.00003,1.29,minute.maid,1
5056,1.99,minute.maid,0
6848,1.99,minute.maid,0
24448,1.99,minute.maid,1
4992,1.99,minute.maid,0
8000,1.89,minute.maid,0
9152,1.79,minute.maid,0
7744,1.79,minute.maid,0
186431.9999,1.69,minute.maid,1
8128,1.99,minute.maid,0
39359.99999,1.49,minute.maid,0
5312,1.99,minute.maid,0
7360,1.99,minute.maid,0
8064,1.99,minute.maid,0
6272,1.99,minute.maid,0
6720,1.99,minute.maid,0
6464,1.99,minute.maid,0
4416,1.99,minute.maid,0
10112,1.99,minute.maid,1
15424,1.99,minute.maid,0
3776,1.99,minute.maid,0
6016,2.49,minute.maid,1
5248,2.49,minute.maid,1
4352,2.49,minute.maid,0
3328,2.39,minute.maid,0
4480,1.99,minute.maid,0
105664,1.99,minute.maid,1
6592,1.99,minute.maid,0
5312,2.39,minute.maid,0
10560,1.99,minute.maid,1
6592,1.99,minute.maid,0
4544,2.39,minute.maid,0
10432,1.99,minute.maid,1
11008,1.99,minute.maid,0
4864,2.39,minute.maid,0
41215.99998,1.79,minute.maid,1
3840,2.39,minute.maid,0
5056,2.39,minute.maid,0
5120,2.39,minute.maid,0
18304,1.79,minute.maid,1
4544,2.39,minute.maid,0
3840,2.49,minute.maid,0
3456,2.49,minute.maid,0
3136,2.49,minute.maid,0
8128,2.02,minute.maid,1
3584,2.19,minute.maid,1
4992,2.49,minute.maid,0
42560,2.29,minute.maid,1
3072,2.49,minute.maid,0
4160,2.45,minute.maid,1
55743.99999,1.99,minute.maid,1
31807.99999,1.99,minute.maid,1
8640,1.69,minute.maid,0
8064,1.69,minute.maid,0
17536,1.99,minute.maid,1
12352,2.49,minute.maid,0
3968,2.49,minute.maid,0
46207.99999,2.19,minute.maid,1
4608,1.59,dominicks,1
768,2.29,dominicks,0
704,2.29,dominicks,0
1664,2.29,dominicks,0
512,2.29,dominicks,0
1856,2.29,dominicks,0
1792,2.29,dominicks,0
3584,2.09,dominicks,1
1216,2.09,dominicks,0
640,2.09,dominicks,0
21056,1.89,dominicks,1
5696,1.89,dominicks,0
4736,1.89,dominicks,0
7104,1.79,dominicks,0
28864,1.79,dominicks,1
2560,1.79,dominicks,0
832,2.29,dominicks,0
99392.00005,1.14,dominicks,1
1024,1.59,dominicks,0
5440,1.59,dominicks,1
7936,1.29,dominicks,0
25599.99999,0.99,dominicks,0
9600,1.59,dominicks,1
30527.99999,2.29,dominicks,1
13056,1.89,dominicks,0
48063.99999,1.39,dominicks,1
2496,1.89,dominicks,0
1600,1.89,dominicks,0
1856,1.89,dominicks,0
125760,0.99,dominicks,1
3392,1.89,dominicks,0
12480,1.89,dominicks,0
48640.00002,1.49,dominicks,1
8960,1.49,dominicks,0
1728,1.89,dominicks,0
2048,1.89,dominicks,0
2880,1.89,dominicks,1
103040,0.94,dominicks,1
896,1.89,dominicks,0
2560,1.89,dominicks,0
2496,1.59,dominicks,1
8064,1.59,dominicks,0
3520,1.59,dominicks,0
138560,0.99,dominicks,1
1920,1.89,dominicks,1
1856,1.89,dominicks,0
1472,1.89,dominicks,0
3648,1.89,dominicks,0
30847.99999,1.59,dominicks,1
2624,1.59,dominicks,0
3712,1.69,dominicks,0
20096,1.26,dominicks,1
1984,1.69,dominicks,0
3776,1.59,dominicks,0
9472,1.69,dominicks,0
81088.00003,0.99,dominicks,1
10496,0.99,dominicks,0
22207.99999,1.49,dominicks,1
1664,1.49,dominicks,0
44352.00002,1.39,dominicks,0
7168,1.39,dominicks,0
3648,1.39,dominicks,0
6592,1.58,dominicks,1
6400,1.58,dominicks,0
15680,1.58,dominicks,0
25088,1.58,dominicks,1
2432,1.58,dominicks,0
4800,1.58,dominicks,0
1408,1.58,dominicks,0
5696,1.58,dominicks,1
4672,1.58,dominicks,0
5312,1.58,dominicks,0
7168,1.58,dominicks,1
95935.99996,1.58,dominicks,0
32000.00001,1.58,dominicks,1
1536,1.58,dominicks,0
21696,1.58,dominicks,1
7744,1.58,dominicks,0
1152,1.58,dominicks,0
1984,1.58,dominicks,0
8128,1.58,dominicks,0
63231.99999,1.58,dominicks,0
21632,1.58,dominicks,0
1472,1.58,dominicks,0
6336,1.58,dominicks,0
6976,1.58,dominicks,0
60031.99998,1.58,dominicks,1
8448,1.58,dominicks,0
36031.99998,1.58,dominicks,0
4928,1.58,dominicks,0
2048,1.58,dominicks,0
10304,1.58,dominicks,0
73600.00002,1.29,dominicks,1
3584,1.29,dominicks,0
7040,1.69,dominicks,0
23744,1.69,dominicks,0
23040,1.79,dominicks,0
21952,1.69,dominicks,0
70848,1.69,dominicks,0
34560,1.69,dominicks,0
19776,1.79,dominicks,0
4352,1.79,dominicks,0
4544,1.79,dominicks,0
11712,1.29,dominicks,0
7744,1.79,dominicks,0
5632,1.69,dominicks,0
39936.00001,1.49,dominicks,1
6272,1.69,dominicks,1
6208,1.79,dominicks,0
15680,1.59,dominicks,0
5312,1.29,dominicks,0
2752,1.79,dominicks,0
3264,1.92,dominicks,0
4736,1.92,dominicks,0
47615.99999,1.49,dominicks,0
4736,1.92,dominicks,0
7872,3.87,tropicana,0
5952,3.87,tropicana,0
9408,3.87,tropicana,0
6528,3.87,tropicana,0
5184,3.87,tropicana,0
6336,3.87,tropicana,0
6016,3.87,tropicana,0
5120,3.87,tropicana,0
6272,3.87,tropicana,0
5376,3.87,tropicana,0
6976,3.87,tropicana,0
6656,3.87,tropicana,0
9088,3.29,tropicana,0
7744,3.29,tropicana,0
14912,2.99,tropicana,1
9344,2.99,tropicana,0
8704,2.99,tropicana,0
5376,3.87,tropicana,0
5376,3.87,tropicana,0
4352,3.87,tropicana,0
7296,3.87,tropicana,0
12480,2.99,tropicana,0
10816,2.99,tropicana,0
6080,3.59,tropicana,0
4800,3.59,tropicana,0
20544,2.39,tropicana,0
11456,2.39,tropicana,0
9088,3.59,tropicana,0
15808,2.59,tropicana,0
8448,2.59,tropicana,0
4480,3.59,tropicana,0
5312,3.59,tropicana,0
21568,2.49,tropicana,0
6720,3.59,tropicana,0
4672,3.59,tropicana,0
5184,3.59,tropicana,0
6336,3.59,tropicana,0
6400,3.59,tropicana,0
3840,3.59,tropicana,0
81983.99998,1.69,tropicana,1
14400,3.59,tropicana,0
47744.00002,1.99,tropicana,1
15744,3.59,tropicana,0
54016,1.99,tropicana,1
32576,1.99,tropicana,0
9344,3.59,tropicana,0
26304,2.29,tropicana,1
5056,3.59,tropicana,0
67200.00003,1.99,tropicana,0
18752,1.99,tropicana,0
6976,3.59,tropicana,0
23744,3.59,tropicana,0
44160,1.99,tropicana,0
38464,1.99,tropicana,0
19392,1.99,tropicana,0
12992,3.59,tropicana,1
37887.99999,2.19,tropicana,0
17920,2.19,tropicana,0
7040,3.59,tropicana,0
5696,3.59,tropicana,0
4096,3.59,tropicana,0
49344,1.99,tropicana,1
7744,3.59,tropicana,0
6784,3.59,tropicana,0
7104,3.19,tropicana,0
7168,3.07,tropicana,0
7872,3.07,tropicana,0
7232,3.07,tropicana,0
7104,3.07,tropicana,0
7552,3.07,tropicana,0
7296,3.19,tropicana,0
71104,1.99,tropicana,1
4864,3.19,tropicana,0
5632,3.19,tropicana,0
6144,3.19,tropicana,0
5376,3.19,tropicana,0
14592,2.39,tropicana,0
6336,2.29,tropicana,0
5056,3.19,tropicana,0
4864,3.19,tropicana,0
6144,3.19,tropicana,0
45632.00001,1.99,tropicana,1
3392,3.19,tropicana,0
67200.00003,1.99,tropicana,1
57856.00001,1.79,tropicana,0
59328,1.79,tropicana,0
11136,1.79,tropicana,0
14016,3.19,tropicana,0
22976,2.5,tropicana,1
11456,2.5,tropicana,0
5952,3.19,tropicana,0
8640,3.19,tropicana,0
31103.99999,2.39,tropicana,1
5504,3.19,tropicana,0
6464,3.19,tropicana,0
4544,3.19,tropicana,0
5504,3.19,tropicana,0
72064,2.49,tropicana,1
35200.00001,2.49,tropicana,0
62080.00001,1.99,tropicana,1
6464,3.19,tropicana,1
27264.00001,2.69,tropicana,0
27967.99999,3.19,tropicana,0
5824,3.19,tropicana,0
3776,3.19,tropicana,0
4160,3.19,tropicana,0
5248,3.09,tropicana,1
5952,3.19,tropicana,0
11648,2.79,tropicana,1
10048,3.19,tropicana,0
25984,2.49,tropicana,1
10944,2.49,tropicana,0
6336,3.19,tropicana,0
15616,2.79,tropicana,1
8704,2.97,tropicana,0
3712,3.17,minute.maid,0
35840,1.99,minute.maid,1
3584,3.17,minute.maid,0
3136,3.17,minute.maid,0
30080,2.59,minute.maid,1
4736,3.17,minute.maid,0
3968,3.17,minute.maid,0
21312,2.39,minute.maid,1
3392,3.17,minute.maid,0
48768,1.99,minute.maid,1
4288,3.17,minute.maid,0
3392,3.17,minute.maid,0
4864,3.17,minute.maid,0
4800,3.17,minute.maid,0
10880,3.17,minute.maid,0
41215.99998,1.99,minute.maid,1
2240,3.13,minute.maid,0
2368,3.17,minute.maid,0
35071.99999,1.99,minute.maid,1
2880,3.17,minute.maid,0
49600.00001,1.99,minute.maid,1
10240,1.99,minute.maid,0
12800,3.17,minute.maid,0
40063.99998,1.99,minute.maid,1
14400,1.99,minute.maid,0
17472,1.99,minute.maid,0
11904,1.99,minute.maid,0
13056,1.99,minute.maid,0
3200,2.59,minute.maid,0
6528,2.59,minute.maid,0
42239.99998,1.99,minute.maid,1
7424,2.59,minute.maid,0
5440,2.49,minute.maid,0
7168,2.49,minute.maid,0
14720,2.49,minute.maid,0
28416.00001,1.99,minute.maid,1
5056,2.59,minute.maid,0
19136,2.59,minute.maid,0
92928.00002,1.69,minute.maid,1
27583.99999,1.69,minute.maid,0
6464,2.59,minute.maid,1
9856,2.09,minute.maid,0
11584,2.09,minute.maid,0
10112,2.09,minute.maid,0
20416,2.09,minute.maid,0
95552.00001,1.39,minute.maid,1
5696,2.39,minute.maid,0
7232,2.39,minute.maid,0
4480,2.39,minute.maid,0
20736,1.79,minute.maid,1
15936,2.39,minute.maid,0
73855.99997,1.69,minute.maid,1
17344,1.69,minute.maid,0
4992,2.39,minute.maid,0
5632,2.39,minute.maid,0
3456,2.39,minute.maid,0
3456,2.39,minute.maid,0
4416,2.39,minute.maid,0
31807.99999,2.39,minute.maid,0
76096,1.29,minute.maid,1
5952,2.39,minute.maid,0
13760,2.39,minute.maid,0
27328.00001,1.99,minute.maid,1
19584,1.89,minute.maid,0
16960,1.79,minute.maid,0
15168,1.79,minute.maid,0
165248,1.69,minute.maid,1
9536,2.39,minute.maid,0
43072,1.49,minute.maid,0
5120,2.39,minute.maid,0
14080,2.39,minute.maid,0
12544,1.99,minute.maid,0
9472,1.99,minute.maid,0
9280,1.99,minute.maid,0
4864,2.39,minute.maid,0
5696,2.39,minute.maid,0
20032,1.99,minute.maid,1
7040,2.49,minute.maid,1
9216,2.49,minute.maid,1
5120,2.49,minute.maid,0
6080,2.79,minute.maid,0
11904,1.99,minute.maid,0
112512,1.99,minute.maid,1
11456,1.99,minute.maid,0
9472,2.79,minute.maid,0
21504,1.99,minute.maid,1
94464.00005,1.99,minute.maid,0
8832,2.79,minute.maid,0
22976,1.99,minute.maid,1
18880,1.99,minute.maid,0
7168,2.79,minute.maid,0
21120,2.09,minute.maid,1
4480,2.79,minute.maid,0
7872,2.79,minute.maid,0
6528,2.79,minute.maid,0
23487.99999,2.09,minute.maid,1
5888,2.79,minute.maid,0
4224,2.89,minute.maid,0
5760,2.89,minute.maid,0
4096,2.89,minute.maid,0
6848,2.89,minute.maid,0
25151.99999,2,minute.maid,1
5632,2.19,minute.maid,1
6336,2.89,minute.maid,0
52032,2.29,minute.maid,1
5312,2.89,minute.maid,0
3712,2.81,minute.maid,1
60927.99999,1.99,minute.maid,1
19520,1.99,minute.maid,1
16640,1.69,minute.maid,0
12480,1.69,minute.maid,0
43584.00002,1.99,minute.maid,1
6144,2.89,minute.maid,0
3968,2.69,minute.maid,0
52480.00002,2.19,minute.maid,1
7168,1.59,dominicks,1
2560,2.69,dominicks,0
2368,2.69,dominicks,0
2752,2.69,dominicks,0
1280,2.69,dominicks,0
1920,2.69,dominicks,0
6144,2.69,dominicks,0
6656,2.09,dominicks,1
4608,2.09,dominicks,0
1984,2.09,dominicks,0
2752,2.09,dominicks,0
37312.00001,1.89,dominicks,1
12864,1.89,dominicks,0
14656,1.79,dominicks,0
11712,1.79,dominicks,0
960,2.69,dominicks,0
62784,1.24,dominicks,1
896,1.59,dominicks,0
16768,1.59,dominicks,1
23615.99999,1.29,dominicks,0
16320,0.99,dominicks,0
19008,1.59,dominicks,1
31551.99999,2.49,dominicks,1
6848,2.69,dominicks,0
44031.99999,1.39,dominicks,1
1728,2.69,dominicks,0
1280,2.69,dominicks,0
1856,2.69,dominicks,0
118976,0.99,dominicks,1
3200,2.69,dominicks,0
7232,2.69,dominicks,0
42048.00001,1.49,dominicks,1
10752,1.49,dominicks,0
1728,2.69,dominicks,0
4096,2.69,dominicks,0
11456,1.99,dominicks,1
78527.99999,1.09,dominicks,1
832,2.69,dominicks,0
6016,2.69,dominicks,0
16384,1.59,dominicks,1
17344,1.59,dominicks,0
10816,1.59,dominicks,0
126208.0001,0.99,dominicks,1
1344,2.69,dominicks,1
1536,2.69,dominicks,0
2176,2.69,dominicks,0
20672,2.69,dominicks,0
37056,1.59,dominicks,1
1344,2.69,dominicks,0
13696,1.49,dominicks,1
16320,1.29,dominicks,0
4288,1.99,dominicks,0
7808,1.99,dominicks,0
23424.00001,1.59,dominicks,1
10816,1.59,dominicks,0
10624,1.99,dominicks,0
52672,0.99,dominicks,1
11008,0.99,dominicks,0
37696,1.49,dominicks,1
9920,1.49,dominicks,0
17920,1.39,dominicks,0
7936,1.39,dominicks,0
5440,1.39,dominicks,0
13056,1.58,dominicks,0
10624,1.58,dominicks,0
27328.00001,1.58,dominicks,1
9856,1.58,dominicks,0
4160,1.58,dominicks,0
4032,1.58,dominicks,0
13120,1.58,dominicks,1
9344,1.58,dominicks,0
3072,1.58,dominicks,0
25599.99999,1.58,dominicks,1
20032,1.58,dominicks,0
9024,1.58,dominicks,1
2240,1.58,dominicks,0
16000,1.58,dominicks,1
5760,1.58,dominicks,0
13888,1.58,dominicks,0
63807.99998,1.58,dominicks,0
9152,1.58,dominicks,0
4736,1.58,dominicks,0
15552,1.58,dominicks,0
9856,1.58,dominicks,0
42752,1.58,dominicks,1
12288,1.58,dominicks,0
19904,1.58,dominicks,0
16256,1.58,dominicks,0
8704,1.58,dominicks,0
11584,1.58,dominicks,0
65407.99999,1.29,dominicks,1
24192,1.29,dominicks,0
10816,1.99,dominicks,0
10304,1.99,dominicks,0
6464,2.09,dominicks,0
