day,month,year,bib6,bib8
22,December,1932,112,121
23,December,1932,112,121
24,December,1932,112,120
25,December,1932,112,120
26,December,1932,112,120
27,December,1932,112,120
28,December,1932,112,120
29,December,1932,112,120
30,December,1932,112,120
31,December,1932,112,120
1,January,1933,112,119
2,January,1933,112,119
3,January,1933,112,119
4,January,1933,112,119
5,January,1933,112,119
6,January,1933,112,119
7,January,1933,112,119
8,January,1933,112,119
9,January,1933,112,119
10,January,1933,112,118
11,January,1933,112,118
12,January,1933,112,118
13,January,1933,111,118
14,January,1933,111,118
15,January,1933,111,118
16,January,1933,111,118
17,January,1933,111,118
18,January,1933,111,118
19,January,1933,111,118
20,January,1933,111,118
21,January,1933,111,118
22,January,1933,111,118
23,January,1933,111,118
24,January,1933,111,118
25,January,1933,111,118
26,January,1933,111,118
27,January,1933,111,117
28,January,1933,111,117
29,January,1933,111,117
30,January,1933,111,117
31,January,1933,111,117
1,February,1933,111,117
2,February,1933,111,117
3,February,1933,111,117
4,February,1933,111,117
5,February,1933,111,117
6,February,1933,111,117
7,February,1933,111,117
8,February,1933,110,117
9,February,1933,110,117
10,February,1933,110,117
11,February,1933,110,115
12,February,1933,110,115
13,February,1933,110,115
14,February,1933,110,115
15,February,1933,110,115
16,February,1933,110,113
17,February,1933,110,113
18,February,1933,110,113
19,February,1933,109,113
20,February,1933,109,113
21,February,1933,109,113
22,February,1933,109,113
23,February,1933,109,113
24,February,1933,109,113
25,February,1933,109,113
26,February,1933,109,113
27,February,1933,109,113
28,February,1933,109,113
1,March,1933,109,113
2,March,1933,109,113
3,March,1933,109,113
4,March,1933,109,113
5,March,1933,109,113
6,March,1933,109,113
7,March,1933,109,112
8,March,1933,109,112
9,March,1933,109,112
10,March,1933,109,112
11,March,1933,109,112
12,March,1933,109,112
13,March,1933,109,112
14,March,1933,109,112
15,March,1933,109,112
16,March,1933,109,112
17,March,1933,109,112
18,March,1933,109,112
19,March,1933,108,112
20,March,1933,108,112
21,March,1933,108,112
22,March,1933,108,112
23,March,1933,108,112
24,March,1933,108,112
25,March,1933,108,112
26,March,1933,107,112
27,March,1933,107,112
28,March,1933,107,112
29,March,1933,107,112
30,March,1933,107,112
31,March,1933,107,112
1,April,1933,107,112
2,April,1933,107,112
3,April,1933,107,112
4,April,1933,107,112
5,April,1933,106,112
6,April,1933,106,112
7,April,1933,106,112
8,April,1933,106,112
9,April,1933,106,112
10,April,1933,106,112
11,April,1933,106,112
12,April,1933,106,112
13,April,1933,106,112
14,April,1933,106,112
15,April,1933,106,112
16,April,1933,106,112
17,April,1933,106,112
18,April,1933,106,112
19,April,1933,106,112
20,April,1933,106,112
21,April,1933,106,112
22,April,1933,106,112
23,April,1933,106,111
24,April,1933,106,111
25,April,1933,106,111
26,April,1933,106,111
27,April,1933,106,111
28,April,1933,106,111
29,April,1933,106,111
30,April,1933,105,111
1,May,1933,105,111
2,May,1933,105,111
3,May,1933,105,111
4,May,1933,105,111
5,May,1933,105,111
6,May,1933,105,111
7,May,1933,105,111
8,May,1933,105,111
9,May,1933,105,111
10,May,1933,105,111
11,May,1933,105,111
12,May,1933,105,111
13,May,1933,105,111
14,May,1933,105,111
15,May,1933,105,111
16,May,1933,105,111
17,May,1933,105,111
18,May,1933,105,111
19,May,1933,105,111
20,May,1933,104,111
21,May,1933,104,111
22,May,1933,104,111
23,May,1933,104,111
24,May,1933,104,111
25,May,1933,104,111
26,May,1933,104,111
27,May,1933,104,111
28,May,1933,104,111
29,May,1933,104,111
30,May,1933,104,111
31,May,1933,104,111
1,June,1933,104,111
2,June,1933,104,111
3,June,1933,104,111
4,June,1933,104,111
5,June,1933,104,111
6,June,1933,104,111
7,June,1933,104,111
8,June,1933,104,111
9,June,1933,104,111
10,June,1933,104,111
11,June,1933,104,111
12,June,1933,104,111
13,June,1933,104,111
14,June,1933,104,111
15,June,1933,104,111
16,June,1933,104,111
17,June,1933,104,111
18,June,1933,103,111
19,June,1933,103,111
20,June,1933,103,111
21,June,1933,103,111
22,June,1933,102,111
23,June,1933,102,111
24,June,1933,102,111
25,June,1933,102,111
26,June,1933,102,111
27,June,1933,102,111
28,June,1933,102,111
29,June,1933,102,111
30,June,1933,102,111
1,July,1933,102,111
2,July,1933,102,111
3,July,1933,102,111
4,July,1933,102,111
5,July,1933,102,111
6,July,1933,102,111
7,July,1933,102,111
8,July,1933,102,111
9,July,1933,102,111
10,July,1933,102,111
11,July,1933,102,111
12,July,1933,102,111
13,July,1933,102,111
14,July,1933,102,111
15,July,1933,102,111
16,July,1933,102,111
17,July,1933,102,111
18,July,1933,102,111
19,July,1933,102,111
20,July,1933,102,111
21,July,1933,102,111
22,July,1933,102,111
23,July,1933,102,111
24,July,1933,102,111
25,July,1933,102,111
26,July,1933,102,111
27,July,1933,102,111
28,July,1933,102,111
29,July,1933,102,111
30,July,1933,102,111
31,July,1933,102,111
1,August,1933,102,111
2,August,1933,102,111
3,August,1933,102,111
4,August,1933,102,111
5,August,1933,102,111
6,August,1933,102,111
7,August,1933,102,111
8,August,1933,102,111
9,August,1933,102,111
10,August,1933,102,111
11,August,1933,102,111
12,August,1933,102,111
13,August,1933,102,111
14,August,1933,102,111
15,August,1933,102,111
16,August,1933,102,111
17,August,1933,102,111
18,August,1933,102,111
19,August,1933,102,111
20,August,1933,102,111
21,August,1933,102,111
22,August,1933,102,111
23,August,1933,102,111
24,August,1933,102,111
25,August,1933,102,111
26,August,1933,102,111
27,August,1933,102,111
28,August,1933,102,111
29,August,1933,102,111
30,August,1933,102,111
31,August,1933,102,111
1,September,1933,102,111
2,September,1933,102,111
3,September,1933,102,111
4,September,1933,102,111
5,September,1933,102,111
6,September,1933,102,111
7,September,1933,102,110
8,September,1933,102,110
9,September,1933,102,110
10,September,1933,102,110
11,September,1933,102,110
12,September,1933,102,110
13,September,1933,102,110
14,September,1933,102,110
15,September,1933,102,110
16,September,1933,102,110
17,September,1933,102,110
18,September,1933,102,110
19,September,1933,102,110
20,September,1933,102,110
21,September,1933,102,110
22,September,1933,102,111
23,September,1933,102,111
24,September,1933,102,111
25,September,1933,102,111
26,September,1933,102,111
27,September,1933,102,111
28,September,1933,102,111
29,September,1933,102,111
30,September,1933,102,111
1,October,1933,102,111
2,October,1933,102,111
3,October,1933,102,111
4,October,1933,102,111
5,October,1933,102,111
6,October,1933,102,111
7,October,1933,102,111
8,October,1933,102,111
9,October,1933,102,111
10,October,1933,102,111
11,October,1933,102,111
12,October,1933,102,111
13,October,1933,102,111
14,October,1933,102,111
15,October,1933,102,111
16,October,1933,102,111
17,October,1933,102,111
18,October,1933,102,111
19,October,1933,102,111
20,October,1933,102,111
21,October,1933,102,111
22,October,1933,102,111
23,October,1933,102,111
24,October,1933,102,111
25,October,1933,102,111
26,October,1933,102,111
27,October,1933,102,111
28,October,1933,102,111
29,October,1933,102,111
30,October,1933,102,111
31,October,1933,102,111
1,November,1933,102,111
2,November,1933,102,111
3,November,1933,102,111
4,November,1933,102,111
5,November,1933,102,111
6,November,1933,102,111
7,November,1933,102,111
8,November,1933,102,111
9,November,1933,102,111
10,November,1933,102,111
11,November,1933,102,111
12,November,1933,102,111
13,November,1933,102,111
14,November,1933,102,111
15,November,1933,102,111
16,November,1933,102,111
17,November,1933,102,111
18,November,1933,102,111
19,November,1933,102,111
20,November,1933,102,111
21,November,1933,102,111
22,November,1933,102,111
23,November,1933,102,111
24,November,1933,102,111
25,November,1933,102,111
26,November,1933,102,111
27,November,1933,102,111
28,November,1933,102,111
29,November,1933,102,111
30,November,1933,102,111
1,December,1933,102,111
2,December,1933,102,111
3,December,1933,102,111
4,December,1933,102,111
5,December,1933,102,111
6,December,1933,102,111
7,December,1933,102,111
8,December,1933,102,111
9,December,1933,102,111
10,December,1933,102,111
11,December,1933,102,111
12,December,1933,102,111
13,December,1933,102,111
14,December,1933,102,111
15,December,1933,102,111
16,December,1933,102,111
17,December,1933,102,111
18,December,1933,102,111
19,December,1933,102,111
20,December,1933,102,111
21,December,1933,102,111
22,December,1933,102,111
23,December,1933,102,111
24,December,1933,102,111
25,December,1933,102,111
26,December,1933,102,111
27,December,1933,102,111
28,December,1933,102,111
29,December,1933,102,111
30,December,1933,102,111
31,December,1933,102,111
1,January,1934,102,111
2,January,1934,102,111
3,January,1934,102,111
4,January,1934,102,111
5,January,1934,102,111
6,January,1934,102,111
7,January,1934,102,111
8,January,1934,102,111
9,January,1934,102,111
10,January,1934,102,111
11,January,1934,102,111
12,January,1934,102,111
13,January,1934,102,110
14,January,1934,102,110
15,January,1934,102,110
16,January,1934,102,110
17,January,1934,102,110
18,January,1934,102,110
19,January,1934,102,110
20,January,1934,102,110
21,January,1934,102,110
22,January,1934,102,110
23,January,1934,102,110
24,January,1934,102,110
25,January,1934,102,110
26,January,1934,102,110
27,January,1934,102,110
28,January,1934,102,110
29,January,1934,102,110
30,January,1934,102,110
31,January,1934,102,110
1,February,1934,102,110
2,February,1934,102,110
3,February,1934,102,110
4,February,1934,102,110
5,February,1934,102,110
6,February,1934,102,110
7,February,1934,102,110
8,February,1934,102,110
9,February,1934,102,110
10,February,1934,102,110
11,February,1934,102,110
12,February,1934,102,110
13,February,1934,102,110
14,February,1934,102,110
15,February,1934,102,110
16,February,1934,102,110
17,February,1934,102,110
18,February,1934,102,110
19,February,1934,102,110
20,February,1934,102,110
21,February,1934,102,110
22,February,1934,102,110
23,February,1934,102,110
24,February,1934,102,110
25,February,1934,102,110
26,February,1934,102,110
27,February,1934,102,110
28,February,1934,102,110
1,March,1934,102,110
2,March,1934,102,110
3,March,1934,102,110
4,March,1934,102,110
5,March,1934,102,110
6,March,1934,102,110
7,March,1934,102,110
8,March,1934,102,110
9,March,1934,102,110
10,March,1934,102,110
11,March,1934,102,110
12,March,1934,102,110
13,March,1934,102,110
14,March,1934,102,110
15,March,1934,102,110
16,March,1934,102,110
17,March,1934,102,110
18,March,1934,102,110
19,March,1934,102,110
20,March,1934,102,110
21,March,1934,102,110
22,March,1934,102,110
23,March,1934,102,110
24,March,1934,102,110
25,March,1934,102,110
26,March,1934,102,110
27,March,1934,102,110
28,March,1934,102,110
29,March,1934,102,110
30,March,1934,102,110
31,March,1934,102,110
1,April,1934,102,110
2,April,1934,102,110
3,April,1934,102,110
4,April,1934,102,110
5,April,1934,102,110
6,April,1934,102,110
7,April,1934,102,110
8,April,1934,102,110
9,April,1934,102,110
10,April,1934,102,110
11,April,1934,102,110
12,April,1934,102,110
13,April,1934,102,110
14,April,1934,102,110
15,April,1934,102,110
16,April,1934,102,110
17,April,1934,102,110
18,April,1934,102,110
19,April,1934,102,110
20,April,1934,102,110
21,April,1934,102,110
22,April,1934,102,110
23,April,1934,102,110
24,April,1934,102,110
25,April,1934,102,110
26,April,1934,102,110
27,April,1934,102,110
28,April,1934,102,110
29,April,1934,102,110
30,April,1934,102,110
1,May,1934,102,110
2,May,1934,102,110
3,May,1934,102,110
4,May,1934,102,110
5,May,1934,102,110
6,May,1934,102,110
7,May,1934,102,110
8,May,1934,102,110
9,May,1934,102,110
10,May,1934,102,110
11,May,1934,102,110
12,May,1934,102,110
13,May,1934,102,110
14,May,1934,102,110
15,May,1934,102,110
16,May,1934,102,110
17,May,1934,102,110
18,May,1934,102,110
19,May,1934,102,110
20,May,1934,102,110
21,May,1934,102,110
22,May,1934,102,110
23,May,1934,102,110
24,May,1934,102,110
25,May,1934,102,110
26,May,1934,102,110
27,May,1934,102,110
28,May,1934,102,110
29,May,1934,102,110
30,May,1934,102,110
31,May,1934,102,110
1,June,1934,102,110
2,June,1934,102,110
3,June,1934,102,110
4,June,1934,102,110
5,June,1934,102,110
6,June,1934,102,110
7,June,1934,102,110
8,June,1934,102,110
9,June,1934,102,110
10,June,1934,102,110
11,June,1934,102,110
12,June,1934,102,110
13,June,1934,102,110
14,June,1934,102,110
15,June,1934,102,110
16,June,1934,102,110
17,June,1934,102,110
18,June,1934,102,110
19,June,1934,102,110
20,June,1934,102,110
21,June,1934,102,110
22,June,1934,102,110
23,June,1934,102,110
24,June,1934,102,110
25,June,1934,102,110
26,June,1934,102,110
27,June,1934,102,110
28,June,1934,102,110
29,June,1934,102,110
30,June,1934,102,110
1,July,1934,102,109
2,July,1934,102,109
3,July,1934,102,109
4,July,1934,102,109
5,July,1934,102,109
6,July,1934,102,109
7,July,1934,102,109
8,July,1934,102,109
9,July,1934,102,109
10,July,1934,102,109
11,July,1934,102,109
12,July,1934,102,109
13,July,1934,102,109
14,July,1934,102,109
15,July,1934,102,109
16,July,1934,102,109
17,July,1934,102,109
18,July,1934,102,109
19,July,1934,102,109
20,July,1934,102,109
21,July,1934,102,109
22,July,1934,102,109
23,July,1934,102,109
24,July,1934,102,109
25,July,1934,102,109
26,July,1934,102,109
27,July,1934,102,109
28,July,1934,102,109
29,July,1934,102,109
30,July,1934,102,109
31,July,1934,102,109
1,August,1934,102,109
2,August,1934,102,109
3,August,1934,102,109
4,August,1934,102,109
5,August,1934,102,109
6,August,1934,102,109
7,August,1934,102,109
8,August,1934,102,109
9,August,1934,102,109
10,August,1934,102,109
11,August,1934,102,109
12,August,1934,102,109
13,August,1934,102,109
14,August,1934,102,109
15,August,1934,102,109
16,August,1934,102,109
17,August,1934,102,109
18,August,1934,102,109
19,August,1934,102,109
20,August,1934,102,109
21,August,1934,102,109
