"sat","tothrs","cumgpa","season","frstsem","crsgpa","verbmath","trmgpa","hssize","hsrank","id","female","black","white","ctrmgpa","ctothrs","ccrsgpa","ccrspop","cseason","hsperc","football"
1210,16,4,0,0,2.63949990272522,0.833329975605011,4,546,12,8386,0,0,1,0,16,0.0707998275756836,-149.5,-1,2.19780230522156,0
1350,77,3.40000009536743,1,0,3.11759996414185,0.901409983634949,4,5,4,8413,1,0,1,0.400000095367432,15,0.580199956893921,400.800018310547,0,80,0
750,13,0,0,0,3.15319991111755,1.34375,1.28999996185303,194,182,8415,0,0,1,1.28999996185303,13,0.756999969482422,-284.25,-1,93.8144302368164,0
820,69,2.71000003814697,0,0,2.90899991989136,0.822220027446747,2.94000005722046,210,17,8435,0,0,1,0.340000152587891,15,0.263599872589111,-175.730041503906,-1,8.09523773193359,0
820,66,2.13000011444092,0,0,2.92569994926453,0.822220027446747,2.28999996185303,214,55,8441,0,0,1,-0.210000038146973,12,0.349799871444702,-72.4500122070312,-1,25.7009353637695,0
1010,93,1.74000000953674,1,0,2.95040011405945,0.655740022659302,2.61999988555908,408,140,8557,0,0,1,1.70999979972839,11,0.296200037002563,264.600006103516,0,34.3137245178223,0
1040,16,2.4300000667572,1,0,2.65560007095337,0.793099999427795,2.63000011444092,193,37,8656,1,0,1,0.130000114440918,16,0.0618000030517578,-262.659912109375,0,19.1709842681885,0
1150,17,1.75999999046326,1,0,2.39039993286133,0.796880006790161,2.30999994277954,283,13,8754,1,0,1,0.549999952316284,17,0.127399921417236,-713.419982910156,0,4.5936393737793,0
1000,44,2.4300000667572,1,0,2.97469997406006,0.754390001296997,3.46000003814697,159,67,8760,1,0,1,1.05999994277954,15,0.444599866867065,-608,1,42.1383628845215,0
880,70,2,0,0,2.94370007514954,1.20000004768372,1.75,230,82,8834,0,1,0,1.25,12,0.299900054931641,130.25,-1,35.652172088623,1
640,52,1.73000001907349,0,0,3.03760004043579,1.06452000141144,1.5,219,63,8842,0,1,0,-0.5,12,0.0987999439239502,17.25,-1,28.7671241760254,1
800,54,2.20000004768372,0,0,2.92379999160767,0.860469996929169,2.25,831,220,8997,0,1,0,-0.349999904632568,15,0.351700067520142,102.950012207031,-1,26.4741268157959,1
1190,13,2.15000009536743,0,0,2.78520011901855,0.830770015716553,2.75999999046326,323,117,9008,0,0,1,0.609999895095825,13,0.0795001983642578,-197.470031738281,-1,36.2229118347168,1
470,69,1.88999998569489,0,0,2.82590007781982,0.74074000120163,1.20000004768372,231,92,9058,0,1,0,0.200000047683716,15,0.130100011825562,232.150024414062,-1,39.8268394470215,1
1010,69,1.97000002861023,1,0,3.05940008163452,0.803569972515106,2.59999990463257,100,46,9386,0,0,1,0.599999904632568,12,0.374300003051758,-153.420013427734,0,46,0
1150,17,0.759999990463257,0,0,2.78290009498596,0.885249972343445,0.850000023841858,513,277,9427,0,0,1,0.0900000333786011,17,0.314200162887573,473.029968261719,-1,53.9961013793945,1
740,107,2.15000009536743,1,0,3.06459999084473,0.644439995288849,2.23000001907349,253,49,9553,0,0,1,-0.170000076293945,15,0.0204999446868896,-313.400024414062,0,19.3675880432129,0
1100,42,2.66000008583069,1,0,2.86540007591248,0.74602997303009,2.13000011444092,240,129,9589,0,0,1,0.130000114440918,12,0.36050009727478,-651.75,0,53.75,0
1110,124,2.91000008583069,1,0,3.64890003204346,1.05555999279022,3.79999995231628,448,105,9605,1,0,1,0.970000028610229,18,0.333100080490112,-112.5,0,23.4375,0
1020,84,2.54999995231628,0,0,3.36579990386963,1.31817996501923,3.21000003814697,519,68,9656,0,1,0,1.00999999046326,15,0.585299968719482,-163.599975585938,-1,13.1021194458008,1
1050,14,2,0,0,2.58349990844727,0.75,2.17000007629395,310,110,9711,0,0,1,0.170000076293945,14,0.0127999782562256,79.5,-1,35.4838714599609,1
650,47,2.17000007629395,1,0,2.91449999809265,0.857140004634857,2.40000009536743,249,97,10134,1,0,1,0.400000095367432,15,0.199199914932251,310,0,38.9558219909668,0
880,72,2.75,1,0,3.15930008888245,0.629630029201508,2.79999995231628,600,500,10612,0,0,1,-0.799999952316284,15,0.228900194168091,-361.600006103516,0,83.3333358764648,0
1070,69,2.25999999046326,1,0,2.72569990158081,0.813560009002686,2.40000009536743,491,127,10692,0,0,1,0.110000133514404,14,-0.282900094985962,73.1000061035156,1,25.8655796051025,0
1090,15,2,0,0,2.79410004615784,0.946430027484894,2.84999990463257,524,308,10784,0,0,1,0.609999895095825,15,0.408300161361694,40.4000244140625,-1,58.7786254882812,0
890,113,2.02999997138977,1,0,3.07529997825623,0.745100021362305,2.13000011444092,200,88,11061,0,0,1,0.300000071525574,18,0.356899976730347,-56,1,44,0
630,115,2.0699999332428,0,0,2.54229998588562,0.615379989147186,1.75,167,87,11323,0,0,1,0,12,0.0123000144958496,-127,-1,52.0958099365234,1
1010,12,1.75,0,0,2.76749992370605,0.980390012264252,1.53999996185303,91,60,11532,0,0,1,-0.210000038146973,12,0.255699872970581,120.75,-1,65.9340667724609,1
520,125,1.97000002861023,0,0,3.07690000534058,0.625,0,343,160,11799,0,1,0,-1.25,12,0.309499979019165,-30.75,-1,46.6472320556641,1
740,15,1.12999999523163,1,0,2.80599999427795,1.3125,2.19000005722046,232,63,11831,1,0,1,0.950000047683716,15,0.41100001335144,-153.099975585938,0,27.1551723480225,0
760,15,2.59999990463257,0,0,2.76729989051819,1,0.930000007152557,510,441,11883,0,1,0,-1.48000001907349,15,-0.203999996185303,40.6199951171875,-1,86.470588684082,1
920,81,2.95000004768372,1,0,2.62899994850159,1.19047999382019,2.82999992370605,492,106,11978,1,0,1,-0.460000038146973,17,-0.297199964523315,-159.000030517578,0,21.5447158813477,0
980,74,2.36999988555908,1,0,2.67639994621277,0.884620010852814,0.75,260,86,11998,0,0,1,-2.04999995231628,15,-0.217299938201904,503.799987792969,1,33.0769233703613,0
880,17,3.04999995231628,0,0,2.6849000453949,0.759999990463257,3.25,177,12,12005,0,0,1,0.200000047683716,17,0.0234999656677246,153.10009765625,-1,6.77966117858887,1
960,92,3.02999997138977,1,0,3.06559991836548,0.600000023841858,2.78999996185303,265,42,12234,0,0,1,-0.279999971389771,14,-0.286600112915039,129.669998168945,0,15.8490562438965,0
920,14,2,1,0,2.47919988632202,0.803919970989227,1.42999994754791,345,30,12265,1,0,1,-0.570000052452087,14,0.00609993934631348,189.550048828125,0,8.69565200805664,0
820,104,2.45000004768372,0,0,2.44190001487732,0.744679987430573,1.75,175,64,12422,0,0,1,-0.5,12,-0.262700080871582,64.5,-1,36.5714302062988,1
920,105,2.82999992370605,1,0,3.02349996566772,0.735849976539612,3.32999992370605,474,244,12607,0,0,1,0.529999971389771,15,0.261399984359741,-129.929992675781,1,51.4767913818359,0
900,95,2.16000008583069,1,0,2.74819993972778,0.875,1.66999995708466,199,52,12659,0,0,1,-0.139999985694885,16,0.120800018310547,-384.170013427734,1,26.1306533813477,0
500,121,2.01999998092651,0,0,2.78900003433228,0.666670024394989,1.60000002384186,475,145,12725,0,1,0,0.100000023841858,12,0.0389001369476318,-206.800003051758,-1,30.5263156890869,1
710,16,1.80999994277954,0,0,2.78369998931885,0.868420004844666,2.34999990463257,254,85,12753,0,1,0,0.639999866485596,15,0.497299909591675,236.4599609375,-1,33.4645652770996,1
910,13,2.83999991416931,0,0,2.46370005607605,0.71697998046875,2.13000011444092,241,93,12761,0,0,1,-0.619999885559082,12,-0.589299917221069,201.599975585938,-1,38.5892105102539,1
830,58,1.8400000333786,0,0,2.79410004615784,0.930230021476746,1.75,195,71,12850,0,0,1,-0.450000047683716,15,-0.0260000228881836,70.7000122070312,-1,36.4102554321289,1
970,96,2.27999997138977,1,0,2.9047999382019,0.901960015296936,2,184,27,12933,0,1,0,-0.710000038146973,14,-0.266400098800659,-82.5999755859375,1,14.6739130020142,0
760,16,1.75,0,0,2.73429989814758,0.80952000617981,2.23000001907349,165,86,12935,0,1,0,0.800000071525574,15,-0.300900220870972,301.529998779297,-1,52.1212120056152,1
960,46,1.73000001907349,0,0,2.91249990463257,0.745450019836426,3.38000011444092,170,27,12943,0,0,1,2.38000011444092,13,0.3086998462677,-506.599975585938,-1,15.8823528289795,1
860,69,3.4300000667572,1,0,2.95210003852844,0.720000028610229,3.63000011444092,413,31,12949,0,0,1,0.430000066757202,15,0.256700038909912,-214.129974365234,1,7.50605344772339,0
1060,15,3.05999994277954,1,0,2.86989998817444,0.927269995212555,3.07999992370605,657,141,13116,0,0,1,0.00999999046325684,15,0.327399969100952,-391.050048828125,1,21.4611873626709,0
1170,46,3.45000004768372,1,0,2.80369997024536,0.918030023574829,3,178,25,13161,1,0,1,-0.200000047683716,15,-0.135299921035767,-429.799987792969,0,14.0449438095093,0
1140,14,3.0699999332428,1,0,2.7525999546051,0.628570020198822,3.22000002861023,348,32,13212,0,0,1,0.150000095367432,14,-0.0329000949859619,70.4000244140625,0,9.19540214538574,0
890,83,2.01999998092651,0,0,3.0466001033783,0.893620014190674,2.32999992370605,275,27,13235,0,1,0,0.949999928474426,13,0.348000049591064,-304.149993896484,-1,9.81818199157715,1
1010,12,1.9099999666214,1,0,2.6988000869751,0.771929979324341,2.21000003814697,239,43,13269,0,0,1,0.140000104904175,12,-0.203499794006348,82.5999755859375,1,17.9916324615479,0
910,15,2.85999989509583,1,0,2.58660006523132,0.68519002199173,2.76999998092651,348,177,13412,0,0,1,0.00999999046325684,15,0.200800180435181,-22,0,50.8620681762695,0
960,96,2.61999988555908,1,0,2.59150004386902,0.655170023441315,2.5,328,94,13420,0,0,1,0.0799999237060547,12,0.0494000911712646,-216.75,0,28.6585369110107,0
880,81,2.38000011444092,1,0,2.80749988555908,0.955560028553009,2.52999997138977,161,35,13469,1,0,1,-0.220000028610229,16,-0.0918002128601074,-299.450012207031,0,21.7391300201416,0
820,113,3.11999988555908,0,0,3.15580010414124,1.10256004333496,3.5,94,43,13505,0,0,1,0.609999895095825,17,0.12470006942749,-83.7399978637695,-1,45.7446823120117,0
800,49,2.73000001907349,1,0,2.51839995384216,0.904760003089905,2.75999999046326,148,26,13535,1,0,1,0.00999999046325684,16,-0.256500005722046,4.79998779296875,0,17.5675678253174,0
940,45,2.03999996185303,0,0,2.89809989929199,0.918370008468628,2.4300000667572,179,49,13647,0,0,1,0.00999999046325684,12,0.236899852752686,-366.5,-1,27.3743019104004,0
740,40,1.87000000476837,0,0,3.0081000328064,1.11428999900818,1.75,770,90,13653,0,0,1,0.289999961853027,13,0.292799949645996,-246.830017089844,-1,11.6883115768433,0
720,12,1,0,0,2.45510005950928,0.714290022850037,1.28999996185303,850,290,13656,0,0,1,0.519999980926514,12,-0.325199842453003,-137.330017089844,-1,34.1176452636719,0
800,70,1.80999994277954,0,0,2.76379990577698,1.05128002166748,1.39999997615814,302,106,13693,0,0,0,-1.10000002384186,12,-0.0586001873016357,347,-1,35.0993385314941,0
670,118,2.01999998092651,0,0,3.29819989204407,0.914290010929108,1.89999997615814,315,231,13734,0,1,0,-0.100000023841858,12,0.585999965667725,375.5,-1,73.3333358764648,1
1020,51,3.47000002861023,1,0,2.77329993247986,1.08162999153137,3.0699999332428,468,75,13808,1,0,1,-0.690000057220459,17,0.167799949645996,121.629974365234,0,16.0256404876709,0
1100,16,3.25,1,0,2.71760010719299,0.774190008640289,3,294,61,13847,1,0,1,-0.329999923706055,16,0.279300212860107,-182.640014648438,1,20.7482986450195,0
1040,73,2.5,1,0,2.74860000610352,0.793099999427795,2.39000010490417,292,85,13859,0,0,1,0.660000085830688,15,-0.127599954605103,91.2900085449219,0,29.1095886230469,0
980,113,2.92000007629395,1,0,2.97560000419617,0.689660012722015,3.59999990463257,428,23,13948,1,0,1,0.269999980926514,18,0.242199897766113,-104.470016479492,0,5.3738317489624,0
840,44,3.22000002861023,0,0,2.93930006027222,0.86667001247406,3.38000011444092,177,49,13962,1,0,1,-0.0199999809265137,15,0.132100105285645,-464.849975585938,-1,27.6836166381836,0
790,36,2.60999989509583,0,0,2.75570011138916,0.880949974060059,2.21000003814697,676,477,13987,0,0,1,-0.230000019073486,16,-0.138499975204468,-0.159912109375,-1,70.5621337890625,1
1030,97,2.00999999046326,0,0,2.52110004425049,0.688520014286041,2.40000009536743,384,129,14052,0,0,1,0.220000028610229,17,0.0966000556945801,-118.799987792969,-1,33.59375,1
1020,17,1.75999999046326,1,0,2.79410004615784,0.699999988079071,2.46000003814697,10,10,14117,0,0,1,0.629999995231628,17,0.204100131988525,190.739990234375,0,100,0
1010,65,2.26999998092651,0,0,3.16470003128052,0.741379976272583,2.79999995231628,243,70,14157,0,0,1,-0.200000047683716,12,-0.328299999237061,-79.1000061035156,-1,28.8065853118896,0
880,71,2.49000000953674,0,0,2.79010009765625,0.955560028553009,2,370,165,14279,0,0,1,-1,12,-0.163399934768677,-218.329986572266,-1,44.5945930480957,0
870,115,2.75999999046326,1,0,3.10010004043579,0.8125,3,660,282,14435,1,0,1,-0.0499999523162842,19,0.0731000900268555,-131.619995117188,0,42.7272720336914,0
1110,41,2.97000002861023,0,0,2.69749999046326,0.734380006790161,3,609,17,14452,0,0,1,0.539999961853027,13,0.38129997253418,-791.829956054688,-1,2.79146146774292,0
990,14,2.77999997138977,1,0,2.65779995918274,0.833329975605011,3,178,28,14486,1,0,1,0.190000057220459,14,-0.0645999908447266,-1.20001220703125,1,15.7303371429443,0
800,15,2.05999994277954,1,0,2.93160009384155,0.860469996929169,1.73000001907349,552,146,14603,0,0,1,-0.400000095367432,15,0.0796000957489014,-37.3599853515625,1,26.449275970459,0
1010,39,2.34999990463257,1,0,2.85630011558533,0.771929979324341,1.87000000476837,771,129,14627,0,0,1,-0.560000061988831,14,0.200200080871582,-972.900024414062,1,16.731517791748,0
1070,51,2.19000005722046,1,0,2.64829993247986,0.550719976425171,3,196,54,14655,0,0,1,0,13,-0.0302000045776367,-284.200012207031,0,27.5510196685791,0
1000,14,2.42000007629395,0,0,2.53080010414124,0.886789977550507,2,20,11,14856,0,0,1,-0.430000066757202,14,-0.117899894714355,54.8699951171875,-1,55,1
560,117,2.0699999332428,0,0,2.51799988746643,0.86667001247406,2.20000004768372,290,150,14940,0,1,0,-0.0499999523162842,12,-0.3889000415802,-169,-1,51.7241363525391,1
790,17,2.04999995231628,0,0,2.43160009384155,0.880949974060059,1.12999999523163,235,90,15028,0,1,0,-0.620000004768372,12,-0.644299983978271,31.4500122070312,-1,38.2978706359863,1
740,97,1.95000004768372,0,0,3.02439999580383,0.608699977397919,1.60000002384186,280,149,15616,0,0,0,0,15,0.059999942779541,21.4000015258789,-1,53.2142868041992,1
970,45,2.61999988555908,1,0,2.72930002212524,0.796299993991852,1.92999994754791,657,141,15861,0,0,1,-0.450000166893005,16,-0.138799905776978,101,1,21.4611873626709,0
780,71,2.38000011444092,0,0,2.74029994010925,0.813950002193451,1.60000002384186,274,118,15976,0,0,1,-0.800000071525574,15,-0.198800086975098,105.400024414062,-1,43.0656929016113,1
840,44,2.26999998092651,0,0,2.73160004615784,1.21053004264832,2,212,75,16060,0,0,1,-0.200000047683716,15,0.0125000476837158,-341.999938964844,-1,35.3773574829102,1
830,118,1.87999999523163,0,0,2.98709988594055,0.693880021572113,2.40000009536743,77,12,16489,0,0,1,1.65000009536743,12,0.468299865722656,-262.549987792969,-1,15.584415435791,1
870,93,2.35999989509583,1,0,2.79949998855591,0.933329999446869,2.67000007629395,118,17,16568,1,0,1,0.240000009536743,21,-0.0831999778747559,-92.8100128173828,0,14.4067792892456,0
640,49,1.97000002861023,0,0,3.02259993553162,0.600000023841858,1.87000000476837,157,68,16757,0,1,0,-0.129999995231628,12,0.411700010299683,-662.419982910156,-1,43.3121032714844,1
1000,78,3.16000008583069,0,0,2.80879998207092,0.639339983463287,2.86999988555908,220,15,16915,0,1,0,0.269999980926514,15,0.111000061035156,-337.230041503906,-1,6.81818199157715,1
610,41,2.14000010490417,0,0,2.91510009765625,0.848479986190796,1.25,97,61,17394,0,1,0,-0.75,12,-0.0663998126983643,-525.700012207031,-1,62.8865966796875,1
760,12,2.07999992370605,0,0,2.80040001869202,0.899999976158142,2.46000003814697,295,140,17865,0,0,1,0.390000104904175,12,-0.201299905776978,135.929931640625,-1,47.4576263427734,1
1040,62,2.36999988555908,1,0,2.76040005683899,1.0392199754715,2.46000003814697,268,73,17992,1,0,1,-0.789999961853027,12,-0.185999870300293,-214.75,0,27.238805770874,0
1050,16,3.36999988555908,1,0,2.76169991493225,0.842109978199005,3.38000011444092,316,18,18005,0,1,0,0.0500001907348633,16,0.27209997177124,-138.340087890625,1,5.69620275497437,0
740,108,2.11999988555908,0,0,2.72670006752014,0.804880023002625,1.71000003814697,203,72,18471,0,0,1,-0.289999961853027,15,0.0197000503540039,-35.2000122070312,-1,35.4679794311523,0
810,16,2.36999988555908,0,0,2.74830007553101,0.723399996757507,2.05999994277954,211,69,18704,0,0,1,-0.269999980926514,16,0.343500137329102,353,-1,32.7014236450195,0
850,97,2.10999989509583,1,0,2.78180003166199,1.23684000968933,3,203,112,18842,0,1,0,0,12,-0.210999965667725,-537.25,0,55.1724128723145,0
920,12,2.57999992370605,0,0,2.82520008087158,1.42104995250702,1.5900000333786,168,75,19116,0,0,1,-1.05000007152557,12,-0.181999921798706,145.120056152344,-1,44.6428565979004,1
970,79,2.76999998092651,0,0,3.22729992866516,0.901960015296936,3.16000008583069,125,13,19133,0,0,1,0.360000133514404,15,0.277699947357178,-12.4600067138672,-1,10.3999996185303,1
1070,81,3.33999991416931,1,0,2.45300006866455,0.877189993858337,3.44000005722046,158,28,19518,1,0,1,0,16,-0.405699968338013,-13.9700012207031,0,17.7215194702148,0
590,88,1.52999997138977,0,0,2.96880006790161,0.787880003452301,1.25,202,109,20539,0,1,0,0.75,12,0.127500057220459,-414.75,-1,53.9603958129883,1
700,13,3.29999995231628,1,0,2.94020009040833,0.891889989376068,2.28999996185303,133,54,20586,1,0,1,-0.960000038146973,8,-0.485899925231934,-135.5,0,40.601505279541,0
930,18,2.66000008583069,0,0,2.66680002212524,0.978720009326935,2.46000003814697,229,38,20825,0,1,0,-0.279999971389771,17,-0.117199897766113,262.369995117188,-1,16.5938873291016,1
830,43,2.1800000667572,1,0,2.43869996070862,0.930230021476746,1.79999995231628,10,2,20920,0,1,0,-0.269999980926514,14,-0.166100025177002,-244.599975585938,0,20,0
1220,13,4,1,0,2.51309990882874,0.742860019207001,4,465,8,21478,0,1,0,0,13,0.0608999729156494,-318.25,0,1.72043013572693,0
800,16,1.55999994277954,0,0,2.6710000038147,1.105260014534,1.53999996185303,465,274,21732,0,0,1,0.189999938011169,15,-0.259299993515015,28.8900146484375,-1,58.924732208252,1
980,40,2.0699999332428,1,0,2.56380009651184,0.781819999217987,1.75,240,120,21854,0,0,1,-0.25,12,0.0325000286102295,-89.25,1,50,0
770,17,1.35000002384186,0,0,2.5534999370575,0.71110999584198,0.769999980926514,386,223,22711,0,1,0,-0.550000071525574,17,-0.188400030136108,275.800048828125,-1,57.7720222473145,1
890,12,2.75,0,0,2.50999999046326,1.02272999286652,1,69,63,22922,0,0,1,-1.64000010490417,12,-0.484100103378296,155.159912109375,-1,91.3043441772461,1
990,14,2.14000010490417,1,0,2.55290007591248,0.980000019073486,1.66999995708466,204,31,23305,1,1,0,-0.470000147819519,14,0.00870013236999512,-415.5,0,15.1960783004761,0
830,41,2.01999998092651,1,0,2.86669993400574,0.804350018501282,2.35999989509583,245,73,24147,0,0,1,0.419999837875366,16,0.0613999366760254,-229.830017089844,0,29.7959175109863,0
980,16,1.87000000476837,0,0,2.33719992637634,1,1.63999998569489,238,80,24581,0,0,1,-0.669999957084656,16,-0.207499980926514,163.75,-1,33.6134452819824,1
950,103,2.52999997138977,1,0,3.33010005950928,0.696430027484894,3.65000009536743,148,18,24604,0,0,1,0.650000095367432,13,0.480200052261353,-138.919998168945,1,12.1621618270874,0
980,13,2.75999999046326,0,0,2.50200009346008,0.884620010852814,2.52999997138977,238,46,24711,0,0,1,-0.240000009536743,13,-0.07669997215271,-327.150024414062,-1,19.327730178833,1
640,95,1.91999995708466,0,0,2.45919990539551,0.828570008277893,1.60000002384186,534,165,24894,0,1,0,0.350000023841858,12,-0.226900100708008,-215.649993896484,-1,30.8988761901855,1
1130,53,2.80999994277954,0,0,2.90899991989136,0.68656998872757,3.5699999332428,396,7,25178,0,0,1,1.02999997138977,13,0.548399925231934,82.1500244140625,-1,1.76767671108246,1
1170,59,2.60999989509583,0,0,2.95670008659363,1.05262994766235,3.40000009536743,230,13,25950,0,0,1,0.519999980926514,16,-0.0404000282287598,-352.570007324219,-1,5.65217399597168,1
700,14,1.27999997138977,1,0,2.9021999835968,0.75,0.769999980926514,191,124,26362,0,1,0,0.0799999833106995,12,0.121900081634521,68.2699584960938,0,64.9214630126953,0
790,55,1.77999997138977,0,0,2.99110007286072,0.926829993724823,1.86000001430511,125,34,26671,0,1,0,0.259999990463257,13,0.290800094604492,-792.130065917969,-1,27.2000007629395,1
1020,12,1.25,1,0,2.75589990615845,0.789470016956329,2.25,574,81,27328,0,0,1,1.03999996185303,12,0.413100004196167,-139,1,14.1114978790283,0
980,38,2.6800000667572,1,0,2.66120004653931,0.849059998989105,2.59999990463257,665,33,27338,0,0,1,-0.25,13,-0.279299974441528,-75.4000244140625,1,4.96240615844727,0
1080,110,2.36999988555908,1,0,3.13089990615845,0.56521999835968,2.59999990463257,539,152,27561,0,0,1,-0.330000162124634,19,0.319299936294556,-165.830001831055,1,28.2003707885742,0
820,15,2.13000011444092,1,0,2.77509999275208,0.906979978084564,2.40000009536743,526,160,27633,1,1,0,0.160000085830688,15,0.400500059127808,-85,0,30.4182510375977,0
1140,106,3.27999997138977,1,0,2.9546000957489,0.753849983215332,2.15000009536743,160,6,28501,0,0,1,-0.849999904632568,15,0.254400014877319,-60.9000015258789,1,3.75,0
960,11,2.90000009536743,1,0,2.61069989204407,1.13332998752594,2.30999994277954,201,19,28938,0,0,1,-0.690000057220459,11,-0.0683000087738037,70.5999755859375,1,9.45273590087891,0
700,18,2.38000011444092,0,0,2.57909989356995,0.666670024394989,1.94000005722046,201,103,28956,0,0,1,-0.220000028610229,17,-0.162800073623657,592,-1,51.243782043457,1
630,92,1.79999995231628,0,0,2.7765998840332,1.03225994110107,0,163,89,29151,0,1,0,-1.71000003814697,12,-0.235600233078003,-315.900024414062,-1,54.6012268066406,1
640,48,1.88999998569489,0,0,2.95190000534058,1.13332998752594,2,353,230,29256,0,1,0,-0.200000047683716,15,0.037600040435791,-380.400024414062,-1,65.1558074951172,1
1020,42,2.47000002861023,1,0,2.73189997673035,0.821430027484894,1.75,345,46,29394,0,0,1,-0.559999942779541,13,-0.10509991645813,116.629943847656,1,13.3333330154419,0
1030,75,2.5699999332428,0,0,3.03460001945496,0.872730016708374,3,176,27,29591,0,0,1,-0.230000019073486,13,0.099600076675415,-108,-1,15.3409090042114,1
920,119,3.32999992370605,1,0,3.72930002212524,0.957449972629547,4,575,155,29965,1,0,1,0.670000076293945,18,0.920900106430054,-77.5,0,26.956521987915,0
990,16,2.86999988555908,1,0,2.7063000202179,0.833329975605011,3.63000011444092,715,23,30016,1,0,1,0.630000114440918,16,0.216700077056885,-403.170043945312,0,3.21678328514099,0
920,17,2.34999990463257,1,0,2.66680002212524,0.877550005912781,0,715,529,30121,0,0,1,-2.79999995231628,10,-0.195100069046021,-42.25,0,73.9860153198242,0
840,11,1.17999994754791,0,0,2.61940002441406,0.826089978218079,1.23000001907349,715,511,30271,0,1,0,0.0500000715255737,11,-0.0681998729705811,-31.699951171875,-1,71.4685287475586,0
990,10,2.09999990463257,0,0,2.56520009040833,0.867919981479645,2.32999992370605,715,279,30568,0,0,1,0.0799999237060547,10,0.035099983215332,447.079956054688,-1,39.0209808349609,0
950,17,2,0,0,2.51799988746643,0.826919972896576,1.60000002384186,715,346,30575,0,0,1,-0.399999976158142,16,-0.521500110626221,47.929931640625,-1,48.3916091918945,1
1180,14,1.5,0,0,2.66020011901855,0.815379977226257,2.79999995231628,771,481,30629,0,0,1,1.29999995231628,14,0.156100034713745,-89.8499755859375,-1,62.3865127563477,0
1050,39,2.11999988555908,0,0,2.5048999786377,0.779659986495972,2.25,687,314,30649,0,0,1,-0.25,12,-0.421000003814697,617,-1,45.7059669494629,0
900,74,2.94000005722046,1,0,3.0220000743866,0.764710009098053,3.20000004768372,132,18,30770,0,0,1,0.0699999332427979,16,0.0104000568389893,-185.800003051758,0,13.6363639831543,0
490,127,1.97000002861023,1,0,2.91319990158081,0.75,1.75,144,55,30901,1,1,0,0.149999976158142,15,0.121799945831299,-149.599975585938,0,38.1944427490234,0
670,52,2.00999999046326,0,0,3.15470004081726,0.861109972000122,1.37999999523163,87,42,31327,0,1,0,-0.120000004768372,12,0.338200092315674,-401.900024414062,-1,48.2758636474609,1
710,17,1.75999999046326,1,0,2.71519994735718,1.02857005596161,2,117,65,32149,1,1,0,0.210000038146973,17,-0.105800151824951,159.390014648438,0,55.5555572509766,0
900,14,2.21000003814697,0,0,2.52579998970032,0.800000011920929,2.69000005722046,30,17,32416,0,0,1,0.480000019073486,14,-0.282900094985962,585,-1,56.6666679382324,1
930,67,1.74000000953674,0,0,2.68709993362427,1.06666994094849,1.79999995231628,277,50,32692,0,0,1,1.04999995231628,12,0.142299890518188,-512.079956054688,-1,18.0505409240723,0
860,52,2.25999999046326,0,0,2.52999997138977,0.622640013694763,1.25,259,70,32698,0,0,1,-1.21000003814697,13,0.0620999336242676,298.25,-1,27.027027130127,1
830,71,2.22000002861023,1,0,2.72690010070801,0.693880021572113,2.20000004768372,297,84,33463,0,0,1,-0.0899999141693115,14,-0.136399984359741,7.20001220703125,1,28.2828273773193,0
1400,75,3.79999995231628,0,0,3.10829997062683,0.944440007209778,4,252,1,33568,0,0,1,0,16,0.26609992980957,-138.15998840332,-1,0.396825402975082,1
570,65,2.13000011444092,1,0,2.58879995346069,0.78125,1.25,209,82,33898,1,1,0,-1.36999988555908,13,-0.359300136566162,-102.299987792969,0,39.2344512939453,0
1130,46,3.33999991416931,0,0,2.80520009994507,0.793649971485138,3.6800000667572,313,10,34445,0,0,1,0.390000104904175,17,0.11080002784729,254.259979248047,-1,3.1948881149292,1
860,72,2.70000004768372,1,0,2.63779997825623,0.791670024394989,2.59999990463257,66,21,35169,0,0,1,-0.600000143051147,15,-0.0662000179290771,-203.600036621094,1,31.8181819915771,0
650,99,2.78999996185303,0,0,3.39569997787476,0.756760001182556,3.75,234,35,35447,1,1,0,0.549999952316284,15,0.255100011825562,-24.6999969482422,-1,14.9572649002075,0
1070,87,2.59999990463257,0,0,2.8568000793457,0.844829976558685,3.32999992370605,127,25,36837,0,0,1,-0.170000076293945,18,0.144500017166138,-154.170013427734,-1,19.6850395202637,1
690,115,2.5699999332428,0,0,2.91300010681152,0.604650020599365,2.67000007629395,79,12,36971,0,1,0,0.670000076293945,12,0.0541000366210938,154.75,-1,15.1898736953735,1
1200,16,3.36999988555908,0,0,2.56870007514954,0.621619999408722,3.30999994277954,415,14,37502,0,0,1,-0.070000171661377,16,-0.320099830627441,-34.5,-1,3.37349390983582,1
1180,41,3.55999994277954,1,0,2.58229994773865,0.710139989852905,2.5699999332428,365,3,37593,1,0,1,-0.930000066757202,14,0.215800046920776,-103.600036621094,1,0.821917831897736,0
630,114,2.26999998092651,1,0,2.85969996452332,0.800000011920929,1.60000002384186,246,160,38412,0,0,1,-0.800000071525574,15,0.0729000568389893,-57.8000030517578,1,65.0406494140625,0
870,44,2,1,0,3.02600002288818,0.740000009536743,2.5,254,73,38440,0,1,0,-0.119999885559082,13,0.149600028991699,-279,0,28.7401580810547,0
940,61,2.28999996185303,1,0,2.72709989547729,0.649119973182678,2.5,256,58,39147,0,0,1,0.25,12,-0.0958001613616943,-114,1,22.65625,0
