unique_id,indicator_id,name,measure,measure_info,geo_type_name,geo_join_id,geo_place_name,time_period,start_date,data_value
130707,646,Air Toxics Concentrations- Average Benzene Concentrations,Annual Average Concentration,µg/m3,UHF42,305,Upper East Side,2005,2005-01-01T00:00:00Z,4.5
130708,646,Air Toxics Concentrations- Average Benzene Concentrations,Annual Average Concentration,µg/m3,UHF42,306,Chelsea - Clinton,2005,2005-01-01T00:00:00Z,4.9
130709,646,Air Toxics Concentrations- Average Benzene Concentrations,Annual Average Concentration,µg/m3,UHF42,307,Gramercy Park - Murray Hill,2005,2005-01-01T00:00:00Z,5.3
130710,646,Air Toxics Concentrations- Average Benzene Concentrations,Annual Average Concentration,µg/m3,UHF42,308,Greenwich Village - SoHo,2005,2005-01-01T00:00:00Z,4.7
130711,646,Air Toxics Concentrations- Average Benzene Concentrations,Annual Average Concentration,µg/m3,UHF42,309,Union Square - Lower East Side,2005,2005-01-01T00:00:00Z,5
130712,646,Air Toxics Concentrations- Average Benzene Concentrations,Annual Average Concentration,µg/m3,UHF42,310,Lower Manhattan,2005,2005-01-01T00:00:00Z,6.3
130713,646,Air Toxics Concentrations- Average Benzene Concentrations,Annual Average Concentration,µg/m3,UHF42,401,Long Island City - Astoria,2005,2005-01-01T00:00:00Z,2.7
130714,646,Air Toxics Concentrations- Average Benzene Concentrations,Annual Average Concentration,µg/m3,UHF42,402,West Queens,2005,2005-01-01T00:00:00Z,2.2
130715,646,Air Toxics Concentrations- Average Benzene Concentrations,Annual Average Concentration,µg/m3,UHF42,403,Flushing - Clearview,2005,2005-01-01T00:00:00Z,1.9
130716,646,Air Toxics Concentrations- Average Benzene Concentrations,Annual Average Concentration,µg/m3,UHF42,404,Bayside - Little Neck,2005,2005-01-01T00:00:00Z,1.9
130717,646,Air Toxics Concentrations- Average Benzene Concentrations,Annual Average Concentration,µg/m3,UHF42,405,Ridgewood - Forest Hills,2005,2005-01-01T00:00:00Z,2
130718,646,Air Toxics Concentrations- Average Benzene Concentrations,Annual Average Concentration,µg/m3,UHF42,406,Fresh Meadows,2005,2005-01-01T00:00:00Z,1.7
130719,646,Air Toxics Concentrations- Average Benzene Concentrations,Annual Average Concentration,µg/m3,UHF42,407,Southwest Queens,2005,2005-01-01T00:00:00Z,1.8
130720,646,Air Toxics Concentrations- Average Benzene Concentrations,Annual Average Concentration,µg/m3,UHF42,408,Jamaica,2005,2005-01-01T00:00:00Z,1.8
130721,646,Air Toxics Concentrations- Average Benzene Concentrations,Annual Average Concentration,µg/m3,UHF42,409,Southeast Queens,2005,2005-01-01T00:00:00Z,1.8
130722,646,Air Toxics Concentrations- Average Benzene Concentrations,Annual Average Concentration,µg/m3,UHF42,410,Rockaways,2005,2005-01-01T00:00:00Z,1.4
130723,646,Air Toxics Concentrations- Average Benzene Concentrations,Annual Average Concentration,µg/m3,UHF42,501,Port Richmond,2005,2005-01-01T00:00:00Z,2.5
130724,646,Air Toxics Concentrations- Average Benzene Concentrations,Annual Average Concentration,µg/m3,UHF42,502,Stapleton - St. George,2005,2005-01-01T00:00:00Z,1.3
130725,646,Air Toxics Concentrations- Average Benzene Concentrations,Annual Average Concentration,µg/m3,UHF42,503,Willowbrook,2005,2005-01-01T00:00:00Z,1.6
130726,646,Air Toxics Concentrations- Average Benzene Concentrations,Annual Average Concentration,µg/m3,UHF42,504,South Beach - Tottenville,2005,2005-01-01T00:00:00Z,1.1
130727,646,Air Toxics Concentrations- Average Benzene Concentrations,Annual Average Concentration,µg/m3,Citywide,1,New York City,2005,2005-01-01T00:00:00Z,2.9
130728,646,Air Toxics Concentrations- Average Benzene Concentrations,Annual Average Concentration,µg/m3,Borough,1,Bronx,2005,2005-01-01T00:00:00Z,2.8
130729,646,Air Toxics Concentrations- Average Benzene Concentrations,Annual Average Concentration,µg/m3,Borough,2,Brooklyn,2005,2005-01-01T00:00:00Z,2.8
130730,646,Air Toxics Concentrations- Average Benzene Concentrations,Annual Average Concentration,µg/m3,Borough,3,Manhattan,2005,2005-01-01T00:00:00Z,4.7
130731,646,Air Toxics Concentrations- Average Benzene Concentrations,Annual Average Concentration,µg/m3,Borough,4,Queens,2005,2005-01-01T00:00:00Z,1.9
130732,646,Air Toxics Concentrations- Average Benzene Concentrations,Annual Average Concentration,µg/m3,Borough,5,Staten Island,2005,2005-01-01T00:00:00Z,1.6
130733,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,µg/m3,UHF42,101,Kingsbridge - Riverdale,2005,2005-01-01T00:00:00Z,3.2
130734,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,µg/m3,UHF42,102,Northeast Bronx,2005,2005-01-01T00:00:00Z,3.2
130735,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,µg/m3,UHF42,103,Fordham - Bronx Pk,2005,2005-01-01T00:00:00Z,3.2
130736,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,µg/m3,UHF42,104,Pelham - Throgs Neck,2005,2005-01-01T00:00:00Z,3.2
130737,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,µg/m3,UHF42,105,Crotona -Tremont,2005,2005-01-01T00:00:00Z,3.4
130738,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,µg/m3,UHF42,106,High Bridge - Morrisania,2005,2005-01-01T00:00:00Z,3.6
130739,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,µg/m3,UHF42,107,Hunts Point - Mott Haven,2005,2005-01-01T00:00:00Z,3.5
130740,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,µg/m3,UHF42,201,Greenpoint,2005,2005-01-01T00:00:00Z,3.5
130741,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,µg/m3,UHF42,202,Downtown - Heights - Slope,2005,2005-01-01T00:00:00Z,3.2
130742,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,µg/m3,UHF42,203,Bedford Stuyvesant - Crown Heights,2005,2005-01-01T00:00:00Z,3
130743,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,µg/m3,UHF42,204,East New York,2005,2005-01-01T00:00:00Z,2.8
130744,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,µg/m3,UHF42,205,Sunset Park,2005,2005-01-01T00:00:00Z,3.2
130745,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,µg/m3,UHF42,206,Borough Park,2005,2005-01-01T00:00:00Z,2.9
130746,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,µg/m3,UHF42,207,East Flatbush - Flatbush,2005,2005-01-01T00:00:00Z,2.8
130747,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,µg/m3,UHF42,208,Canarsie - Flatlands,2005,2005-01-01T00:00:00Z,2.8
130748,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,µg/m3,UHF42,209,Bensonhurst - Bay Ridge,2005,2005-01-01T00:00:00Z,2.7
130749,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,µg/m3,UHF42,210,Coney Island - Sheepshead Bay,2005,2005-01-01T00:00:00Z,2.5
130750,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,µg/m3,UHF42,211,Williamsburg - Bushwick,2005,2005-01-01T00:00:00Z,3.1
130751,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,µg/m3,UHF42,301,Washington Heights,2005,2005-01-01T00:00:00Z,3.9
130752,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,µg/m3,UHF42,302,Central Harlem - Morningside Heights,2005,2005-01-01T00:00:00Z,4.2
130753,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,µg/m3,UHF42,303,East Harlem,2005,2005-01-01T00:00:00Z,4.2
130754,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,µg/m3,UHF42,304,Upper West Side,2005,2005-01-01T00:00:00Z,4
130755,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,µg/m3,UHF42,305,Upper East Side,2005,2005-01-01T00:00:00Z,4.5
130756,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,µg/m3,UHF42,306,Chelsea - Clinton,2005,2005-01-01T00:00:00Z,4.6
130757,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,µg/m3,UHF42,307,Gramercy Park - Murray Hill,2005,2005-01-01T00:00:00Z,5.3
130758,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,µg/m3,UHF42,308,Greenwich Village - SoHo,2005,2005-01-01T00:00:00Z,4
130759,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,µg/m3,UHF42,309,Union Square - Lower East Side,2005,2005-01-01T00:00:00Z,4
130760,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,µg/m3,UHF42,310,Lower Manhattan,2005,2005-01-01T00:00:00Z,4.2
130761,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,µg/m3,UHF42,401,Long Island City - Astoria,2005,2005-01-01T00:00:00Z,3.6
130762,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,µg/m3,UHF42,402,West Queens,2005,2005-01-01T00:00:00Z,3.4
130763,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,µg/m3,UHF42,403,Flushing - Clearview,2005,2005-01-01T00:00:00Z,2.7
130764,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,µg/m3,UHF42,404,Bayside - Little Neck,2005,2005-01-01T00:00:00Z,2.5
130765,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,µg/m3,UHF42,405,Ridgewood - Forest Hills,2005,2005-01-01T00:00:00Z,3
130766,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,µg/m3,UHF42,406,Fresh Meadows,2005,2005-01-01T00:00:00Z,2.3
130767,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,µg/m3,UHF42,407,Southwest Queens,2005,2005-01-01T00:00:00Z,2.4
130768,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,µg/m3,UHF42,408,Jamaica,2005,2005-01-01T00:00:00Z,2.4
130769,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,µg/m3,UHF42,409,Southeast Queens,2005,2005-01-01T00:00:00Z,2.4
130770,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,µg/m3,UHF42,410,Rockaways,2005,2005-01-01T00:00:00Z,2
130771,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,µg/m3,UHF42,501,Port Richmond,2005,2005-01-01T00:00:00Z,2.4
130772,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,µg/m3,UHF42,502,Stapleton - St. George,2005,2005-01-01T00:00:00Z,2.3
130773,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,µg/m3,UHF42,503,Willowbrook,2005,2005-01-01T00:00:00Z,2.3
130774,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,µg/m3,UHF42,504,South Beach - Tottenville,2005,2005-01-01T00:00:00Z,2.2
130775,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,µg/m3,Citywide,1,New York City,2005,2005-01-01T00:00:00Z,3.2
130776,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,µg/m3,Borough,1,Bronx,2005,2005-01-01T00:00:00Z,3.3
130777,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,µg/m3,Borough,2,Brooklyn,2005,2005-01-01T00:00:00Z,3
130778,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,µg/m3,Borough,3,Manhattan,2005,2005-01-01T00:00:00Z,4.3
130779,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,µg/m3,Borough,4,Queens,2005,2005-01-01T00:00:00Z,2.7
130780,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,µg/m3,Borough,5,Staten Island,2005,2005-01-01T00:00:00Z,2.3
130787,648,PM2.5-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",UHF42,101,Kingsbridge - Riverdale,2005-2007,2005-01-01T00:00:00Z,88.3
130788,648,PM2.5-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",UHF42,102,Northeast Bronx,2005-2007,2005-01-01T00:00:00Z,152.6
130789,648,PM2.5-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",UHF42,103,Fordham - Bronx Pk,2005-2007,2005-01-01T00:00:00Z,167.2
130790,648,PM2.5-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",UHF42,104,Pelham - Throgs Neck,2005-2007,2005-01-01T00:00:00Z,162.5
130791,648,PM2.5-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",UHF42,105,Crotona -Tremont,2005-2007,2005-01-01T00:00:00Z,257.1
130792,648,PM2.5-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",UHF42,106,High Bridge - Morrisania,2005-2007,2005-01-01T00:00:00Z,308
130793,648,PM2.5-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",UHF42,107,Hunts Point - Mott Haven,2005-2007,2005-01-01T00:00:00Z,278.6
130794,648,PM2.5-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",UHF42,201,Greenpoint,2005-2007,2005-01-01T00:00:00Z,60.8
130825,648,PM2.5-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",UHF42,501,Port Richmond,2005-2007,2005-01-01T00:00:00Z,106.9
130795,648,PM2.5-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",UHF42,202,Downtown - Heights - Slope,2005-2007,2005-01-01T00:00:00Z,99.3
130796,648,PM2.5-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",UHF42,203,Bedford Stuyvesant - Crown Heights,2005-2007,2005-01-01T00:00:00Z,195.4
130797,648,PM2.5-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",UHF42,204,East New York,2005-2007,2005-01-01T00:00:00Z,175.6
130798,648,PM2.5-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",UHF42,205,Sunset Park,2005-2007,2005-01-01T00:00:00Z,47
130799,648,PM2.5-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",UHF42,206,Borough Park,2005-2007,2005-01-01T00:00:00Z,14.7
130800,648,PM2.5-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",UHF42,207,East Flatbush - Flatbush,2005-2007,2005-01-01T00:00:00Z,111.9
130801,648,PM2.5-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",UHF42,208,Canarsie - Flatlands,2005-2007,2005-01-01T00:00:00Z,91.9
130802,648,PM2.5-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",UHF42,209,Bensonhurst - Bay Ridge,2005-2007,2005-01-01T00:00:00Z,19.7
130803,648,PM2.5-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",UHF42,210,Coney Island - Sheepshead Bay,2005-2007,2005-01-01T00:00:00Z,38.4
130804,648,PM2.5-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",UHF42,211,Williamsburg - Bushwick,2005-2007,2005-01-01T00:00:00Z,185.7
130805,648,PM2.5-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",UHF42,301,Washington Heights,2005-2007,2005-01-01T00:00:00Z,175.9
130806,648,PM2.5-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",UHF42,302,Central Harlem - Morningside Heights,2005-2007,2005-01-01T00:00:00Z,424.7
130807,648,PM2.5-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",UHF42,303,East Harlem,2005-2007,2005-01-01T00:00:00Z,354.2
130808,648,PM2.5-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",UHF42,304,Upper West Side,2005-2007,2005-01-01T00:00:00Z,113.2
130809,648,PM2.5-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",UHF42,305,Upper East Side,2005-2007,2005-01-01T00:00:00Z,39
130810,648,PM2.5-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",UHF42,306,Chelsea - Clinton,2005-2007,2005-01-01T00:00:00Z,139.1
130811,648,PM2.5-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",UHF42,307,Gramercy Park - Murray Hill,2005-2007,2005-01-01T00:00:00Z,61.7
130812,648,PM2.5-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",UHF42,308,Greenwich Village - SoHo,2005-2007,2005-01-01T00:00:00Z,25.6
130813,648,PM2.5-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",UHF42,309,Union Square - Lower East Side,2005-2007,2005-01-01T00:00:00Z,124.9
130814,648,PM2.5-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",UHF42,310,Lower Manhattan,2005-2007,2005-01-01T00:00:00Z,71.6
130815,648,PM2.5-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",UHF42,401,Long Island City - Astoria,2005-2007,2005-01-01T00:00:00Z,71.2
130816,648,PM2.5-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",UHF42,402,West Queens,2005-2007,2005-01-01T00:00:00Z,89.3
130817,648,PM2.5-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",UHF42,403,Flushing - Clearview,2005-2007,2005-01-01T00:00:00Z,48.7
130818,648,PM2.5-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",UHF42,404,Bayside - Little Neck,2005-2007,2005-01-01T00:00:00Z,26.7
130819,648,PM2.5-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",UHF42,405,Ridgewood - Forest Hills,2005-2007,2005-01-01T00:00:00Z,51
130820,648,PM2.5-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",UHF42,406,Fresh Meadows,2005-2007,2005-01-01T00:00:00Z,54.8
130821,648,PM2.5-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",UHF42,407,Southwest Queens,2005-2007,2005-01-01T00:00:00Z,81.4
130822,648,PM2.5-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",UHF42,408,Jamaica,2005-2007,2005-01-01T00:00:00Z,113.6
130823,648,PM2.5-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",UHF42,409,Southeast Queens,2005-2007,2005-01-01T00:00:00Z,73.8
130824,648,PM2.5-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",UHF42,410,Rockaways,2005-2007,2005-01-01T00:00:00Z,152.7
219977,386,Ozone (O3),Mean,ppb,Borough,3,Manhattan,Summer 2009,2009-06-01T00:00:00Z,20.44
130826,648,PM2.5-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",UHF42,502,Stapleton - St. George,2005-2007,2005-01-01T00:00:00Z,82.4
130827,648,PM2.5-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",UHF42,503,Willowbrook,2005-2007,2005-01-01T00:00:00Z,30.2
130828,648,PM2.5-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",UHF42,504,South Beach - Tottenville,2005-2007,2005-01-01T00:00:00Z,24
130829,648,PM2.5-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",Citywide,1,New York City,2005-2007,2005-01-01T00:00:00Z,126.3
130830,648,PM2.5-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",Borough,1,Bronx,2005-2007,2005-01-01T00:00:00Z,212.5
130831,648,PM2.5-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",Borough,2,Brooklyn,2005-2007,2005-01-01T00:00:00Z,99.3
130832,648,PM2.5-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",Borough,3,Manhattan,2005-2007,2005-01-01T00:00:00Z,179.4
130833,648,PM2.5-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",Borough,4,Queens,2005-2007,2005-01-01T00:00:00Z,80.8
130834,648,PM2.5-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",Borough,5,Staten Island,2005-2007,2005-01-01T00:00:00Z,55.3
130883,650,PM2.5-Attributable Respiratory Hospitalizations (Adults 20 Yrs and Older),Estimated Annual Rate,"per 100,000 adults",UHF42,101,Kingsbridge - Riverdale,2005-2007,2005-01-01T00:00:00Z,28.5
130884,650,PM2.5-Attributable Respiratory Hospitalizations (Adults 20 Yrs and Older),Estimated Annual Rate,"per 100,000 adults",UHF42,102,Northeast Bronx,2005-2007,2005-01-01T00:00:00Z,25.9
130885,650,PM2.5-Attributable Respiratory Hospitalizations (Adults 20 Yrs and Older),Estimated Annual Rate,"per 100,000 adults",UHF42,103,Fordham - Bronx Pk,2005-2007,2005-01-01T00:00:00Z,28.1
130886,650,PM2.5-Attributable Respiratory Hospitalizations (Adults 20 Yrs and Older),Estimated Annual Rate,"per 100,000 adults",UHF42,104,Pelham - Throgs Neck,2005-2007,2005-01-01T00:00:00Z,24.4
130887,650,PM2.5-Attributable Respiratory Hospitalizations (Adults 20 Yrs and Older),Estimated Annual Rate,"per 100,000 adults",UHF42,105,Crotona -Tremont,2005-2007,2005-01-01T00:00:00Z,33.7
130888,650,PM2.5-Attributable Respiratory Hospitalizations (Adults 20 Yrs and Older),Estimated Annual Rate,"per 100,000 adults",UHF42,106,High Bridge - Morrisania,2005-2007,2005-01-01T00:00:00Z,42.2
130889,650,PM2.5-Attributable Respiratory Hospitalizations (Adults 20 Yrs and Older),Estimated Annual Rate,"per 100,000 adults",UHF42,107,Hunts Point - Mott Haven,2005-2007,2005-01-01T00:00:00Z,41
130890,650,PM2.5-Attributable Respiratory Hospitalizations (Adults 20 Yrs and Older),Estimated Annual Rate,"per 100,000 adults",UHF42,201,Greenpoint,2005-2007,2005-01-01T00:00:00Z,18.4
130891,650,PM2.5-Attributable Respiratory Hospitalizations (Adults 20 Yrs and Older),Estimated Annual Rate,"per 100,000 adults",UHF42,202,Downtown - Heights - Slope,2005-2007,2005-01-01T00:00:00Z,20.7
130892,650,PM2.5-Attributable Respiratory Hospitalizations (Adults 20 Yrs and Older),Estimated Annual Rate,"per 100,000 adults",UHF42,203,Bedford Stuyvesant - Crown Heights,2005-2007,2005-01-01T00:00:00Z,24.2
130893,650,PM2.5-Attributable Respiratory Hospitalizations (Adults 20 Yrs and Older),Estimated Annual Rate,"per 100,000 adults",UHF42,204,East New York,2005-2007,2005-01-01T00:00:00Z,20.4
130894,650,PM2.5-Attributable Respiratory Hospitalizations (Adults 20 Yrs and Older),Estimated Annual Rate,"per 100,000 adults",UHF42,205,Sunset Park,2005-2007,2005-01-01T00:00:00Z,17.2
130895,650,PM2.5-Attributable Respiratory Hospitalizations (Adults 20 Yrs and Older),Estimated Annual Rate,"per 100,000 adults",UHF42,206,Borough Park,2005-2007,2005-01-01T00:00:00Z,17.2
130896,650,PM2.5-Attributable Respiratory Hospitalizations (Adults 20 Yrs and Older),Estimated Annual Rate,"per 100,000 adults",UHF42,207,East Flatbush - Flatbush,2005-2007,2005-01-01T00:00:00Z,13.3
130897,650,PM2.5-Attributable Respiratory Hospitalizations (Adults 20 Yrs and Older),Estimated Annual Rate,"per 100,000 adults",UHF42,208,Canarsie - Flatlands,2005-2007,2005-01-01T00:00:00Z,15.5
130898,650,PM2.5-Attributable Respiratory Hospitalizations (Adults 20 Yrs and Older),Estimated Annual Rate,"per 100,000 adults",UHF42,209,Bensonhurst - Bay Ridge,2005-2007,2005-01-01T00:00:00Z,16.6
130899,650,PM2.5-Attributable Respiratory Hospitalizations (Adults 20 Yrs and Older),Estimated Annual Rate,"per 100,000 adults",UHF42,210,Coney Island - Sheepshead Bay,2005-2007,2005-01-01T00:00:00Z,22.3
130900,650,PM2.5-Attributable Respiratory Hospitalizations (Adults 20 Yrs and Older),Estimated Annual Rate,"per 100,000 adults",UHF42,211,Williamsburg - Bushwick,2005-2007,2005-01-01T00:00:00Z,31.6
130901,650,PM2.5-Attributable Respiratory Hospitalizations (Adults 20 Yrs and Older),Estimated Annual Rate,"per 100,000 adults",UHF42,301,Washington Heights,2005-2007,2005-01-01T00:00:00Z,20.6
130902,650,PM2.5-Attributable Respiratory Hospitalizations (Adults 20 Yrs and Older),Estimated Annual Rate,"per 100,000 adults",UHF42,302,Central Harlem - Morningside Heights,2005-2007,2005-01-01T00:00:00Z,30.6
130903,650,PM2.5-Attributable Respiratory Hospitalizations (Adults 20 Yrs and Older),Estimated Annual Rate,"per 100,000 adults",UHF42,303,East Harlem,2005-2007,2005-01-01T00:00:00Z,44.8
130904,650,PM2.5-Attributable Respiratory Hospitalizations (Adults 20 Yrs and Older),Estimated Annual Rate,"per 100,000 adults",UHF42,304,Upper West Side,2005-2007,2005-01-01T00:00:00Z,15.3
219978,386,Ozone (O3),Mean,ppb,Borough,3,Manhattan,Summer 2010,2010-06-01T00:00:00Z,28.21
130905,650,PM2.5-Attributable Respiratory Hospitalizations (Adults 20 Yrs and Older),Estimated Annual Rate,"per 100,000 adults",UHF42,305,Upper East Side,2005-2007,2005-01-01T00:00:00Z,11.1
